순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김인환,한화,0.325,1,9,9,1.00,1,0.22,3.56,0.075,5.6,0.267
2,김태연,한화,0.317,30,66,71,0.93,2,0.62,3.89,0.185,54.6,0.305
3,황영묵,한화,0.313,13,79,53,1.49,4,0.44,3.66,0.092,32.1,0.263
4,안치홍,한화,0.302,26,95,111,0.86,6,0.64,3.88,0.123,59.5,0.273
5,하주석,한화,0.297,9,25,21,1.19,1,0.28,3.43,0.109,13.5,0.259
6,페라자,한화,0.294,40,71,73,0.97,5,0.49,3.97,0.233,61.9,0.301
7,이재원,한화,0.294,2,20,29,0.69,0,0.36,3.24,0.024,10.2,0.231
8,박상언,한화,0.286,3,6,12,0.50,0,0.75,4.02,0.071,7.4,0.28
9,노시환,한화,0.283,34,85,98,0.87,5,0.43,3.86,0.200,64.4,0.282
10,최재훈,한화,0.272,11,52,58,0.90,0,0.75,4.19,0.067,31.7,0.268
11,최인호,한화,0.268,14,58,48,1.21,3,0.77,3.96,0.098,25.6,0.251
12,이도윤,한화,0.265,6,69,66,1.05,5,0.57,3.77,0.035,24.6,0.223
13,이원석,한화,0.255,5,26,26,1.00,0,0.43,3.98,0.057,11.5,0.225
14,채은성,한화,0.254,29,75,98,0.77,3,0.43,3.75,0.177,42.0,0.251
15,문현빈,한화,0.247,14,47,47,1.00,2,0.41,3.78,0.135,19.2,0.237
16,장진혁,한화,0.236,11,44,33,1.33,2,0.39,4.10,0.121,19.0,0.231
17,김강민,한화,0.224,1,14,24,0.58,0,0.38,3.72,0.039,7.3,0.211
18,유로결,한화,0.214,0,5,4,1.25,0,1.00,3.69,0.000,0.5,0.194
19,이진영,한화,0.200,4,14,12,1.17,0,0.33,4.27,0.073,4.6,0.204
20,정은원,한화,0.172,5,22,15,1.47,0,0.81,4.37,0.125,7.6,0.215
21,이상혁,한화,0.167,0,4,0,-,0,1.00,3.14,0.000,0.6,0.17
22,임종찬,한화,0.158,5,12,17,0.71,2,0.32,3.66,0.123,3.1,0.183
23,김서현,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
23,박상원,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
23,이명기,한화,0.000,0,2,2,1.00,0,0.00,3.63,0.000,-0.6,0.0
23,장규현,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
23,주현상,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
