순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,최재훈,hanwha,포수,90,627.2,0.611,6.68
2,황영묵,hanwha,2루수,55,367.2,0.578,6.32
3,이도윤,hanwha,유격수,85,585.2,0.453,4.95
4,이원석,hanwha,중견수,40,219.0,0.433,4.74
5,최인호,hanwha,좌익수,60,383.2,0.402,4.39
6,안치홍,hanwha,2루수,23,172.0,0.282,3.08
7,이재원,hanwha,포수,55,278.2,0.242,2.64
8,김강민,hanwha,중견수,31,153.1,0.217,2.37
9,이진영,hanwha,중견수,19,109.0,0.208,2.27
10,장진혁,hanwha,우익수,14,45.1,0.181,1.97
11,박상언,hanwha,포수,26,113.0,0.143,1.56
11,임종찬,hanwha,우익수,13,33.0,0.143,1.56
13,장진혁,hanwha,중견수,47,353.0,0.109,1.19
14,이도윤,hanwha,2루수,20,89.0,0.102,1.11
15,정은원,hanwha,좌익수,10,70.0,0.081,0.88
16,페라자,hanwha,중견수,2,9.0,0.063,0.69
17,문현빈,hanwha,3루수,5,29.0,0.047,0.52
18,유로결,hanwha,우익수,1,2.0,0.03,0.33
19,이원석,hanwha,좌익수,14,54.1,0.021,0.23
20,정은원,hanwha,중견수,6,46.0,0.004,0.04
21,하주석,hanwha,1루수,1,1.0,-0.002,-0.02
22,문현빈,hanwha,유격수,1,2.0,-0.003,-0.03
23,정은원,hanwha,2루수,4,31.0,-0.005,-0.06
24,이상혁,hanwha,좌익수,4,7.0,-0.006,-0.07
25,이상혁,hanwha,우익수,8,12.0,-0.008,-0.08
26,이상혁,hanwha,중견수,3,7.0,-0.01,-0.11
26,유로결,hanwha,중견수,2,18.0,-0.01,-0.11
26,김인환,hanwha,1루수,4,26.0,-0.01,-0.11
29,채은성,hanwha,우익수,23,181.0,-0.023,-0.26
30,유로결,hanwha,좌익수,2,11.0,-0.033,-0.37
31,장진혁,hanwha,좌익수,18,84.0,-0.061,-0.67
32,페라자,hanwha,우익수,38,303.0,-0.088,-0.96
32,이원석,hanwha,우익수,13,37.0,-0.088,-0.96
34,이진영,hanwha,우익수,6,18.0,-0.105,-1.14
35,하주석,hanwha,3루수,8,52.1,-0.124,-1.36
36,김태연,hanwha,2루수,6,30.2,-0.223,-2.44
37,하주석,hanwha,유격수,31,175.2,-0.235,-2.57
37,임종찬,hanwha,중견수,16,105.0,-0.235,-2.57
39,페라자,hanwha,좌익수,44,279.1,-0.265,-2.9
40,황영묵,hanwha,유격수,42,257.0,-0.31,-3.39
41,문현빈,hanwha,2루수,50,330.0,-0.355,-3.88
42,노시환,hanwha,3루수,107,934.0,-0.413,-4.51
43,김인환,hanwha,좌익수,20,130.0,-0.562,-6.14
44,채은성,hanwha,1루수,50,415.0,-0.648,-7.08
45,김태연,hanwha,1루수,42,285.1,-0.653,-7.14
46,안치홍,hanwha,1루수,37,293.0,-0.755,-8.25
47,김태연,hanwha,우익수,49,389.0,-0.805,-8.8
56,장규현,hanwha,포수,1,1.0,nan,nan
56,박상원,hanwha,투수,47,47.2,nan,nan
56,이명기,hanwha,중견수,1,1.0,nan,nan
56,주현상,hanwha,투수,50,59.2,nan,nan
56,이도윤,hanwha,3루수,2,2.0,nan,nan
56,김서현,hanwha,투수,23,23.2,nan,nan
56,황영묵,hanwha,3루수,3,3.0,nan,nan
56,이명기,hanwha,좌익수,1,1.0,nan,nan
