순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김태연,한화,0.320,33,74,83,0.89,2,0.61,3.89,0.171,61.1,0.301
2,황영묵,한화,0.305,13,89,62,1.44,5,0.38,3.64,0.081,34.2,0.254
3,안치홍,한화,0.303,28,100,124,0.81,6,0.72,3.90,0.129,66.5,0.277
4,박상언,한화,0.286,3,6,12,0.50,0,0.75,4.02,0.071,7.4,0.28
5,하주석,한화,0.284,9,27,24,1.13,1,0.26,3.39,0.101,13.3,0.246
6,페라자,한화,0.281,42,80,81,0.99,5,0.43,3.95,0.218,64.0,0.286
7,노시환,한화,0.275,36,88,113,0.78,5,0.43,3.90,0.191,69.6,0.276
8,김인환,한화,0.272,1,19,21,0.90,2,0.21,3.63,0.037,7.4,0.219
9,이재원,한화,0.270,2,25,36,0.69,0,0.40,3.20,0.020,10.3,0.214
10,최인호,한화,0.268,14,58,48,1.21,3,0.77,3.96,0.098,25.6,0.251
11,채은성,한화,0.266,37,82,109,0.75,5,0.48,3.78,0.203,52.7,0.267
12,최재훈,한화,0.264,13,59,63,0.94,0,0.67,4.16,0.088,34.7,0.264
13,이도윤,한화,0.262,8,75,73,1.03,5,0.55,3.70,0.040,25.9,0.22
14,이원석,한화,0.248,5,29,32,0.91,0,0.54,3.98,0.051,13.0,0.226
15,문현빈,한화,0.246,15,48,50,0.96,2,0.43,3.78,0.134,20.7,0.238
16,장진혁,한화,0.243,14,50,40,1.25,2,0.41,4.03,0.130,23.8,0.24
17,김강민,한화,0.224,1,14,24,0.58,0,0.38,3.72,0.039,7.3,0.211
18,유로결,한화,0.214,0,5,4,1.25,0,1.00,3.69,0.000,0.5,0.194
19,이진영,한화,0.200,4,14,12,1.17,0,0.33,4.27,0.073,4.6,0.204
20,정은원,한화,0.172,5,22,15,1.47,0,0.81,4.37,0.125,7.6,0.215
21,임종찬,한화,0.158,5,12,17,0.71,2,0.32,3.66,0.123,3.1,0.183
22,이상혁,한화,0.143,0,5,0,-,0,1.00,3.50,0.000,0.5,0.148
23,김서현,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
23,박상원,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
23,이명기,한화,0.000,0,2,2,1.00,0,0.00,3.63,0.000,-0.6,0.0
23,장규현,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
23,주현상,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
