순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,황영묵,hanwha,2루수,62,422.2,0.799,8.85
2,최재훈,hanwha,포수,97,669.2,0.702,7.78
3,이도윤,hanwha,유격수,92,641.2,0.551,6.1
4,이원석,hanwha,중견수,40,219.0,0.434,4.81
5,최인호,hanwha,좌익수,60,383.2,0.399,4.42
6,안치홍,hanwha,2루수,23,172.0,0.271,3.01
7,김강민,hanwha,중견수,31,153.1,0.22,2.44
8,이진영,hanwha,중견수,19,109.0,0.209,2.32
9,이재원,hanwha,포수,59,298.2,0.2,2.21
10,장진혁,hanwha,우익수,14,45.1,0.178,1.97
11,임종찬,hanwha,우익수,13,33.0,0.14,1.55
12,박상언,hanwha,포수,26,113.0,0.132,1.46
13,장진혁,hanwha,중견수,54,415.0,0.1,1.11
14,이도윤,hanwha,2루수,20,89.0,0.098,1.09
15,유로결,hanwha,우익수,4,10.0,0.093,1.03
16,정은원,hanwha,좌익수,10,70.0,0.08,0.88
17,페라자,hanwha,중견수,2,9.0,0.062,0.69
18,문현빈,hanwha,3루수,5,29.0,0.044,0.49
19,김인환,hanwha,1루수,8,48.0,0.035,0.39
20,정은원,hanwha,중견수,6,46.0,0.004,0.04
21,이진영,hanwha,좌익수,1,6.0,0.002,0.02
22,하주석,hanwha,1루수,1,1.0,-0.002,-0.02
23,문현빈,hanwha,유격수,1,2.0,-0.003,-0.03
24,이상혁,hanwha,좌익수,4,7.0,-0.006,-0.07
25,정은원,hanwha,2루수,4,31.0,-0.007,-0.08
26,이상혁,hanwha,우익수,8,12.0,-0.009,-0.1
27,유로결,hanwha,중견수,2,18.0,-0.01,-0.11
27,이상혁,hanwha,중견수,3,7.0,-0.01,-0.11
29,유로결,hanwha,좌익수,5,19.0,-0.017,-0.18
30,이원석,hanwha,좌익수,17,72.1,-0.023,-0.25
31,채은성,hanwha,우익수,23,181.0,-0.026,-0.29
32,장진혁,hanwha,좌익수,18,84.0,-0.06,-0.66
33,이원석,hanwha,우익수,13,37.0,-0.088,-0.97
34,이진영,hanwha,우익수,7,22.0,-0.102,-1.13
35,페라자,hanwha,우익수,38,303.0,-0.105,-1.16
36,하주석,hanwha,3루수,8,52.1,-0.134,-1.49
37,김태연,hanwha,2루수,6,30.2,-0.225,-2.5
38,임종찬,hanwha,중견수,16,105.0,-0.233,-2.58
39,하주석,hanwha,유격수,33,181.2,-0.265,-2.93
40,황영묵,hanwha,유격수,42,257.0,-0.309,-3.42
41,문현빈,hanwha,2루수,53,337.0,-0.343,-3.8
42,노시환,hanwha,3루수,114,996.0,-0.406,-4.5
43,페라자,hanwha,좌익수,47,303.1,-0.407,-4.51
44,김인환,hanwha,좌익수,21,136.0,-0.555,-6.15
45,김태연,hanwha,1루수,44,290.1,-0.644,-7.14
46,안치홍,hanwha,1루수,37,293.0,-0.741,-8.21
47,채은성,hanwha,1루수,55,450.0,-0.76,-8.42
48,김태연,hanwha,우익수,56,439.0,-0.901,-9.98
57,이명기,hanwha,좌익수,1,1.0,nan,nan
57,김서현,hanwha,투수,27,26.1,nan,nan
57,황영묵,hanwha,3루수,3,3.0,nan,nan
57,이명기,hanwha,중견수,1,1.0,nan,nan
57,장규현,hanwha,포수,1,1.0,nan,nan
57,주현상,hanwha,투수,53,61.1,nan,nan
57,이도윤,hanwha,3루수,2,2.0,nan,nan
57,박상원,hanwha,투수,52,53.0,nan,nan
