순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,박찬호,KIA,유격수,122,1043.1,1.834,20.56
2,김태군,KIA,포수,92,605.2,0.954,10.69
3,김호령,KIA,중견수,55,146.0,0.634,7.1
4,한준수,KIA,포수,94,559.1,0.524,5.88
5,소크라테스,KIA,중견수,50,351.2,0.475,5.33
6,서건창,KIA,2루수,32,155.0,0.313,3.51
7,박정우,KIA,좌익수,14,19.1,0.272,3.05
8,박민,KIA,유격수,10,40.0,0.188,2.11
9,김도영,KIA,3루수,127,1053.0,0.173,1.94
10,변우혁,KIA,3루수,14,70.0,0.159,1.78
11,박정우,KIA,중견수,42,99.1,0.138,1.54
12,이창진,KIA,중견수,1,5.0,0.049,0.55
13,이우성,KIA,좌익수,6,30.0,0.034,0.38
14,이창진,KIA,좌익수,49,273.1,0.031,0.34
15,김규성,KIA,1루수,9,13.0,0.009,0.1
16,박정우,KIA,투수,1,1.0,0.0,0.0
17,홍종표,KIA,좌익수,1,2.0,-0.001,-0.01
17,홍종표,KIA,유격수,17,81.0,-0.001,-0.02
19,김도영,KIA,유격수,1,2.0,-0.016,-0.18
20,박정우,KIA,우익수,6,24.0,-0.022,-0.24
21,김선빈,KIA,3루수,2,4.0,-0.024,-0.27
22,소크라테스,KIA,우익수,4,11.0,-0.03,-0.34
23,고종욱,KIA,좌익수,7,19.0,-0.038,-0.43
24,황대인,KIA,1루수,2,10.0,-0.045,-0.5
25,김규성,KIA,유격수,7,15.2,-0.084,-0.94
26,최원준,KIA,우익수,89,375.0,-0.104,-1.16
27,홍종표,KIA,2루수,62,162.0,-0.107,-1.2
28,김규성,KIA,3루수,4,9.0,-0.108,-1.21
29,박민,KIA,2루수,4,28.0,-0.14,-1.57
30,이우성,KIA,우익수,19,121.0,-0.157,-1.76
31,김두현,KIA,유격수,1,7.0,-0.164,-1.84
32,홍종표,KIA,3루수,15,52.0,-0.217,-2.44
33,이창진,KIA,우익수,36,172.0,-0.239,-2.68
34,한승택,KIA,포수,12,27.0,-0.263,-2.95
35,최원준,KIA,중견수,88,590.0,-0.281,-3.15
36,변우혁,KIA,1루수,45,253.0,-0.425,-4.76
37,김선빈,KIA,2루수,110,846.0,-0.445,-4.99
38,최형우,KIA,좌익수,16,117.0,-0.483,-5.41
39,나성범,KIA,우익수,65,489.0,-0.528,-5.92
40,서건창,KIA,1루수,49,272.2,-0.552,-6.19
41,소크라테스,KIA,좌익수,110,731.1,-1.03,-11.55
42,이우성,KIA,1루수,83,641.1,-1.506,-16.88
56,최원준,KIA,1루수,1,1.0,nan,nan
56,김규성,KIA,2루수,1,1.0,nan,nan
56,김선빈,KIA,1루수,1,1.0,nan,nan
56,황동하,KIA,투수,23,93.1,nan,nan
56,전상현,KIA,투수,62,62.1,nan,nan
56,김승현,KIA,투수,13,17.0,nan,nan
56,김선빈,KIA,유격수,2,3.0,nan,nan
56,박민,KIA,3루수,3,4.0,nan,nan
56,이형범,KIA,투수,14,15.0,nan,nan
56,정해영,KIA,투수,49,48.0,nan,nan
56,김사윤,KIA,투수,23,37.0,nan,nan
56,곽도규,KIA,투수,64,52.1,nan,nan
56,최지민,KIA,투수,50,41.0,nan,nan
