순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,박찬호,KIA,유격수,129,1096.1,1.887,21.3
2,김태군,KIA,포수,99,631.2,0.958,10.81
3,김호령,KIA,중견수,57,157.0,0.529,5.97
4,한준수,KIA,포수,99,581.1,0.436,4.92
5,소크라테스,KIA,중견수,52,366.2,0.348,3.93
6,서건창,KIA,2루수,33,156.0,0.302,3.4
7,박정우,KIA,좌익수,17,30.1,0.266,3.0
8,박민,KIA,유격수,10,40.0,0.19,2.14
9,변우혁,KIA,3루수,14,70.0,0.155,1.74
10,박정우,KIA,중견수,46,112.1,0.148,1.67
11,윤도현,KIA,2루수,1,6.0,0.116,1.31
12,윤도현,KIA,3루수,1,9.0,0.068,0.77
13,이창진,KIA,중견수,1,5.0,0.049,0.55
14,최정용,KIA,2루수,2,11.0,0.038,0.42
15,이우성,KIA,좌익수,8,33.0,0.036,0.4
16,김규성,KIA,1루수,9,13.0,0.009,0.1
17,윤도현,KIA,유격수,1,3.0,0.003,0.03
18,박정우,KIA,투수,1,1.0,0.0,0.0
19,홍종표,KIA,좌익수,1,2.0,-0.001,-0.01
20,홍종표,KIA,유격수,17,81.0,-0.002,-0.03
21,김도영,KIA,유격수,1,2.0,-0.016,-0.18
22,박정우,KIA,우익수,6,24.0,-0.02,-0.23
23,김선빈,KIA,3루수,2,4.0,-0.024,-0.27
24,소크라테스,KIA,우익수,4,11.0,-0.03,-0.34
25,고종욱,KIA,좌익수,7,19.0,-0.035,-0.39
26,황대인,KIA,1루수,2,10.0,-0.045,-0.5
27,김규성,KIA,유격수,9,20.2,-0.068,-0.77
28,김도영,KIA,3루수,133,1104.0,-0.071,-0.8
29,이우성,KIA,우익수,23,150.0,-0.08,-0.91
30,최원준,KIA,우익수,93,390.0,-0.094,-1.06
31,홍종표,KIA,2루수,65,167.0,-0.096,-1.08
32,김규성,KIA,3루수,5,10.0,-0.112,-1.27
33,박민,KIA,2루수,4,28.0,-0.139,-1.57
34,김두현,KIA,유격수,1,7.0,-0.162,-1.83
35,이창진,KIA,좌익수,53,296.1,-0.207,-2.34
36,홍종표,KIA,3루수,15,52.0,-0.217,-2.45
37,한승택,KIA,포수,16,40.0,-0.238,-2.68
38,이창진,KIA,우익수,37,173.0,-0.281,-3.17
39,최형우,KIA,좌익수,16,117.0,-0.469,-5.29
40,김선빈,KIA,2루수,115,884.0,-0.492,-5.55
41,최원준,KIA,중견수,91,612.0,-0.494,-5.58
42,변우혁,KIA,1루수,50,293.0,-0.495,-5.58
43,서건창,KIA,1루수,50,275.2,-0.552,-6.23
44,나성범,KIA,우익수,67,505.0,-0.582,-6.57
45,소크라테스,KIA,좌익수,115,755.1,-0.855,-9.65
46,이우성,KIA,1루수,85,659.1,-1.448,-16.34
60,최원준,KIA,1루수,1,1.0,nan,nan
60,김규성,KIA,2루수,1,1.0,nan,nan
60,김사윤,KIA,투수,23,37.0,nan,nan
60,전상현,KIA,투수,65,65.0,nan,nan
60,김승현,KIA,투수,14,18.0,nan,nan
60,박민,KIA,3루수,3,4.0,nan,nan
60,황동하,KIA,투수,24,98.1,nan,nan
60,정해영,KIA,투수,51,48.2,nan,nan
60,김선빈,KIA,1루수,1,1.0,nan,nan
60,최지민,KIA,투수,52,43.2,nan,nan
60,곽도규,KIA,투수,67,55.2,nan,nan
60,김선빈,KIA,유격수,2,3.0,nan,nan
60,이형범,KIA,투수,14,15.0,nan,nan
