순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,박찬호,KIA,유격수,103,880.1,1.287,14.14
2,김태군,KIA,포수,77,506.2,0.848,9.32
3,김호령,KIA,중견수,40,106.2,0.474,5.2
4,한준수,KIA,포수,84,508.1,0.384,4.22
5,소크라테스,KIA,중견수,40,281.2,0.34,3.74
6,김도영,KIA,3루수,110,911.0,0.232,2.55
7,이우성,KIA,좌익수,2,6.0,0.21,2.31
8,박정우,KIA,좌익수,9,11.0,0.204,2.24
9,박민,KIA,유격수,10,40.0,0.201,2.21
10,서건창,KIA,2루수,31,145.0,0.174,1.91
11,변우혁,KIA,3루수,12,53.0,0.138,1.51
12,이창진,KIA,중견수,1,5.0,0.05,0.55
13,홍종표,KIA,2루수,48,138.0,0.035,0.38
14,홍종표,KIA,유격수,17,81.0,0.023,0.26
15,박정우,KIA,투수,1,1.0,0.0,0.0
16,홍종표,KIA,좌익수,1,2.0,-0.001,-0.01
17,박정우,KIA,우익수,1,9.0,-0.012,-0.13
17,최원준,KIA,중견수,81,548.1,-0.012,-0.14
19,김도영,KIA,유격수,1,2.0,-0.016,-0.18
20,김선빈,KIA,3루수,2,4.0,-0.024,-0.26
21,소크라테스,KIA,우익수,4,11.0,-0.031,-0.34
22,고종욱,KIA,좌익수,7,19.0,-0.04,-0.44
23,황대인,KIA,1루수,2,10.0,-0.043,-0.48
24,이창진,KIA,좌익수,46,250.1,-0.061,-0.67
25,김규성,KIA,유격수,5,11.2,-0.083,-0.91
26,김규성,KIA,3루수,1,5.0,-0.111,-1.21
27,한승택,KIA,포수,4,10.0,-0.113,-1.25
28,이우성,KIA,우익수,16,105.0,-0.135,-1.48
29,박민,KIA,2루수,4,28.0,-0.14,-1.53
30,박정우,KIA,중견수,36,83.1,-0.157,-1.73
31,김선빈,KIA,2루수,92,714.0,-0.16,-1.75
32,김두현,KIA,유격수,1,7.0,-0.163,-1.79
33,이창진,KIA,우익수,36,172.0,-0.246,-2.7
34,홍종표,KIA,3루수,13,48.0,-0.267,-2.94
35,최원준,KIA,우익수,75,307.2,-0.304,-3.34
35,변우혁,KIA,1루수,35,206.0,-0.304,-3.34
37,나성범,KIA,우익수,55,420.1,-0.368,-4.04
38,최형우,KIA,좌익수,13,92.0,-0.402,-4.42
39,서건창,KIA,1루수,47,254.2,-0.46,-5.05
40,소크라테스,KIA,좌익수,93,644.2,-1.077,-11.83
41,이우성,KIA,1루수,70,552.1,-1.293,-14.21
53,황동하,KIA,투수,20,82.2,nan,nan
53,김승현,KIA,투수,9,11.2,nan,nan
53,김선빈,KIA,1루수,1,1.0,nan,nan
53,박민,KIA,3루수,3,4.0,nan,nan
53,김선빈,KIA,유격수,2,3.0,nan,nan
53,정해영,KIA,투수,38,37.0,nan,nan
53,이형범,KIA,투수,13,14.1,nan,nan
53,곽도규,KIA,투수,54,43.1,nan,nan
53,최지민,KIA,투수,49,40.2,nan,nan
53,최원준,KIA,1루수,1,1.0,nan,nan
53,전상현,KIA,투수,52,51.1,nan,nan
