순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,박찬호,KIA,유격수,95,808.0,1.116,12.15
2,김태군,KIA,포수,72,464.1,0.89,9.69
3,김호령,KIA,중견수,40,106.2,0.471,5.13
4,한준수,KIA,포수,78,467.1,0.292,3.18
5,김도영,KIA,3루수,102,840.2,0.219,2.38
6,이우성,KIA,좌익수,2,6.0,0.211,2.3
7,박민,KIA,유격수,10,40.0,0.2,2.18
8,변우혁,KIA,3루수,9,39.0,0.185,2.01
9,서건창,KIA,2루수,30,144.0,0.173,1.89
10,박정우,KIA,중견수,31,68.2,0.163,1.77
11,소크라테스,KIA,중견수,34,240.0,0.069,0.75
12,이창진,KIA,중견수,1,5.0,0.05,0.54
13,홍종표,KIA,2루수,43,124.2,0.016,0.18
14,박정우,KIA,좌익수,4,3.2,0.012,0.13
15,박정우,KIA,투수,1,1.0,0.0,0.0
16,홍종표,KIA,좌익수,1,2.0,-0.001,-0.01
17,최원준,KIA,중견수,77,519.1,-0.002,-0.02
18,박정우,KIA,우익수,1,9.0,-0.012,-0.13
19,김도영,KIA,유격수,1,2.0,-0.016,-0.18
20,김선빈,KIA,3루수,1,3.0,-0.025,-0.27
21,소크라테스,KIA,우익수,4,11.0,-0.032,-0.35
22,고종욱,KIA,좌익수,7,19.0,-0.041,-0.45
23,황대인,KIA,1루수,2,10.0,-0.043,-0.47
24,홍종표,KIA,유격수,14,75.0,-0.048,-0.53
25,김규성,KIA,유격수,5,11.2,-0.086,-0.94
26,김규성,KIA,3루수,1,5.0,-0.111,-1.21
27,이우성,KIA,우익수,16,105.0,-0.142,-1.54
27,박민,KIA,2루수,4,28.0,-0.142,-1.55
29,한승택,KIA,포수,3,8.0,-0.144,-1.57
30,김선빈,KIA,2루수,83,643.0,-0.178,-1.93
31,변우혁,KIA,1루수,29,186.0,-0.211,-2.29
32,이창진,KIA,좌익수,39,201.0,-0.216,-2.35
33,이창진,KIA,우익수,34,161.0,-0.237,-2.58
34,홍종표,KIA,3루수,13,48.0,-0.263,-2.86
35,최원준,KIA,우익수,69,274.1,-0.329,-3.58
36,최형우,KIA,좌익수,13,92.0,-0.408,-4.45
37,나성범,KIA,우익수,50,379.1,-0.438,-4.77
38,서건창,KIA,1루수,43,235.2,-0.542,-5.9
39,이우성,KIA,1루수,64,507.0,-1.097,-11.95
40,소크라테스,KIA,좌익수,89,616.0,-1.164,-12.67
51,최지민,KIA,투수,47,39.1,nan,nan
51,김선빈,KIA,유격수,2,3.0,nan,nan
51,이형범,KIA,투수,13,14.1,nan,nan
51,전상현,KIA,투수,47,45.2,nan,nan
51,황동하,KIA,투수,18,71.2,nan,nan
51,김승현,KIA,투수,9,11.2,nan,nan
51,박민,KIA,3루수,3,4.0,nan,nan
51,정해영,KIA,투수,32,32.0,nan,nan
51,곽도규,KIA,투수,47,38.0,nan,nan
51,김선빈,KIA,1루수,1,1.0,nan,nan
