순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,박찬호,KIA,유격수,111,944.1,1.349,14.78
2,김태군,KIA,포수,85,555.2,0.931,10.21
3,김호령,KIA,중견수,45,128.0,0.647,7.09
4,소크라테스,KIA,중견수,44,309.2,0.598,6.55
5,한준수,KIA,포수,88,523.1,0.427,4.67
6,박정우,KIA,좌익수,12,15.1,0.259,2.84
7,김도영,KIA,3루수,117,968.0,0.241,2.64
8,박민,KIA,유격수,10,40.0,0.196,2.15
9,서건창,KIA,2루수,31,145.0,0.173,1.89
10,이우성,KIA,좌익수,4,19.0,0.144,1.58
11,변우혁,KIA,3루수,13,61.0,0.058,0.63
12,이창진,KIA,중견수,1,5.0,0.051,0.55
13,홍종표,KIA,유격수,17,81.0,0.013,0.14
14,이창진,KIA,좌익수,48,267.1,0.006,0.07
15,박정우,KIA,투수,1,1.0,0.0,0.0
16,홍종표,KIA,좌익수,1,2.0,-0.001,-0.01
17,김도영,KIA,유격수,1,2.0,-0.016,-0.18
18,김선빈,KIA,3루수,2,4.0,-0.024,-0.26
19,소크라테스,KIA,우익수,4,11.0,-0.031,-0.34
20,고종욱,KIA,좌익수,7,19.0,-0.04,-0.44
21,황대인,KIA,1루수,2,10.0,-0.044,-0.48
22,박정우,KIA,중견수,38,86.1,-0.071,-0.78
22,홍종표,KIA,2루수,54,148.0,-0.071,-0.78
24,김규성,KIA,유격수,6,13.2,-0.083,-0.91
25,박정우,KIA,우익수,2,11.0,-0.103,-1.13
26,김규성,KIA,3루수,1,5.0,-0.111,-1.21
27,최원준,KIA,중견수,83,562.0,-0.121,-1.32
28,박민,KIA,2루수,4,28.0,-0.141,-1.55
29,한승택,KIA,포수,6,12.0,-0.154,-1.69
30,이우성,KIA,우익수,18,117.0,-0.156,-1.71
31,김두현,KIA,유격수,1,7.0,-0.164,-1.8
32,홍종표,KIA,3루수,14,49.0,-0.223,-2.44
33,김선빈,KIA,2루수,100,769.0,-0.226,-2.47
34,최원준,KIA,우익수,82,336.0,-0.228,-2.5
35,이창진,KIA,우익수,36,172.0,-0.245,-2.68
36,최형우,KIA,좌익수,13,92.0,-0.398,-4.37
37,변우혁,KIA,1루수,41,242.0,-0.42,-4.6
38,나성범,KIA,우익수,59,444.0,-0.457,-5.0
39,서건창,KIA,1루수,47,254.2,-0.473,-5.19
40,소크라테스,KIA,좌익수,99,676.1,-1.176,-12.88
41,이우성,KIA,1루수,75,579.1,-1.359,-14.89
56,최지민,KIA,투수,50,41.0,nan,nan
56,최원준,KIA,1루수,1,1.0,nan,nan
56,김규성,KIA,2루수,1,1.0,nan,nan
56,김선빈,KIA,1루수,1,1.0,nan,nan
56,황동하,KIA,투수,21,87.0,nan,nan
56,전상현,KIA,투수,56,56.1,nan,nan
56,김승현,KIA,투수,10,13.0,nan,nan
56,김선빈,KIA,유격수,2,3.0,nan,nan
56,박민,KIA,3루수,3,4.0,nan,nan
56,이형범,KIA,투수,14,15.0,nan,nan
56,정해영,KIA,투수,42,41.0,nan,nan
56,김사윤,KIA,투수,23,37.0,nan,nan
56,곽도규,KIA,투수,57,46.0,nan,nan
56,김규성,KIA,1루수,3,3.0,nan,nan
