순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,강승호,doosan,2루수,123,979.0,1.614,18.22
2,박준영,doosan,유격수,56,425.2,0.901,10.16
3,김기연,doosan,포수,83,570.0,0.885,9.99
4,조수행,doosan,좌익수,70,491.1,0.558,6.3
5,정수빈,doosan,중견수,132,1105.0,0.497,5.61
6,조수행,doosan,우익수,41,263.1,0.494,5.58
6,전민재,doosan,유격수,64,395.0,0.494,5.57
8,양의지,doosan,포수,76,608.1,0.489,5.52
9,전민재,doosan,3루수,34,129.0,0.363,4.1
10,이유찬,doosan,3루수,27,174.0,0.325,3.67
11,이유찬,doosan,2루수,39,156.2,0.309,3.49
12,김대한,doosan,우익수,28,118.0,0.272,3.07
13,이유찬,doosan,유격수,20,103.0,0.248,2.8
14,허경민,doosan,3루수,109,874.0,0.203,2.29
15,강승호,doosan,1루수,32,143.2,0.125,1.42
16,서예일,doosan,3루수,15,46.0,0.104,1.17
17,양찬열,doosan,우익수,7,28.0,0.081,0.91
18,박준영,doosan,3루수,9,27.0,0.057,0.65
19,이유찬,doosan,우익수,4,16.0,0.035,0.4
20,안승한,doosan,포수,2,9.1,0.033,0.38
21,장승현,doosan,포수,9,58.0,0.02,0.22
22,서예일,doosan,유격수,4,6.0,0.016,0.18
22,장규빈,doosan,포수,3,7.0,0.016,0.18
24,홍성호,doosan,우익수,3,5.0,0.015,0.17
25,이유찬,doosan,중견수,2,3.0,0.005,0.06
26,전다민,doosan,중견수,4,7.0,0.004,0.04
27,권휘,doosan,투수,8,9.0,0.0,0.0
28,홍성호,doosan,좌익수,1,2.0,-0.001,-0.01
29,홍성호,doosan,1루수,3,5.0,-0.002,-0.03
30,여동건,doosan,2루수,4,12.0,-0.011,-0.13
31,양찬열,doosan,좌익수,3,6.0,-0.012,-0.14
32,김태근,doosan,우익수,10,19.2,-0.017,-0.19
33,전다민,doosan,우익수,2,8.0,-0.019,-0.21
34,전다민,doosan,좌익수,7,38.2,-0.025,-0.28
35,박민준,doosan,포수,3,4.0,-0.029,-0.33
36,김대한,doosan,중견수,5,10.0,-0.043,-0.49
37,김인태,doosan,우익수,1,6.0,-0.056,-0.63
38,윤준호,doosan,포수,3,9.0,-0.072,-0.81
39,김태근,doosan,좌익수,16,53.2,-0.073,-0.83
40,박계범,doosan,2루수,13,24.0,-0.096,-1.09
41,박계범,doosan,유격수,3,19.0,-0.122,-1.37
42,김인태,doosan,좌익수,7,38.0,-0.126,-1.43
43,김태근,doosan,중견수,7,21.0,-0.139,-1.57
44,제러드,doosan,1루수,1,4.0,-0.147,-1.66
45,전민재,doosan,2루수,14,93.0,-0.171,-1.93
46,김대한,doosan,좌익수,23,85.0,-0.173,-1.95
47,조수행,doosan,중견수,22,119.2,-0.222,-2.51
48,제러드,doosan,우익수,18,147.0,-0.229,-2.58
49,박계범,doosan,3루수,10,15.2,-0.288,-3.25
50,김재호,doosan,유격수,51,317.0,-0.413,-4.67
51,제러드,doosan,좌익수,14,110.1,-0.421,-4.75
52,양석환,doosan,1루수,130,1109.0,-0.547,-6.17
53,라모스,doosan,우익수,79,654.2,-0.576,-6.51
54,김재환,doosan,좌익수,45,335.1,-0.596,-6.73
55,이유찬,doosan,좌익수,16,105.1,-0.691,-7.8
75,김명신,doosan,투수,33,32.2,nan,nan
75,최지강,doosan,투수,55,50.0,nan,nan
75,김민규,doosan,투수,13,25.0,nan,nan
75,김호준,doosan,투수,15,13.1,nan,nan
75,이교훈,doosan,투수,32,34.2,nan,nan
75,오명진,doosan,2루수,1,1.0,nan,nan
75,김택연,doosan,투수,59,63.2,nan,nan
75,김민혁,doosan,1루수,1,1.0,nan,nan
75,박계범,doosan,1루수,1,1.0,nan,nan
75,박정수,doosan,투수,28,29.1,nan,nan
75,이영하,doosan,투수,57,63.1,nan,nan
75,김동주,doosan,투수,14,50.0,nan,nan
75,박치국,doosan,투수,50,47.0,nan,nan
75,김강률,doosan,투수,51,41.1,nan,nan
75,전민재,doosan,1루수,2,2.0,nan,nan
75,이병헌,doosan,투수,75,65.1,nan,nan
75,정철원,doosan,투수,33,31.1,nan,nan
75,최승용,doosan,투수,12,27.0,nan,nan
75,홍건희,doosan,투수,64,58.2,nan,nan
