순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,강승호,doosan,2루수,92,735.2,1.095,11.9
2,박준영,doosan,유격수,56,425.2,0.94,10.21
3,김기연,doosan,포수,58,405.2,0.774,8.42
4,조수행,doosan,좌익수,66,475.2,0.446,4.85
5,정수빈,doosan,중견수,98,809.1,0.393,4.27
6,양의지,doosan,포수,57,468.1,0.332,3.6
7,이유찬,doosan,3루수,14,100.0,0.311,3.38
8,이유찬,doosan,2루수,30,108.2,0.279,3.03
9,허경민,doosan,3루수,86,689.2,0.277,3.01
10,이유찬,doosan,유격수,11,66.0,0.235,2.55
11,김대한,doosan,우익수,27,116.0,0.23,2.5
12,조수행,doosan,우익수,18,89.0,0.162,1.76
13,제러드,doosan,우익수,4,29.0,0.129,1.4
13,강승호,doosan,1루수,29,125.2,0.129,1.4
15,전민재,doosan,3루수,27,98.0,0.127,1.38
16,양찬열,doosan,우익수,6,25.0,0.083,0.9
17,전민재,doosan,유격수,42,270.2,0.054,0.59
18,안승한,doosan,포수,2,9.1,0.037,0.4
19,이유찬,doosan,우익수,2,10.0,0.023,0.25
20,전민재,doosan,2루수,13,85.0,0.022,0.24
21,장승현,doosan,포수,9,58.0,0.016,0.18
21,서예일,doosan,유격수,3,5.0,0.016,0.17
23,이유찬,doosan,중견수,2,3.0,0.006,0.06
24,김태근,doosan,우익수,9,17.2,0.003,0.03
25,권휘,doosan,투수,2,2.1,0.0,0.0
25,전다민,doosan,우익수,1,3.0,0.0,0.0
25,장규빈,doosan,포수,1,3.0,0.0,-0.01
28,홍성호,doosan,좌익수,1,2.0,-0.001,-0.01
28,양찬열,doosan,좌익수,2,5.0,-0.001,-0.01
30,홍성호,doosan,1루수,3,5.0,-0.002,-0.03
31,홍성호,doosan,우익수,2,4.0,-0.003,-0.03
32,서예일,doosan,3루수,10,35.0,-0.023,-0.25
32,김태근,doosan,좌익수,7,39.2,-0.023,-0.25
34,박준영,doosan,3루수,6,16.0,-0.03,-0.32
35,전다민,doosan,좌익수,7,38.2,-0.032,-0.35
36,박민준,doosan,포수,1,1.0,-0.044,-0.48
37,김대한,doosan,중견수,5,10.0,-0.046,-0.5
38,전다민,doosan,중견수,2,3.0,-0.049,-0.53
39,김인태,doosan,우익수,1,6.0,-0.059,-0.64
40,윤준호,doosan,포수,3,9.0,-0.085,-0.93
41,박계범,doosan,2루수,13,24.0,-0.113,-1.23
42,박계범,doosan,유격수,3,19.0,-0.124,-1.35
43,김인태,doosan,좌익수,7,38.0,-0.139,-1.51
44,김태근,doosan,중견수,6,19.0,-0.145,-1.58
45,제러드,doosan,1루수,1,4.0,-0.148,-1.61
46,조수행,doosan,중견수,20,110.0,-0.203,-2.21
47,양석환,doosan,1루수,96,816.2,-0.225,-2.45
48,김대한,doosan,좌익수,19,80.0,-0.237,-2.58
49,이유찬,doosan,좌익수,8,45.0,-0.277,-3.01
50,박계범,doosan,3루수,10,15.2,-0.287,-3.11
51,김재호,doosan,유격수,29,168.0,-0.371,-4.03
52,김재환,doosan,좌익수,32,230.1,-0.536,-5.82
53,라모스,doosan,우익수,79,654.2,-0.638,-6.94
70,정철원,doosan,투수,20,19.0,nan,nan
70,최승용,doosan,투수,4,4.1,nan,nan
70,홍건희,doosan,투수,41,39.0,nan,nan
70,김명신,doosan,투수,31,29.2,nan,nan
70,김민규,doosan,투수,9,14.1,nan,nan
70,김호준,doosan,투수,15,13.1,nan,nan
70,이교훈,doosan,투수,25,26.2,nan,nan
70,오명진,doosan,2루수,1,1.0,nan,nan
70,김민혁,doosan,1루수,1,1.0,nan,nan
70,박계범,doosan,1루수,1,1.0,nan,nan
70,박정수,doosan,투수,28,29.1,nan,nan
70,이영하,doosan,투수,44,48.1,nan,nan
70,김동주,doosan,투수,14,50.0,nan,nan
70,박치국,doosan,투수,37,32.0,nan,nan
70,전민재,doosan,1루수,1,1.0,nan,nan
70,최지강,doosan,투수,45,41.1,nan,nan
