순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,박준영,doosan,유격수,55,417.2,0.966,10.43
2,강승호,doosan,2루수,86,686.2,0.857,9.25
3,김기연,doosan,포수,52,362.2,0.598,6.46
4,정수빈,doosan,중견수,93,768.1,0.588,6.34
5,양의지,doosan,포수,56,461.1,0.482,5.2
6,조수행,doosan,좌익수,63,456.2,0.456,4.92
7,허경민,doosan,3루수,80,643.2,0.355,3.84
8,이유찬,doosan,3루수,13,98.0,0.286,3.08
9,이유찬,doosan,2루수,29,104.2,0.259,2.79
10,이유찬,doosan,유격수,11,66.0,0.24,2.59
11,김대한,doosan,우익수,27,116.0,0.22,2.38
12,전민재,doosan,3루수,25,94.0,0.12,1.3
13,강승호,doosan,1루수,29,125.2,0.109,1.18
14,양찬열,doosan,우익수,6,25.0,0.081,0.87
15,안승한,doosan,포수,2,9.1,0.038,0.42
16,조수행,doosan,우익수,15,69.0,0.028,0.31
17,전민재,doosan,2루수,13,85.0,0.018,0.19
18,서예일,doosan,유격수,3,5.0,0.016,0.17
19,장승현,doosan,포수,9,58.0,0.014,0.16
20,이유찬,doosan,중견수,2,3.0,0.005,0.06
21,김태근,doosan,우익수,9,17.2,0.002,0.02
22,전다민,doosan,우익수,1,3.0,0.0,0.0
23,홍성호,doosan,좌익수,1,2.0,-0.001,-0.01
24,홍성호,doosan,1루수,3,5.0,-0.002,-0.03
25,홍성호,doosan,우익수,2,4.0,-0.003,-0.03
26,김태근,doosan,좌익수,6,37.2,-0.014,-0.15
27,이유찬,doosan,우익수,1,6.0,-0.017,-0.19
28,전민재,doosan,유격수,39,247.2,-0.021,-0.22
29,서예일,doosan,3루수,9,34.0,-0.025,-0.27
30,박준영,doosan,3루수,6,16.0,-0.029,-0.32
31,전다민,doosan,좌익수,7,38.2,-0.036,-0.39
32,박민준,doosan,포수,1,1.0,-0.045,-0.49
33,김대한,doosan,중견수,5,10.0,-0.048,-0.52
34,전다민,doosan,중견수,2,3.0,-0.049,-0.53
35,김인태,doosan,우익수,1,6.0,-0.061,-0.66
36,윤준호,doosan,포수,3,9.0,-0.087,-0.94
37,박계범,doosan,2루수,13,24.0,-0.114,-1.23
38,박계범,doosan,유격수,3,19.0,-0.121,-1.3
39,김인태,doosan,좌익수,7,38.0,-0.144,-1.55
40,김태근,doosan,중견수,6,19.0,-0.147,-1.59
41,이유찬,doosan,좌익수,4,24.0,-0.172,-1.86
42,조수행,doosan,중견수,18,98.0,-0.206,-2.22
43,김대한,doosan,좌익수,19,80.0,-0.25,-2.7
44,박계범,doosan,3루수,10,15.2,-0.287,-3.1
45,김재호,doosan,유격수,25,146.0,-0.494,-5.34
46,양석환,doosan,1루수,90,767.2,-0.553,-5.97
47,김재환,doosan,좌익수,30,224.1,-0.612,-6.6
48,라모스,doosan,우익수,79,654.2,-0.694,-7.49
64,이교훈,doosan,투수,22,25.0,nan,nan
64,홍건희,doosan,투수,38,37.0,nan,nan
64,최지강,doosan,투수,45,41.1,nan,nan
64,김명신,doosan,투수,30,29.2,nan,nan
64,김민규,doosan,투수,9,14.1,nan,nan
64,김호준,doosan,투수,15,13.1,nan,nan
64,김동주,doosan,투수,14,50.0,nan,nan
64,김민혁,doosan,1루수,1,1.0,nan,nan
64,박계범,doosan,1루수,1,1.0,nan,nan
64,박정수,doosan,투수,28,29.1,nan,nan
64,오명진,doosan,2루수,1,1.0,nan,nan
64,이영하,doosan,투수,43,48.1,nan,nan
64,박치국,doosan,투수,35,30.2,nan,nan
64,전민재,doosan,1루수,1,1.0,nan,nan
64,정철원,doosan,투수,20,19.0,nan,nan
