순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,강승호,doosan,2루수,95,754.2,1.173,12.81
2,박준영,doosan,유격수,56,425.2,0.958,10.47
3,김기연,doosan,포수,60,418.2,0.777,8.49
4,정수빈,doosan,중견수,100,827.1,0.577,6.31
5,조수행,doosan,좌익수,67,477.2,0.515,5.63
6,양의지,doosan,포수,59,479.1,0.365,3.98
7,이유찬,doosan,3루수,16,103.0,0.309,3.38
8,이유찬,doosan,유격수,13,69.0,0.303,3.31
9,이유찬,doosan,2루수,30,108.2,0.284,3.11
10,김대한,doosan,우익수,27,116.0,0.235,2.57
11,제러드,doosan,우익수,7,56.0,0.228,2.49
12,허경민,doosan,3루수,89,712.2,0.181,1.98
13,조수행,doosan,우익수,18,89.0,0.165,1.8
14,전민재,doosan,3루수,28,99.0,0.129,1.41
15,강승호,doosan,1루수,30,133.2,0.102,1.12
16,전민재,doosan,유격수,43,272.2,0.085,0.93
17,양찬열,doosan,우익수,6,25.0,0.083,0.91
18,안승한,doosan,포수,2,9.1,0.039,0.42
19,이유찬,doosan,우익수,2,10.0,0.023,0.26
20,장승현,doosan,포수,9,58.0,0.016,0.18
20,서예일,doosan,유격수,3,5.0,0.016,0.18
22,김태근,doosan,좌익수,9,43.2,0.007,0.08
23,이유찬,doosan,중견수,2,3.0,0.005,0.06
23,장규빈,doosan,포수,2,6.0,0.005,0.06
25,김태근,doosan,우익수,9,17.2,0.003,0.03
26,권휘,doosan,투수,3,2.2,0.0,0.0
26,전다민,doosan,우익수,1,3.0,0.0,0.0
28,홍성호,doosan,좌익수,1,2.0,-0.001,-0.01
28,양찬열,doosan,좌익수,2,5.0,-0.001,-0.01
30,홍성호,doosan,1루수,3,5.0,-0.002,-0.03
31,홍성호,doosan,우익수,2,4.0,-0.003,-0.03
32,서예일,doosan,3루수,10,35.0,-0.023,-0.25
33,박준영,doosan,3루수,6,16.0,-0.029,-0.32
34,전다민,doosan,좌익수,7,38.2,-0.031,-0.34
35,박민준,doosan,포수,1,1.0,-0.045,-0.49
36,김대한,doosan,중견수,5,10.0,-0.046,-0.5
37,전다민,doosan,중견수,2,3.0,-0.049,-0.53
38,김인태,doosan,우익수,1,6.0,-0.059,-0.64
39,윤준호,doosan,포수,3,9.0,-0.087,-0.95
40,박계범,doosan,2루수,13,24.0,-0.113,-1.23
41,박계범,doosan,유격수,3,19.0,-0.12,-1.31
42,김인태,doosan,좌익수,7,38.0,-0.137,-1.5
43,김태근,doosan,중견수,6,19.0,-0.144,-1.58
44,제러드,doosan,1루수,1,4.0,-0.149,-1.62
45,전민재,doosan,2루수,14,93.0,-0.158,-1.72
46,조수행,doosan,중견수,21,119.0,-0.225,-2.45
47,김대한,doosan,좌익수,19,80.0,-0.232,-2.53
48,양석환,doosan,1루수,99,835.2,-0.266,-2.91
49,박계범,doosan,3루수,10,15.2,-0.287,-3.13
50,김재환,doosan,좌익수,32,230.1,-0.521,-5.69
51,이유찬,doosan,좌익수,11,66.0,-0.579,-6.33
52,라모스,doosan,우익수,79,654.2,-0.616,-6.73
53,김재호,doosan,유격수,32,190.0,-0.674,-7.36
71,최지강,doosan,투수,45,41.1,nan,nan
71,정철원,doosan,투수,20,19.0,nan,nan
71,최승용,doosan,투수,5,4.2,nan,nan
71,홍건희,doosan,투수,43,41.0,nan,nan
71,김명신,doosan,투수,32,31.2,nan,nan
71,김민규,doosan,투수,9,14.1,nan,nan
71,김호준,doosan,투수,15,13.1,nan,nan
71,이교훈,doosan,투수,26,28.2,nan,nan
71,오명진,doosan,2루수,1,1.0,nan,nan
71,김민혁,doosan,1루수,1,1.0,nan,nan
71,박계범,doosan,1루수,1,1.0,nan,nan
71,박정수,doosan,투수,28,29.1,nan,nan
71,김동주,doosan,투수,14,50.0,nan,nan
71,이영하,doosan,투수,44,48.1,nan,nan
71,박치국,doosan,투수,39,34.0,nan,nan
71,김강률,doosan,투수,35,29.1,nan,nan
71,전민재,doosan,1루수,1,1.0,nan,nan
