순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,강승호,doosan,2루수,118,941.0,1.567,17.71
2,박준영,doosan,유격수,56,425.2,0.901,10.18
3,김기연,doosan,포수,76,531.0,0.826,9.33
4,전민재,doosan,유격수,60,380.0,0.623,7.04
5,조수행,doosan,좌익수,70,491.1,0.529,5.98
6,양의지,doosan,포수,72,576.1,0.47,5.32
7,정수빈,doosan,중견수,124,1036.0,0.41,4.63
8,이유찬,doosan,3루수,25,162.0,0.327,3.7
9,이유찬,doosan,2루수,35,133.2,0.303,3.42
10,이유찬,doosan,유격수,19,102.0,0.291,3.29
11,조수행,doosan,우익수,34,207.1,0.247,2.79
12,전민재,doosan,3루수,32,113.0,0.241,2.73
13,김대한,doosan,우익수,27,116.0,0.229,2.59
14,강승호,doosan,1루수,32,143.2,0.14,1.58
15,허경민,doosan,3루수,105,842.0,0.116,1.31
16,양찬열,doosan,우익수,7,28.0,0.081,0.92
17,서예일,doosan,3루수,15,46.0,0.064,0.73
18,안승한,doosan,포수,2,9.1,0.032,0.36
19,이유찬,doosan,우익수,3,11.0,0.023,0.26
20,장승현,doosan,포수,9,58.0,0.018,0.2
21,장규빈,doosan,포수,3,7.0,0.016,0.18
21,서예일,doosan,유격수,4,6.0,0.016,0.18
23,홍성호,doosan,우익수,3,5.0,0.014,0.16
24,이유찬,doosan,중견수,2,3.0,0.005,0.06
25,전다민,doosan,중견수,3,5.0,0.004,0.05
26,권휘,doosan,투수,7,8.2,0.0,0.0
27,홍성호,doosan,좌익수,1,2.0,-0.001,-0.01
27,양찬열,doosan,좌익수,2,5.0,-0.001,-0.01
29,홍성호,doosan,1루수,3,5.0,-0.002,-0.03
30,김태근,doosan,우익수,10,19.2,-0.017,-0.19
31,전다민,doosan,우익수,2,8.0,-0.019,-0.21
32,전다민,doosan,좌익수,7,38.2,-0.026,-0.29
33,박준영,doosan,3루수,6,16.0,-0.029,-0.33
33,박민준,doosan,포수,3,4.0,-0.029,-0.33
35,김대한,doosan,중견수,5,10.0,-0.043,-0.48
36,김인태,doosan,우익수,1,6.0,-0.055,-0.62
37,윤준호,doosan,포수,3,9.0,-0.071,-0.8
38,제러드,doosan,좌익수,10,79.1,-0.076,-0.85
39,김태근,doosan,좌익수,16,53.2,-0.077,-0.87
40,박계범,doosan,2루수,13,24.0,-0.113,-1.28
41,박계범,doosan,유격수,3,19.0,-0.121,-1.37
42,김인태,doosan,좌익수,7,38.0,-0.128,-1.45
43,김태근,doosan,중견수,7,21.0,-0.139,-1.57
44,제러드,doosan,1루수,1,4.0,-0.147,-1.66
45,전민재,doosan,2루수,14,93.0,-0.164,-1.86
46,김대한,doosan,좌익수,19,80.0,-0.21,-2.37
47,조수행,doosan,중견수,22,119.2,-0.216,-2.44
48,제러드,doosan,우익수,17,139.0,-0.217,-2.46
49,박계범,doosan,3루수,10,15.2,-0.29,-3.28
50,라모스,doosan,우익수,79,654.2,-0.568,-6.42
51,김재환,doosan,좌익수,41,301.1,-0.594,-6.72
52,김재호,doosan,유격수,44,262.0,-0.614,-6.94
53,양석환,doosan,1루수,122,1039.0,-0.619,-7.0
54,이유찬,doosan,좌익수,16,105.1,-0.699,-7.89
75,최승용,doosan,투수,10,16.0,nan,nan
75,홍건희,doosan,투수,58,53.1,nan,nan
75,김명신,doosan,투수,33,32.2,nan,nan
75,최지강,doosan,투수,55,50.0,nan,nan
75,김민규,doosan,투수,12,20.2,nan,nan
75,김호준,doosan,투수,15,13.1,nan,nan
75,이교훈,doosan,투수,30,31.1,nan,nan
75,오명진,doosan,2루수,1,1.0,nan,nan
75,김택연,doosan,투수,57,61.2,nan,nan
75,김민혁,doosan,1루수,1,1.0,nan,nan
75,박계범,doosan,1루수,1,1.0,nan,nan
75,박정수,doosan,투수,28,29.1,nan,nan
75,이영하,doosan,투수,53,58.2,nan,nan
75,김동주,doosan,투수,14,50.0,nan,nan
75,박치국,doosan,투수,47,43.2,nan,nan
75,김강률,doosan,투수,47,38.1,nan,nan
75,전민재,doosan,1루수,1,1.0,nan,nan
75,이병헌,doosan,투수,71,62.0,nan,nan
75,여동건,doosan,2루수,1,2.0,nan,nan
75,정철원,doosan,투수,33,31.1,nan,nan
