순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,강승호,doosan,2루수,91,725.2,1.01,10.99
2,박준영,doosan,유격수,56,425.2,0.936,10.18
3,김기연,doosan,포수,57,395.2,0.749,8.15
4,조수행,doosan,좌익수,65,465.2,0.519,5.65
5,정수빈,doosan,중견수,97,799.1,0.498,5.42
6,양의지,doosan,포수,57,468.1,0.34,3.69
7,이유찬,doosan,3루수,13,98.0,0.288,3.14
8,이유찬,doosan,2루수,30,108.2,0.281,3.05
9,허경민,doosan,3루수,85,682.2,0.27,2.94
10,이유찬,doosan,유격수,11,66.0,0.235,2.56
11,김대한,doosan,우익수,27,116.0,0.23,2.51
12,조수행,doosan,우익수,18,89.0,0.162,1.76
13,강승호,doosan,1루수,29,125.2,0.136,1.48
14,전민재,doosan,3루수,26,97.0,0.124,1.35
15,제러드,doosan,우익수,3,19.0,0.09,0.98
16,양찬열,doosan,우익수,6,25.0,0.082,0.9
17,안승한,doosan,포수,2,9.1,0.037,0.4
18,전민재,doosan,2루수,13,85.0,0.024,0.26
19,이유찬,doosan,우익수,2,10.0,0.023,0.25
20,서예일,doosan,유격수,3,5.0,0.016,0.17
20,장승현,doosan,포수,9,58.0,0.016,0.17
22,이유찬,doosan,중견수,2,3.0,0.006,0.06
23,김태근,doosan,우익수,9,17.2,0.002,0.03
24,권휘,doosan,투수,2,2.1,0.0,0.0
24,전다민,doosan,우익수,1,3.0,0.0,0.0
24,장규빈,doosan,포수,1,3.0,0.0,-0.01
27,홍성호,doosan,좌익수,1,2.0,-0.001,-0.01
27,양찬열,doosan,좌익수,2,5.0,-0.001,-0.01
29,홍성호,doosan,1루수,3,5.0,-0.002,-0.02
30,홍성호,doosan,우익수,2,4.0,-0.003,-0.03
31,김태근,doosan,좌익수,7,39.2,-0.023,-0.25
32,서예일,doosan,3루수,10,35.0,-0.025,-0.27
33,박준영,doosan,3루수,6,16.0,-0.029,-0.32
34,전다민,doosan,좌익수,7,38.2,-0.032,-0.35
35,박민준,doosan,포수,1,1.0,-0.044,-0.47
36,김대한,doosan,중견수,5,10.0,-0.046,-0.5
37,전다민,doosan,중견수,2,3.0,-0.049,-0.53
38,전민재,doosan,유격수,41,261.2,-0.058,-0.63
39,김인태,doosan,우익수,1,6.0,-0.059,-0.64
40,윤준호,doosan,포수,3,9.0,-0.084,-0.92
41,박계범,doosan,2루수,13,24.0,-0.113,-1.23
42,박계범,doosan,유격수,3,19.0,-0.124,-1.34
43,김인태,doosan,좌익수,7,38.0,-0.139,-1.51
44,김태근,doosan,중견수,6,19.0,-0.145,-1.58
45,제러드,doosan,1루수,1,4.0,-0.148,-1.61
46,조수행,doosan,중견수,20,110.0,-0.204,-2.22
47,양석환,doosan,1루수,95,806.2,-0.234,-2.55
48,김대한,doosan,좌익수,19,80.0,-0.236,-2.57
49,이유찬,doosan,좌익수,8,45.0,-0.276,-3.0
50,박계범,doosan,3루수,10,15.2,-0.288,-3.13
51,김재호,doosan,유격수,28,167.0,-0.348,-3.78
52,김재환,doosan,좌익수,32,230.1,-0.533,-5.8
53,라모스,doosan,우익수,79,654.2,-0.632,-6.87
70,김민규,doosan,투수,9,14.1,nan,nan
70,김호준,doosan,투수,15,13.1,nan,nan
70,이교훈,doosan,투수,24,26.1,nan,nan
70,오명진,doosan,2루수,1,1.0,nan,nan
70,김민혁,doosan,1루수,1,1.0,nan,nan
70,박계범,doosan,1루수,1,1.0,nan,nan
70,박정수,doosan,투수,28,29.1,nan,nan
70,이영하,doosan,투수,44,48.1,nan,nan
70,김동주,doosan,투수,14,50.0,nan,nan
70,박치국,doosan,투수,37,32.0,nan,nan
70,전민재,doosan,1루수,1,1.0,nan,nan
70,최지강,doosan,투수,45,41.1,nan,nan
70,정철원,doosan,투수,20,19.0,nan,nan
70,최승용,doosan,투수,3,2.0,nan,nan
70,홍건희,doosan,투수,40,38.2,nan,nan
70,김명신,doosan,투수,31,29.2,nan,nan
