포지션,선수명
투수,박윤성
투수,김윤하
투수,조영건
투수,주승우
투수,오석주
투수,박승주
투수,박범준
투수,원종현
투수,김선기
투수,김동혁
투수,김동욱
투수,이종민
투수,김연주
포수,김재현
포수,박성빈
내야수,김병휘
내야수,김태진
내야수,김건희
내야수,송성문
내야수,김혜성
내야수,원성준
내야수,심휘윤
내야수,최주환
내야수,이승원
외야수,박수종
외야수,이주형
외야수,변상권
외야수,박주홍
외야수,장재영
