순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,김혜성,kiwoom,2루수,109,926.2,2.317,25.98
2,김태진,kiwoom,유격수,49,284.1,0.915,10.26
3,김재현,kiwoom,포수,104,724.2,0.703,7.88
4,송성문,kiwoom,3루수,85,669.2,0.669,7.5
5,송성문,kiwoom,2루수,19,151.2,0.368,4.13
6,김휘집,kiwoom,유격수,44,338.1,0.298,3.34
7,변상권,kiwoom,우익수,9,51.2,0.272,3.05
8,변상권,kiwoom,좌익수,35,270.0,0.237,2.66
9,김건희,kiwoom,포수,58,363.0,0.223,2.5
10,김태진,kiwoom,좌익수,8,35.0,0.159,1.79
11,원성준,kiwoom,좌익수,5,16.0,0.157,1.76
12,임병욱,kiwoom,우익수,12,74.0,0.154,1.72
13,이용규,kiwoom,우익수,13,94.0,0.116,1.3
14,주성원,kiwoom,우익수,16,93.0,0.103,1.15
15,박주홍,kiwoom,좌익수,11,68.0,0.1,1.12
16,고영우,kiwoom,2루수,10,45.0,0.08,0.89
17,김태진,kiwoom,2루수,10,28.0,0.068,0.76
18,김주형,kiwoom,유격수,16,56.2,0.067,0.75
19,이주형,kiwoom,중견수,38,269.2,0.058,0.65
20,김시앙,kiwoom,포수,6,19.1,0.049,0.55
21,박주홍,kiwoom,우익수,4,9.0,0.044,0.5
22,김휘집,kiwoom,3루수,9,53.0,0.029,0.32
23,김주형,kiwoom,2루수,5,11.0,0.025,0.28
24,도슨,kiwoom,좌익수,63,495.0,0.012,0.14
24,박주홍,kiwoom,1루수,3,10.0,0.012,0.14
26,박수종,kiwoom,좌익수,11,32.0,0.01,0.11
27,박수종,kiwoom,중견수,51,220.1,-0.003,-0.04
28,송지후,kiwoom,2루수,1,3.0,-0.005,-0.05
29,김병휘,kiwoom,2루수,3,3.0,-0.012,-0.14
30,이형종,kiwoom,우익수,29,218.2,-0.026,-0.3
31,주성원,kiwoom,좌익수,4,21.2,-0.028,-0.31
32,원성준,kiwoom,우익수,7,41.0,-0.029,-0.32
33,김태진,kiwoom,우익수,2,6.0,-0.03,-0.34
34,박성빈,kiwoom,포수,10,35.0,-0.032,-0.36
35,예진원,kiwoom,좌익수,6,19.0,-0.04,-0.45
36,이주형,kiwoom,우익수,56,421.1,-0.043,-0.49
37,장재영,kiwoom,우익수,8,63.0,-0.051,-0.57
38,임병욱,kiwoom,좌익수,1,9.0,-0.055,-0.61
39,이용규,kiwoom,좌익수,21,159.2,-0.088,-0.98
40,도슨,kiwoom,중견수,25,185.2,-0.111,-1.24
41,김병휘,kiwoom,유격수,17,104.0,-0.112,-1.26
42,박준형,kiwoom,포수,4,12.1,-0.116,-1.3
43,고영우,kiwoom,유격수,14,67.0,-0.13,-1.45
44,임지열,kiwoom,좌익수,8,39.0,-0.132,-1.48
45,김동헌,kiwoom,포수,2,14.0,-0.134,-1.5
46,임병욱,kiwoom,중견수,20,107.0,-0.135,-1.51
47,이용규,kiwoom,중견수,26,171.1,-0.148,-1.65
48,이주형,kiwoom,좌익수,1,4.0,-0.158,-1.77
49,박수종,kiwoom,우익수,8,14.0,-0.164,-1.84
50,예진원,kiwoom,중견수,11,23.0,-0.197,-2.21
51,예진원,kiwoom,우익수,5,16.2,-0.198,-2.22
52,이승원,kiwoom,유격수,18,96.0,-0.2,-2.24
53,장재영,kiwoom,중견수,17,126.1,-0.223,-2.5
54,최주환,kiwoom,1루수,110,924.1,-0.23,-2.58
55,임지열,kiwoom,우익수,9,66.0,-0.266,-2.98
56,이원석,kiwoom,1루수,12,87.0,-0.309,-3.46
57,원성준,kiwoom,중견수,10,65.0,-0.31,-3.48
58,송성문,kiwoom,1루수,31,147.0,-0.394,-4.42
59,고영우,kiwoom,3루수,65,442.2,-0.509,-5.71
60,이재상,kiwoom,유격수,35,221.0,-0.55,-6.17
72,주승우,kiwoom,투수,51,48.2,nan,nan
72,윤정현,kiwoom,투수,2,3.0,nan,nan
72,김윤하,kiwoom,투수,17,66.0,nan,nan
72,김주형,kiwoom,3루수,1,1.0,nan,nan
72,김병휘,kiwoom,3루수,1,2.0,nan,nan
72,문성현,kiwoom,투수,41,38.1,nan,nan
72,양지율,kiwoom,투수,17,16.0,nan,nan
72,신준우,kiwoom,유격수,1,1.0,nan,nan
72,김선기,kiwoom,투수,34,71.0,nan,nan
72,김재웅,kiwoom,투수,26,23.2,nan,nan
72,김연주,kiwoom,투수,28,25.1,nan,nan
