포지션,선수명
투수,김윤하
투수,조영건
투수,문성현
투수,주승우
투수,오석주
투수,이명종
투수,박승주
투수,박범준
투수,김선기
투수,하영민
투수,헤이수스
투수,김동혁
투수,김동욱
투수,김연주
투수,후라도
투수,윤정현
포수,김재현
포수,박성빈
내야수,김병휘
내야수,김건희
내야수,송성문
내야수,김혜성
내야수,원성준
내야수,고영우
내야수,최주환
내야수,김주형
내야수,이승원
외야수,박수종
외야수,이주형
외야수,변상권
외야수,박주홍
외야수,장재영
