포지션,선수명
투수,조상우
투수,김윤하
투수,문성현
투수,주승우
투수,김선기
투수,하영민
투수,헤이수스
투수,양지율
투수,김동욱
투수,이종민
투수,김연주
투수,후라도
투수,김성민
포수,김재현
내야수,김태진
내야수,김건희
내야수,김수환
내야수,송성문
내야수,김혜성
내야수,고영우
내야수,최주환
내야수,이승원
외야수,박수종
외야수,이주형
외야수,주성원
외야수,임병욱
외야수,변상권
외야수,박주홍
