순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,김혜성,kiwoom,2루수,90,770.2,1.708,18.76
2,송성문,kiwoom,3루수,74,572.2,0.833,9.16
3,김태진,kiwoom,유격수,37,223.1,0.625,6.87
4,김재현,kiwoom,포수,89,637.1,0.574,6.3
5,변상권,kiwoom,좌익수,20,145.0,0.368,4.04
6,김휘집,kiwoom,유격수,44,338.1,0.342,3.76
7,송성문,kiwoom,2루수,18,144.2,0.339,3.73
8,변상권,kiwoom,우익수,9,51.2,0.282,3.1
9,김건희,kiwoom,포수,47,281.1,0.239,2.63
10,김태진,kiwoom,좌익수,8,35.0,0.16,1.76
11,이용규,kiwoom,우익수,13,94.0,0.123,1.35
12,주성원,kiwoom,우익수,16,93.0,0.101,1.11
13,고영우,kiwoom,2루수,10,45.0,0.084,0.92
14,김주형,kiwoom,유격수,16,56.2,0.076,0.83
15,원성준,kiwoom,좌익수,3,13.0,0.067,0.73
16,김시앙,kiwoom,포수,6,19.1,0.056,0.62
17,박주홍,kiwoom,좌익수,7,46.0,0.055,0.6
17,임병욱,kiwoom,우익수,10,64.0,0.055,0.6
19,김태진,kiwoom,2루수,9,23.0,0.046,0.51
20,박주홍,kiwoom,우익수,2,6.0,0.039,0.43
21,김휘집,kiwoom,3루수,9,53.0,0.034,0.38
22,박성빈,kiwoom,포수,6,27.0,0.032,0.36
23,이주형,kiwoom,우익수,49,386.1,0.027,0.3
24,박주홍,kiwoom,1루수,2,9.0,0.013,0.15
25,김주형,kiwoom,2루수,2,3.0,0.009,0.1
26,송지후,kiwoom,2루수,1,3.0,-0.005,-0.05
27,주성원,kiwoom,좌익수,4,21.2,-0.028,-0.31
28,김태진,kiwoom,우익수,2,6.0,-0.031,-0.34
28,도슨,kiwoom,좌익수,63,495.0,-0.031,-0.34
30,예진원,kiwoom,좌익수,6,19.0,-0.041,-0.45
31,임병욱,kiwoom,좌익수,1,9.0,-0.057,-0.62
32,이형종,kiwoom,우익수,26,193.2,-0.078,-0.85
33,이승원,kiwoom,유격수,12,81.0,-0.089,-0.98
34,박수종,kiwoom,좌익수,5,5.0,-0.091,-1.0
35,이주형,kiwoom,중견수,20,135.2,-0.092,-1.01
36,이용규,kiwoom,좌익수,21,159.2,-0.106,-1.16
37,도슨,kiwoom,중견수,25,185.2,-0.115,-1.26
38,박준형,kiwoom,포수,4,12.1,-0.123,-1.36
38,고영우,kiwoom,유격수,14,67.0,-0.123,-1.36
40,김동헌,kiwoom,포수,2,14.0,-0.135,-1.48
41,임병욱,kiwoom,중견수,20,107.0,-0.139,-1.53
41,임지열,kiwoom,좌익수,8,39.0,-0.139,-1.53
43,이용규,kiwoom,중견수,26,171.1,-0.155,-1.71
44,이주형,kiwoom,좌익수,1,4.0,-0.161,-1.77
45,박수종,kiwoom,우익수,8,14.0,-0.168,-1.85
46,예진원,kiwoom,중견수,11,23.0,-0.204,-2.24
46,예진원,kiwoom,우익수,5,16.2,-0.204,-2.25
48,장재영,kiwoom,중견수,17,126.1,-0.228,-2.5
49,박수종,kiwoom,중견수,39,177.1,-0.252,-2.77
50,임지열,kiwoom,우익수,9,66.0,-0.267,-2.93
51,최주환,kiwoom,1루수,94,784.1,-0.29,-3.19
52,이원석,kiwoom,1루수,12,87.0,-0.294,-3.23
53,송성문,kiwoom,1루수,26,111.0,-0.311,-3.41
54,원성준,kiwoom,중견수,10,65.0,-0.319,-3.51
55,고영우,kiwoom,3루수,55,364.2,-0.517,-5.68
56,이재상,kiwoom,유격수,35,221.0,-0.531,-5.84
68,김재웅,kiwoom,투수,26,23.2,nan,nan
68,김윤하,kiwoom,투수,13,45.1,nan,nan
68,김병휘,kiwoom,유격수,2,3.0,nan,nan
68,문성현,kiwoom,투수,38,35.1,nan,nan
68,양지율,kiwoom,투수,17,16.0,nan,nan
68,김병휘,kiwoom,2루수,2,2.0,nan,nan
68,김선기,kiwoom,투수,27,59.0,nan,nan
68,김연주,kiwoom,투수,19,17.0,nan,nan
68,김주형,kiwoom,3루수,1,1.0,nan,nan
68,신준우,kiwoom,유격수,1,1.0,nan,nan
68,주승우,kiwoom,투수,43,40.0,nan,nan
