순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,김혜성,kiwoom,2루수,84,720.2,1.347,14.64
2,송성문,kiwoom,3루수,70,536.2,0.894,9.72
3,김태진,kiwoom,유격수,30,189.1,0.86,9.34
4,김재현,kiwoom,포수,83,588.1,0.633,6.88
5,송성문,kiwoom,2루수,13,103.2,0.357,3.87
6,김휘집,kiwoom,유격수,44,338.1,0.344,3.74
7,변상권,kiwoom,우익수,9,51.2,0.28,3.04
8,이주형,kiwoom,우익수,46,361.1,0.258,2.8
9,변상권,kiwoom,좌익수,15,101.0,0.185,2.01
10,김태진,kiwoom,좌익수,8,35.0,0.159,1.72
11,이용규,kiwoom,우익수,13,94.0,0.114,1.23
12,김건희,kiwoom,포수,40,233.1,0.104,1.13
13,고영우,kiwoom,2루수,9,43.0,0.086,0.94
14,김주형,kiwoom,유격수,16,56.2,0.072,0.78
15,원성준,kiwoom,좌익수,3,13.0,0.067,0.72
16,김시앙,kiwoom,포수,6,19.1,0.058,0.63
17,김태진,kiwoom,2루수,6,19.0,0.042,0.46
17,임병욱,kiwoom,우익수,4,11.0,0.042,0.45
19,김휘집,kiwoom,3루수,9,53.0,0.04,0.44
20,박주홍,kiwoom,우익수,2,6.0,0.038,0.42
20,주성원,kiwoom,좌익수,3,18.2,0.038,0.42
22,박성빈,kiwoom,포수,6,27.0,0.036,0.39
23,주성원,kiwoom,우익수,14,76.0,0.033,0.36
24,김주형,kiwoom,2루수,2,3.0,0.009,0.09
25,송지후,kiwoom,2루수,1,3.0,-0.005,-0.05
26,이승원,kiwoom,유격수,3,18.0,-0.027,-0.29
27,김태진,kiwoom,우익수,2,6.0,-0.031,-0.34
28,이용규,kiwoom,좌익수,20,153.2,-0.04,-0.43
29,임병욱,kiwoom,중견수,18,89.0,-0.041,-0.44
30,예진원,kiwoom,좌익수,6,19.0,-0.042,-0.46
31,이주형,kiwoom,중견수,12,67.2,-0.054,-0.59
32,임병욱,kiwoom,좌익수,1,9.0,-0.057,-0.62
33,도슨,kiwoom,좌익수,63,495.0,-0.065,-0.71
34,이용규,kiwoom,중견수,25,163.1,-0.075,-0.81
35,박수종,kiwoom,좌익수,5,5.0,-0.092,-1.0
36,이형종,kiwoom,우익수,26,193.2,-0.1,-1.08
37,박준형,kiwoom,포수,4,12.1,-0.118,-1.29
38,도슨,kiwoom,중견수,25,185.2,-0.121,-1.32
39,박수종,kiwoom,우익수,7,12.0,-0.128,-1.39
40,고영우,kiwoom,유격수,14,67.0,-0.133,-1.45
41,김동헌,kiwoom,포수,2,14.0,-0.139,-1.51
42,임지열,kiwoom,좌익수,8,39.0,-0.143,-1.56
43,최주환,kiwoom,1루수,85,707.1,-0.153,-1.67
44,이주형,kiwoom,좌익수,1,4.0,-0.163,-1.77
45,예진원,kiwoom,중견수,11,23.0,-0.206,-2.23
46,예진원,kiwoom,우익수,5,16.2,-0.21,-2.28
47,장재영,kiwoom,중견수,17,126.1,-0.232,-2.52
48,송성문,kiwoom,1루수,23,100.0,-0.237,-2.58
49,박수종,kiwoom,중견수,37,174.1,-0.26,-2.83
50,임지열,kiwoom,우익수,9,66.0,-0.274,-2.98
51,이원석,kiwoom,1루수,12,87.0,-0.294,-3.2
52,원성준,kiwoom,중견수,10,65.0,-0.323,-3.51
53,이재상,kiwoom,유격수,35,221.0,-0.561,-6.1
54,고영우,kiwoom,3루수,48,303.2,-0.644,-6.99
67,김연주,kiwoom,투수,16,14.1,nan,nan
67,박주홍,kiwoom,좌익수,2,2.0,nan,nan
67,문성현,kiwoom,투수,36,33.1,nan,nan
67,신준우,kiwoom,유격수,1,1.0,nan,nan
67,주승우,kiwoom,투수,39,35.2,nan,nan
67,양지율,kiwoom,투수,13,13.2,nan,nan
67,김윤하,kiwoom,투수,11,31.1,nan,nan
67,김병휘,kiwoom,2루수,2,2.0,nan,nan
67,김선기,kiwoom,투수,23,50.0,nan,nan
67,김주형,kiwoom,3루수,1,1.0,nan,nan
67,김재웅,kiwoom,투수,26,23.2,nan,nan
67,김병휘,kiwoom,유격수,2,3.0,nan,nan
