순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,배정대,KT,85,13,8,5,61.5,4,1
2,천성호,KT,69,7,7,0,100,2,1
3,강백호,KT,116,7,5,2,71.4,5,0
3,조용호,KT,60,6,5,1,83.3,1,1
5,장성우,KT,104,4,4,0,100,3,0
5,황재균,KT,112,10,4,6,40.0,2,0
7,문상철,KT,101,4,3,1,75.0,0,1
7,심우준,KT,26,4,3,1,75.0,0,0
9,김민혁,KT,87,2,2,0,100,2,0
9,김상수,KT,96,4,2,2,50.0,1,0
9,로하스,KT,116,3,2,1,66.7,4,0
9,신본기,KT,71,2,2,0,100,0,0
13,강건,KT,1,0,0,0,-,0,0
13,강현우,KT,18,0,0,0,-,0,0
13,권동진,KT,8,0,0,0,-,0,0
13,김건형,KT,13,0,0,0,-,0,0
13,김민,KT,1,0,0,0,-,0,0
13,김병준,KT,25,0,0,0,-,1,0
13,김준태,KT,23,0,0,0,-,0,0
13,박경수,KT,5,0,0,0,-,0,0
13,박민석,KT,19,1,0,1,0.0,0,0
13,박세진,KT,1,0,0,0,-,0,0
13,박시영,KT,1,0,0,0,-,0,0
13,박영현,KT,6,0,0,0,-,0,0
13,성재헌,KT,2,0,0,0,-,0,0
13,손동현,KT,2,0,0,0,-,0,0
13,송민섭,KT,15,1,0,1,0.0,0,0
13,안치영,KT,31,1,0,1,0.0,0,0
13,안현민,KT,9,0,0,0,-,0,0
13,오윤석,KT,51,0,0,0,-,0,0
13,오재일,KT,82,0,0,0,-,2,0
13,우규민,KT,2,0,0,0,-,0,0
13,윤준혁,KT,7,0,0,0,-,0,0
13,이선우,KT,3,0,0,0,-,0,0
13,이호연,KT,23,0,0,0,-,0,0
13,장준원,KT,17,0,0,0,-,0,0
13,정준영,KT,36,0,0,0,-,0,0
13,조대현,KT,15,0,0,0,-,0,0
13,주권,KT,2,0,0,0,-,0,0
13,홍현빈,KT,28,0,0,0,-,0,0
