순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,장성우,KT,포수,96,708.1,1.073,11.75
2,문상철,KT,1루수,71,510.2,1.0,10.95
3,김상수,KT,유격수,75,563.2,0.847,9.28
4,로하스,KT,좌익수,75,504.1,0.507,5.56
5,신본기,KT,유격수,47,211.2,0.408,4.47
6,오윤석,KT,2루수,47,307.0,0.353,3.86
7,조대현,KT,포수,18,84.0,0.304,3.33
8,정준영,KT,우익수,29,149.1,0.3,3.29
9,조용호,KT,우익수,49,295.0,0.215,2.35
10,김병준,KT,중견수,16,41.0,0.171,1.88
11,김민혁,KT,좌익수,62,417.0,0.152,1.67
12,이호연,KT,3루수,11,43.0,0.14,1.53
13,홍현빈,KT,좌익수,9,17.2,0.096,1.05
14,장준원,KT,유격수,11,34.0,0.08,0.88
15,천성호,KT,3루수,3,11.0,0.079,0.87
16,안치영,KT,중견수,14,91.0,0.066,0.72
17,심우준,KT,2루수,1,3.0,0.057,0.63
18,김준태,KT,포수,18,57.1,0.055,0.6
19,박민석,KT,3루수,2,5.0,0.041,0.45
20,권동진,KT,2루수,7,24.1,0.036,0.4
21,정준영,KT,좌익수,6,14.0,0.027,0.3
22,윤준혁,KT,유격수,2,3.0,0.025,0.27
23,로하스,KT,중견수,6,27.0,0.019,0.21
24,장준원,KT,3루수,4,23.0,0.013,0.15
24,천성호,KT,좌익수,6,32.2,0.013,0.14
24,김민혁,KT,우익수,8,34.0,0.013,0.14
27,정준영,KT,중견수,3,13.0,0.009,0.1
28,문상철,KT,3루수,1,1.0,0.006,0.07
28,안치영,KT,좌익수,3,4.0,0.006,0.07
28,오윤석,KT,1루수,4,6.0,0.006,0.06
31,박병호,KT,1루수,32,227.1,0.005,0.06
32,문상철,KT,좌익수,1,2.0,0.002,0.02
33,천성호,KT,중견수,1,1.0,0.0,0.0
34,이호연,KT,1루수,1,2.0,-0.001,-0.01
35,송민섭,KT,중견수,6,15.0,-0.012,-0.13
36,신본기,KT,3루수,13,38.0,-0.019,-0.2
37,윤준혁,KT,3루수,4,11.1,-0.027,-0.3
38,안치영,KT,우익수,13,30.0,-0.029,-0.32
39,김건형,KT,우익수,12,66.0,-0.034,-0.38
40,오윤석,KT,3루수,7,22.0,-0.041,-0.45
40,박경수,KT,2루수,3,3.1,-0.041,-0.45
42,김병준,KT,우익수,4,8.0,-0.055,-0.6
43,강현우,KT,포수,17,81.0,-0.067,-0.73
44,박민석,KT,유격수,5,8.1,-0.082,-0.9
45,권동진,KT,3루수,1,4.0,-0.095,-1.04
46,안현민,KT,좌익수,8,40.0,-0.122,-1.34
47,강백호,KT,포수,28,162.2,-0.151,-1.65
47,홍현빈,KT,중견수,8,24.0,-0.151,-1.65
49,박민석,KT,2루수,6,17.0,-0.156,-1.71
50,강백호,KT,우익수,5,24.0,-0.162,-1.78
51,김민혁,KT,중견수,14,105.1,-0.167,-1.83
52,김상수,KT,2루수,28,213.1,-0.187,-2.04
53,송민섭,KT,우익수,15,25.1,-0.197,-2.16
54,이호연,KT,2루수,9,26.0,-0.206,-2.26
55,신본기,KT,2루수,25,96.0,-0.207,-2.27
56,홍현빈,KT,우익수,15,29.0,-0.252,-2.76
57,로하스,KT,우익수,59,432.2,-0.269,-2.95
58,심우준,KT,유격수,33,267.2,-0.297,-3.26
59,조용호,KT,좌익수,13,57.2,-0.419,-4.59
60,황재균,KT,3루수,117,935.0,-0.43,-4.71
61,천성호,KT,2루수,55,403.1,-0.94,-10.3
62,배정대,KT,중견수,92,776.0,-0.954,-10.45
63,오재일,KT,1루수,45,346.1,-0.991,-10.86
78,성재헌,KT,투수,30,32.0,nan,nan
78,황재균,KT,1루수,1,1.0,nan,nan
78,박영현,KT,투수,53,63.1,nan,nan
78,우규민,KT,투수,38,38.2,nan,nan
78,손동현,KT,투수,29,32.1,nan,nan
78,강건,KT,투수,4,4.0,nan,nan
78,박세진,KT,투수,6,5.1,nan,nan
78,박시영,KT,투수,24,25.1,nan,nan
78,김민,KT,투수,59,66.1,nan,nan
78,김영현,KT,투수,7,6.1,nan,nan
78,주권,KT,투수,44,53.1,nan,nan
78,이선우,KT,투수,6,10.0,nan,nan
78,황재균,KT,유격수,4,5.0,nan,nan
78,김병준,KT,좌익수,3,4.0,nan,nan
