순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,장성우,KT,포수,82,601.1,1.262,13.71
2,김상수,KT,유격수,75,563.2,0.831,9.03
3,문상철,KT,1루수,57,431.2,0.724,7.87
4,로하스,KT,좌익수,69,487.1,0.54,5.87
5,오윤석,KT,2루수,44,294.0,0.484,5.26
6,신본기,KT,유격수,42,197.1,0.365,3.97
7,정준영,KT,우익수,29,149.1,0.294,3.19
8,조용호,KT,우익수,47,284.0,0.267,2.9
9,김병준,KT,중견수,16,41.0,0.17,1.85
10,이호연,KT,3루수,10,42.0,0.144,1.57
11,김상수,KT,2루수,13,85.1,0.111,1.21
12,홍현빈,KT,좌익수,9,17.2,0.095,1.03
13,천성호,KT,3루수,3,11.0,0.082,0.9
14,장준원,KT,유격수,11,34.0,0.08,0.86
15,김준태,KT,포수,18,57.1,0.061,0.66
16,안치영,KT,중견수,14,91.0,0.06,0.65
17,심우준,KT,유격수,13,105.0,0.058,0.63
18,심우준,KT,2루수,1,3.0,0.057,0.62
19,권동진,KT,2루수,7,24.1,0.035,0.38
20,정준영,KT,좌익수,6,14.0,0.025,0.27
20,윤준혁,KT,유격수,2,3.0,0.025,0.27
22,조대현,KT,포수,9,26.0,0.022,0.24
23,박병호,KT,1루수,32,227.1,0.018,0.2
24,장준원,KT,3루수,4,23.0,0.016,0.18
25,송민섭,KT,중견수,3,7.0,0.015,0.16
26,로하스,KT,중견수,6,27.0,0.014,0.15
27,정준영,KT,중견수,3,13.0,0.008,0.09
28,오윤석,KT,1루수,4,6.0,0.006,0.07
28,안치영,KT,좌익수,3,4.0,0.006,0.06
30,신본기,KT,3루수,6,13.0,0.003,0.04
31,문상철,KT,좌익수,1,2.0,0.001,0.01
32,이호연,KT,1루수,1,2.0,-0.001,-0.01
33,윤준혁,KT,3루수,4,11.1,-0.026,-0.29
34,안치영,KT,우익수,13,30.0,-0.032,-0.35
35,오윤석,KT,3루수,7,22.0,-0.041,-0.44
36,박경수,KT,2루수,3,3.1,-0.042,-0.45
37,김건형,KT,우익수,12,66.0,-0.046,-0.5
38,김민혁,KT,좌익수,43,288.2,-0.049,-0.53
39,김민혁,KT,우익수,6,18.1,-0.055,-0.6
39,김병준,KT,우익수,4,8.0,-0.055,-0.6
41,로하스,KT,우익수,41,296.2,-0.058,-0.63
42,박민석,KT,2루수,3,10.0,-0.069,-0.75
43,강현우,KT,포수,17,81.0,-0.085,-0.93
44,박민석,KT,유격수,4,7.1,-0.086,-0.93
45,권동진,KT,3루수,1,4.0,-0.094,-1.02
46,안현민,KT,좌익수,8,40.0,-0.13,-1.42
47,이호연,KT,2루수,7,14.0,-0.15,-1.63
48,홍현빈,KT,중견수,8,24.0,-0.154,-1.68
49,강백호,KT,우익수,5,24.0,-0.164,-1.78
50,김민혁,KT,중견수,14,105.1,-0.179,-1.95
51,강백호,KT,포수,24,149.2,-0.219,-2.38
52,신본기,KT,2루수,23,78.0,-0.244,-2.65
53,홍현빈,KT,우익수,15,29.0,-0.258,-2.8
54,송민섭,KT,우익수,6,10.0,-0.285,-3.09
55,황재균,KT,3루수,99,789.0,-0.306,-3.33
56,조용호,KT,좌익수,13,57.2,-0.432,-4.7
57,배정대,KT,중견수,72,607.0,-0.672,-7.3
58,천성호,KT,2루수,55,403.1,-0.963,-10.46
59,오재일,KT,1루수,31,247.1,-0.994,-10.8
73,박세진,KT,투수,6,5.1,nan,nan
73,박영현,KT,투수,45,52.2,nan,nan
73,황재균,KT,1루수,1,1.0,nan,nan
73,우규민,KT,투수,28,29.0,nan,nan
73,김민,KT,투수,46,53.1,nan,nan
73,강건,KT,투수,4,4.0,nan,nan
73,성재헌,KT,투수,26,28.1,nan,nan
73,박시영,KT,투수,24,25.1,nan,nan
73,주권,KT,투수,38,47.1,nan,nan
73,손동현,KT,투수,29,32.1,nan,nan
73,김병준,KT,좌익수,3,4.0,nan,nan
73,황재균,KT,유격수,4,5.0,nan,nan
73,이선우,KT,투수,6,10.0,nan,nan
