순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,장성우,KT,포수,86,634.1,1.213,13.34
2,김상수,KT,유격수,75,563.2,0.904,9.95
3,문상철,KT,1루수,62,443.2,0.825,9.08
4,오윤석,KT,2루수,44,294.0,0.49,5.39
5,로하스,KT,좌익수,71,497.1,0.477,5.25
6,신본기,KT,유격수,43,198.1,0.406,4.46
7,김상수,KT,2루수,17,119.1,0.308,3.39
7,정준영,KT,우익수,29,149.1,0.308,3.39
9,조용호,KT,우익수,49,295.0,0.222,2.44
10,김병준,KT,중견수,16,41.0,0.17,1.87
11,이호연,KT,3루수,10,42.0,0.143,1.57
12,김민혁,KT,좌익수,50,326.0,0.142,1.57
13,조대현,KT,포수,13,47.0,0.14,1.54
14,홍현빈,KT,좌익수,9,17.2,0.096,1.05
15,장준원,KT,유격수,11,34.0,0.083,0.92
16,천성호,KT,3루수,3,11.0,0.082,0.9
17,안치영,KT,중견수,14,91.0,0.061,0.67
18,심우준,KT,2루수,1,3.0,0.057,0.63
19,김준태,KT,포수,18,57.1,0.054,0.6
20,심우준,KT,유격수,19,160.0,0.049,0.54
21,송민섭,KT,중견수,5,13.0,0.042,0.46
22,신본기,KT,3루수,9,18.0,0.041,0.45
23,권동진,KT,2루수,7,24.1,0.035,0.38
24,김민혁,KT,우익수,7,26.0,0.034,0.37
25,정준영,KT,좌익수,6,14.0,0.026,0.29
25,윤준혁,KT,유격수,2,3.0,0.026,0.29
27,로하스,KT,우익수,46,328.2,0.022,0.24
28,장준원,KT,3루수,4,23.0,0.016,0.17
29,로하스,KT,중견수,6,27.0,0.015,0.16
30,천성호,KT,좌익수,2,8.2,0.01,0.11
31,박병호,KT,1루수,32,227.1,0.009,0.09
32,정준영,KT,중견수,3,13.0,0.008,0.09
33,문상철,KT,3루수,1,1.0,0.007,0.08
34,오윤석,KT,1루수,4,6.0,0.006,0.07
34,안치영,KT,좌익수,3,4.0,0.006,0.07
36,문상철,KT,좌익수,1,2.0,0.002,0.02
37,이호연,KT,1루수,1,2.0,-0.001,-0.01
38,윤준혁,KT,3루수,4,11.1,-0.026,-0.29
39,안치영,KT,우익수,13,30.0,-0.028,-0.31
40,김건형,KT,우익수,12,66.0,-0.035,-0.39
41,오윤석,KT,3루수,7,22.0,-0.04,-0.44
42,박경수,KT,2루수,3,3.1,-0.041,-0.45
43,김병준,KT,우익수,4,8.0,-0.055,-0.6
44,박민석,KT,유격수,4,7.1,-0.084,-0.92
45,강현우,KT,포수,17,81.0,-0.093,-1.02
45,권동진,KT,3루수,1,4.0,-0.093,-1.02
47,안현민,KT,좌익수,8,40.0,-0.125,-1.38
48,이호연,KT,2루수,7,14.0,-0.149,-1.64
49,홍현빈,KT,중견수,8,24.0,-0.152,-1.68
50,강백호,KT,우익수,5,24.0,-0.161,-1.77
51,박민석,KT,2루수,5,14.0,-0.167,-1.84
52,김민혁,KT,중견수,14,105.1,-0.177,-1.94
53,신본기,KT,2루수,25,96.0,-0.205,-2.25
54,강백호,KT,포수,25,151.2,-0.207,-2.27
55,송민섭,KT,우익수,9,15.1,-0.249,-2.74
56,홍현빈,KT,우익수,15,29.0,-0.251,-2.77
57,황재균,KT,3루수,105,839.0,-0.341,-3.75
58,조용호,KT,좌익수,13,57.2,-0.425,-4.67
59,배정대,KT,중견수,78,657.0,-0.606,-6.67
60,천성호,KT,2루수,55,403.1,-0.948,-10.43
61,오재일,KT,1루수,37,291.1,-1.028,-11.31
75,손동현,KT,투수,29,32.1,nan,nan
75,성재헌,KT,투수,27,29.1,nan,nan
75,이선우,KT,투수,6,10.0,nan,nan
75,박세진,KT,투수,6,5.1,nan,nan
75,박시영,KT,투수,24,25.1,nan,nan
75,김민,KT,투수,49,55.2,nan,nan
75,김병준,KT,좌익수,3,4.0,nan,nan
75,주권,KT,투수,41,50.1,nan,nan
75,박영현,KT,투수,46,55.0,nan,nan
75,황재균,KT,유격수,4,5.0,nan,nan
75,황재균,KT,1루수,1,1.0,nan,nan
75,강건,KT,투수,4,4.0,nan,nan
75,우규민,KT,투수,32,32.2,nan,nan
