순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,문상철,KT,1루수,83,608.2,1.127,12.71
2,장성우,KT,포수,108,799.1,1.059,11.94
3,김상수,KT,유격수,76,572.2,0.926,10.44
4,로하스,KT,좌익수,80,522.1,0.55,6.21
5,신본기,KT,유격수,50,220.2,0.433,4.88
6,정준영,KT,우익수,31,156.1,0.391,4.41
7,조대현,KT,포수,25,111.0,0.371,4.18
8,오윤석,KT,2루수,57,358.0,0.291,3.28
9,조용호,KT,우익수,49,295.0,0.201,2.26
10,김민혁,KT,좌익수,75,505.2,0.177,1.99
11,김병준,KT,중견수,16,41.0,0.169,1.9
12,이호연,KT,3루수,11,43.0,0.134,1.51
13,홍현빈,KT,좌익수,9,17.2,0.095,1.07
14,장준원,KT,유격수,11,34.0,0.083,0.93
15,천성호,KT,3루수,3,11.0,0.077,0.87
16,안치영,KT,중견수,14,91.0,0.061,0.69
17,심우준,KT,2루수,1,3.0,0.056,0.63
18,김준태,KT,포수,18,57.1,0.055,0.63
19,박민석,KT,3루수,2,5.0,0.039,0.44
20,권동진,KT,2루수,7,24.1,0.036,0.4
21,정준영,KT,좌익수,6,14.0,0.029,0.33
22,강민성,KT,1루수,1,2.0,0.025,0.28
22,윤준혁,KT,유격수,2,3.0,0.025,0.28
24,로하스,KT,중견수,6,27.0,0.019,0.21
25,천성호,KT,좌익수,7,33.2,0.016,0.18
26,장준원,KT,3루수,4,23.0,0.011,0.13
26,김민혁,KT,우익수,8,34.0,0.011,0.12
28,정준영,KT,중견수,3,13.0,0.008,0.1
29,안치영,KT,좌익수,3,4.0,0.006,0.07
29,문상철,KT,3루수,1,1.0,0.006,0.07
29,오윤석,KT,1루수,5,7.0,0.006,0.06
32,문상철,KT,좌익수,1,2.0,0.002,0.02
33,천성호,KT,중견수,1,1.0,0.0,0.0
34,이호연,KT,1루수,1,2.0,-0.001,-0.01
35,박병호,KT,1루수,32,227.1,-0.017,-0.19
36,송민섭,KT,중견수,9,22.0,-0.018,-0.2
37,안치영,KT,우익수,13,30.0,-0.03,-0.33
38,김건형,KT,우익수,12,66.0,-0.033,-0.38
39,박경수,KT,2루수,3,3.1,-0.041,-0.46
40,심우준,KT,유격수,46,374.2,-0.056,-0.63
40,강현우,KT,포수,17,81.0,-0.056,-0.64
42,신본기,KT,3루수,15,46.0,-0.063,-0.71
43,강백호,KT,포수,30,169.2,-0.076,-0.85
44,박민석,KT,유격수,5,8.1,-0.079,-0.89
45,김병준,KT,우익수,9,18.2,-0.083,-0.94
46,권동진,KT,3루수,1,4.0,-0.094,-1.06
47,안현민,KT,좌익수,13,52.0,-0.111,-1.25
48,윤준혁,KT,3루수,8,36.1,-0.144,-1.62
49,홍현빈,KT,중견수,8,24.0,-0.149,-1.68
50,오윤석,KT,3루수,8,25.0,-0.153,-1.73
51,박민석,KT,2루수,6,17.0,-0.154,-1.74
52,강백호,KT,우익수,5,24.0,-0.159,-1.79
53,김상수,KT,2루수,37,280.1,-0.163,-1.83
54,김민혁,KT,중견수,14,105.1,-0.166,-1.88
55,신본기,KT,2루수,26,97.0,-0.219,-2.46
56,홍현빈,KT,우익수,15,29.0,-0.246,-2.78
57,이호연,KT,2루수,10,32.0,-0.249,-2.8
58,송민섭,KT,우익수,21,37.2,-0.325,-3.66
59,조용호,KT,좌익수,13,57.2,-0.403,-4.55
60,로하스,KT,우익수,73,527.2,-0.435,-4.9
61,황재균,KT,3루수,128,1024.0,-0.459,-5.17
62,천성호,KT,2루수,55,403.1,-0.934,-10.53
63,오재일,KT,1루수,50,370.1,-1.045,-11.78
64,배정대,KT,중견수,106,894.0,-1.239,-13.96
80,김민,KT,투수,67,75.1,nan,nan
80,황재균,KT,1루수,1,1.0,nan,nan
80,우규민,KT,투수,43,42.2,nan,nan
80,강건,KT,투수,4,4.0,nan,nan
80,이선우,KT,투수,6,10.0,nan,nan
80,송민섭,KT,좌익수,2,2.1,nan,nan
80,김영현,KT,투수,8,7.1,nan,nan
80,박시영,KT,투수,24,25.1,nan,nan
80,손동현,KT,투수,36,41.2,nan,nan
80,김병준,KT,좌익수,5,7.0,nan,nan
80,주권,KT,투수,44,53.1,nan,nan
80,박세진,KT,투수,6,5.1,nan,nan
80,성재헌,KT,투수,30,32.0,nan,nan
80,황재균,KT,유격수,4,5.0,nan,nan
80,박영현,KT,투수,61,72.0,nan,nan
