순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,장성우,KT,포수,87,643.1,1.209,13.31
2,김상수,KT,유격수,75,563.2,0.903,9.94
3,문상철,KT,1루수,62,443.2,0.805,8.86
4,로하스,KT,좌익수,71,497.1,0.496,5.46
4,오윤석,KT,2루수,44,294.0,0.496,5.46
6,신본기,KT,유격수,43,198.1,0.404,4.45
7,김상수,KT,2루수,18,128.1,0.381,4.2
8,정준영,KT,우익수,29,149.1,0.317,3.48
9,조용호,KT,우익수,49,295.0,0.233,2.56
10,김병준,KT,중견수,16,41.0,0.171,1.88
11,이호연,KT,3루수,10,42.0,0.142,1.57
12,조대현,KT,포수,13,47.0,0.14,1.54
13,홍현빈,KT,좌익수,9,17.2,0.096,1.06
14,장준원,KT,유격수,11,34.0,0.084,0.92
15,천성호,KT,3루수,3,11.0,0.082,0.9
16,심우준,KT,유격수,20,169.0,0.069,0.76
17,안치영,KT,중견수,14,91.0,0.062,0.69
18,심우준,KT,2루수,1,3.0,0.057,0.63
19,김준태,KT,포수,18,57.1,0.056,0.61
20,송민섭,KT,중견수,5,13.0,0.042,0.46
20,신본기,KT,3루수,10,25.0,0.042,0.46
22,권동진,KT,2루수,7,24.1,0.035,0.39
22,김민혁,KT,우익수,7,26.0,0.035,0.39
24,박민석,KT,3루수,1,2.0,0.034,0.37
25,정준영,KT,좌익수,6,14.0,0.027,0.3
26,윤준혁,KT,유격수,2,3.0,0.026,0.29
27,장준원,KT,3루수,4,23.0,0.016,0.17
28,로하스,KT,중견수,6,27.0,0.015,0.16
29,천성호,KT,좌익수,2,8.2,0.01,0.11
30,정준영,KT,중견수,3,13.0,0.008,0.09
31,문상철,KT,3루수,1,1.0,0.007,0.08
32,안치영,KT,좌익수,3,4.0,0.006,0.07
32,오윤석,KT,1루수,4,6.0,0.006,0.06
34,문상철,KT,좌익수,1,2.0,0.002,0.02
35,박병호,KT,1루수,32,227.1,0.0,0.0
36,이호연,KT,1루수,1,2.0,-0.001,-0.01
37,로하스,KT,우익수,47,337.2,-0.015,-0.17
38,윤준혁,KT,3루수,4,11.1,-0.026,-0.29
39,안치영,KT,우익수,13,30.0,-0.027,-0.3
40,김건형,KT,우익수,12,66.0,-0.032,-0.36
41,오윤석,KT,3루수,7,22.0,-0.04,-0.44
42,박경수,KT,2루수,3,3.1,-0.041,-0.45
43,김민혁,KT,좌익수,51,335.0,-0.047,-0.52
44,김병준,KT,우익수,4,8.0,-0.054,-0.6
45,박민석,KT,유격수,4,7.1,-0.084,-0.92
46,강현우,KT,포수,17,81.0,-0.09,-1.0
47,권동진,KT,3루수,1,4.0,-0.093,-1.02
48,안현민,KT,좌익수,8,40.0,-0.124,-1.37
49,이호연,KT,2루수,7,14.0,-0.149,-1.64
50,홍현빈,KT,중견수,8,24.0,-0.152,-1.67
51,강백호,KT,우익수,5,24.0,-0.16,-1.76
52,박민석,KT,2루수,5,14.0,-0.166,-1.83
53,김민혁,KT,중견수,14,105.1,-0.174,-1.92
54,강백호,KT,포수,25,151.2,-0.196,-2.16
55,신본기,KT,2루수,25,96.0,-0.203,-2.23
56,송민섭,KT,우익수,9,15.1,-0.248,-2.73
57,홍현빈,KT,우익수,15,29.0,-0.25,-2.75
58,황재균,KT,3루수,105,839.0,-0.349,-3.84
59,조용호,KT,좌익수,13,57.2,-0.424,-4.67
60,배정대,KT,중견수,79,666.0,-0.589,-6.48
61,천성호,KT,2루수,55,403.1,-0.941,-10.36
62,오재일,KT,1루수,38,300.1,-0.977,-10.76
76,박세진,KT,투수,6,5.1,nan,nan
76,박시영,KT,투수,24,25.1,nan,nan
76,강건,KT,투수,4,4.0,nan,nan
76,김민,KT,투수,50,56.2,nan,nan
76,성재헌,KT,투수,28,31.1,nan,nan
76,주권,KT,투수,41,50.1,nan,nan
76,이선우,KT,투수,6,10.0,nan,nan
76,황재균,KT,유격수,4,5.0,nan,nan
76,황재균,KT,1루수,1,1.0,nan,nan
76,김병준,KT,좌익수,3,4.0,nan,nan
76,우규민,KT,투수,32,32.2,nan,nan
76,손동현,KT,투수,29,32.1,nan,nan
76,박영현,KT,투수,47,56.0,nan,nan
