순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,박동원,LG,포수,78,593.1,1.304,14.14
2,홍창기,LG,우익수,83,674.0,0.838,9.09
3,구본혁,LG,3루수,33,119.0,0.773,8.38
4,오지환,LG,유격수,60,470.0,0.535,5.8
5,박해민,LG,중견수,93,730.0,0.4,4.33
6,구본혁,LG,2루수,21,121.0,0.307,3.32
7,안익훈,LG,중견수,5,24.0,0.24,2.6
8,문성주,LG,좌익수,59,428.0,0.226,2.45
9,최승민,LG,좌익수,10,18.0,0.203,2.2
10,김주성,LG,3루수,5,14.0,0.164,1.78
11,최원영,LG,중견수,3,6.0,0.123,1.33
12,김민수,LG,3루수,2,5.0,0.098,1.07
13,김범석,LG,1루수,13,84.0,0.073,0.79
14,안익훈,LG,우익수,2,10.0,0.048,0.53
15,안익훈,LG,좌익수,17,72.0,0.04,0.43
16,문성주,LG,중견수,1,2.0,0.035,0.38
17,문성주,LG,우익수,24,132.0,0.032,0.35
18,송찬의,LG,좌익수,1,9.0,0.025,0.27
19,김현종,LG,중견수,4,9.0,0.018,0.19
20,김현종,LG,우익수,1,3.0,0.011,0.12
21,백승현,LG,투수,23,17.2,0.0,0.0
22,김현종,LG,좌익수,4,5.0,-0.001,-0.01
22,김민수,LG,1루수,1,2.0,-0.001,-0.02
24,김성진,LG,1루수,3,3.0,-0.003,-0.03
25,함창건,LG,좌익수,2,15.0,-0.007,-0.07
26,김태우,LG,2루수,2,4.0,-0.015,-0.17
27,김현수,LG,1루수,6,9.0,-0.026,-0.28
28,최원영,LG,좌익수,6,15.0,-0.036,-0.39
29,최명경,LG,3루수,1,6.0,-0.04,-0.43
30,문보경,LG,1루수,30,71.0,-0.044,-0.47
31,김주성,LG,유격수,5,14.0,-0.069,-0.75
32,최원영,LG,우익수,4,9.0,-0.072,-0.78
33,김성우,LG,포수,2,10.0,-0.074,-0.81
34,김민수,LG,유격수,3,11.0,-0.088,-0.95
35,손호영,LG,3루수,1,3.0,-0.114,-1.24
36,홍창기,LG,중견수,12,61.0,-0.12,-1.3
37,김범석,LG,포수,11,43.1,-0.121,-1.31
38,신민재,LG,2루수,90,706.0,-0.184,-2.0
39,허도환,LG,포수,40,180.1,-0.197,-2.14
40,구본혁,LG,유격수,47,337.0,-0.305,-3.31
41,김현수,LG,좌익수,40,270.0,-0.468,-5.08
42,오스틴,LG,1루수,81,663.0,-0.61,-6.62
43,문보경,LG,3루수,89,683.0,-0.645,-6.99
55,진우영,LG,투수,6,7.2,nan,nan
55,최승민,LG,우익수,1,2.0,nan,nan
55,이지강,LG,투수,19,25.1,nan,nan
55,김대원,LG,2루수,1,1.0,nan,nan
55,함창건,LG,우익수,2,2.0,nan,nan
55,김진성,LG,투수,46,43.1,nan,nan
55,김태우,LG,3루수,1,2.0,nan,nan
55,김대현,LG,투수,32,32.0,nan,nan
55,전준호,LG,포수,3,5.0,nan,nan
55,최동환,LG,투수,23,20.0,nan,nan
55,유영찬,LG,투수,41,43.2,nan,nan
