순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,박동원,LG,포수,123,941.2,1.994,22.5
2,홍창기,LG,우익수,125,1030.0,1.096,12.36
3,오지환,LG,유격수,106,857.0,1.004,11.33
4,박해민,LG,중견수,140,1113.0,0.994,11.22
5,구본혁,LG,3루수,56,245.0,0.802,9.05
6,구본혁,LG,2루수,40,248.0,0.507,5.73
7,문성주,LG,좌익수,59,428.0,0.415,4.69
8,안익훈,LG,중견수,5,24.0,0.232,2.62
9,최승민,LG,좌익수,19,29.0,0.23,2.6
10,김주성,LG,3루수,5,14.0,0.159,1.79
11,이영빈,LG,2루수,5,19.0,0.132,1.5
12,이영빈,LG,유격수,3,4.0,0.123,1.39
13,안익훈,LG,좌익수,24,92.0,0.12,1.36
14,김민수,LG,3루수,6,11.0,0.083,0.93
15,김범석,LG,1루수,23,121.0,0.076,0.86
15,이영빈,LG,좌익수,1,5.0,0.076,0.86
17,안익훈,LG,우익수,4,14.0,0.07,0.79
18,문성주,LG,우익수,25,137.0,0.053,0.6
19,문성주,LG,중견수,1,2.0,0.034,0.38
20,최원영,LG,중견수,13,40.0,0.03,0.34
21,김현종,LG,중견수,4,9.0,0.013,0.15
22,김현종,LG,우익수,1,3.0,0.011,0.12
23,신민재,LG,좌익수,1,3.0,0.009,0.1
24,김성진,LG,3루수,1,1.0,0.0,0.0
24,백승현,LG,투수,33,25.2,0.0,0.0
24,정우영,LG,투수,25,22.0,0.0,0.0
27,김현종,LG,좌익수,4,5.0,-0.001,-0.01
28,김성진,LG,1루수,6,6.0,-0.002,-0.02
29,함창건,LG,좌익수,4,21.0,-0.006,-0.07
30,김수인,LG,2루수,2,4.0,-0.017,-0.19
31,송찬의,LG,좌익수,3,17.0,-0.023,-0.26
32,김현수,LG,1루수,7,11.0,-0.028,-0.31
33,최명경,LG,3루수,1,6.0,-0.043,-0.48
34,최원영,LG,우익수,14,28.0,-0.044,-0.5
35,김민수,LG,유격수,4,12.0,-0.065,-0.73
35,김민수,LG,1루수,5,13.0,-0.065,-0.73
37,김주성,LG,유격수,5,14.0,-0.069,-0.78
38,김범석,LG,포수,12,45.1,-0.087,-0.98
39,최승민,LG,우익수,6,10.0,-0.098,-1.1
40,문보경,LG,1루수,51,179.0,-0.102,-1.15
41,최원영,LG,좌익수,19,46.0,-0.11,-1.24
42,손호영,LG,3루수,1,3.0,-0.113,-1.27
42,홍창기,LG,중견수,12,61.0,-0.113,-1.28
44,이영빈,LG,우익수,4,26.0,-0.126,-1.42
45,김성우,LG,포수,4,16.0,-0.151,-1.7
46,구본혁,LG,유격수,53,363.0,-0.231,-2.6
47,문보경,LG,3루수,128,968.0,-0.251,-2.83
48,허도환,LG,포수,55,242.0,-0.288,-3.25
49,이영빈,LG,1루수,12,62.0,-0.377,-4.26
50,신민재,LG,2루수,122,977.0,-0.46,-5.2
51,오스틴,LG,1루수,105,858.0,-0.683,-7.71
52,김현수,LG,좌익수,83,604.0,-0.977,-11.03
71,김유영,LG,투수,50,45.2,nan,nan
71,임준형,LG,투수,17,12.2,nan,nan
71,김진성,LG,투수,70,69.1,nan,nan
71,이종준,LG,투수,26,25.0,nan,nan
71,함창건,LG,우익수,2,2.0,nan,nan
71,이영빈,LG,중견수,1,1.0,nan,nan
71,김수인,LG,3루수,1,2.0,nan,nan
71,김민수,LG,2루수,1,1.0,nan,nan
71,박명근,LG,투수,31,25.1,nan,nan
71,진우영,LG,투수,6,7.2,nan,nan
71,이지강,LG,투수,44,50.2,nan,nan
71,유영찬,LG,투수,59,61.2,nan,nan
71,김대현,LG,투수,33,33.0,nan,nan
71,전준호,LG,포수,3,5.0,nan,nan
71,함덕주,LG,투수,13,10.1,nan,nan
71,김영준,LG,투수,14,15.1,nan,nan
71,김대원,LG,2루수,1,1.0,nan,nan
71,최동환,LG,투수,26,22.0,nan,nan
