순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,박동원,LG,포수,91,698.0,1.579,17.38
2,홍창기,LG,우익수,97,795.0,0.858,9.45
3,오지환,LG,유격수,74,593.0,0.829,9.12
4,구본혁,LG,3루수,46,200.0,0.681,7.49
5,박해민,LG,중견수,107,854.0,0.459,5.05
6,문성주,LG,좌익수,59,428.0,0.342,3.77
7,구본혁,LG,2루수,22,124.0,0.329,3.63
8,최승민,LG,좌익수,13,22.0,0.247,2.72
9,안익훈,LG,중견수,5,24.0,0.241,2.65
10,김주성,LG,3루수,5,14.0,0.167,1.84
11,안익훈,LG,좌익수,21,85.0,0.128,1.41
11,최원영,LG,중견수,4,7.0,0.128,1.41
13,김민수,LG,3루수,2,5.0,0.1,1.1
14,문성주,LG,우익수,24,132.0,0.069,0.76
15,안익훈,LG,우익수,2,10.0,0.054,0.6
16,문성주,LG,중견수,1,2.0,0.035,0.39
17,송찬의,LG,좌익수,1,9.0,0.027,0.3
18,김현종,LG,중견수,4,9.0,0.016,0.17
19,김현종,LG,우익수,1,3.0,0.011,0.12
20,신민재,LG,좌익수,1,3.0,0.009,0.1
21,정우영,LG,투수,21,18.1,0.0,0.0
21,백승현,LG,투수,27,20.2,0.0,0.0
23,김현종,LG,좌익수,4,5.0,-0.001,-0.01
24,김성진,LG,1루수,4,4.0,-0.003,-0.03
25,김태우,LG,2루수,2,4.0,-0.016,-0.18
26,김현수,LG,1루수,6,9.0,-0.026,-0.28
27,함창건,LG,좌익수,3,19.0,-0.028,-0.31
28,최원영,LG,좌익수,9,23.0,-0.03,-0.33
28,최원영,LG,우익수,6,12.0,-0.03,-0.33
30,문보경,LG,1루수,43,151.0,-0.031,-0.34
31,최명경,LG,3루수,1,6.0,-0.041,-0.45
32,김민수,LG,1루수,2,4.0,-0.061,-0.68
33,김주성,LG,유격수,5,14.0,-0.069,-0.76
34,김민수,LG,유격수,3,11.0,-0.089,-0.98
35,김범석,LG,포수,12,45.1,-0.106,-1.17
36,손호영,LG,3루수,1,3.0,-0.114,-1.25
37,홍창기,LG,중견수,12,61.0,-0.115,-1.27
38,김범석,LG,1루수,17,99.0,-0.116,-1.27
39,김성우,LG,포수,4,16.0,-0.177,-1.94
40,허도환,LG,포수,43,192.2,-0.189,-2.08
41,신민재,LG,2루수,104,828.0,-0.193,-2.12
42,구본혁,LG,유격수,48,339.0,-0.31,-3.41
43,오스틴,LG,1루수,84,690.0,-0.615,-6.77
44,문보경,LG,3루수,97,727.0,-0.651,-7.17
45,김현수,LG,좌익수,52,363.0,-0.905,-9.96
58,최승민,LG,우익수,2,3.0,nan,nan
58,이지강,LG,투수,27,35.2,nan,nan
58,김유영,LG,투수,43,40.2,nan,nan
58,김대원,LG,2루수,1,1.0,nan,nan
58,김진성,LG,투수,52,50.1,nan,nan
58,함창건,LG,우익수,2,2.0,nan,nan
58,최동환,LG,투수,25,21.2,nan,nan
58,김태우,LG,3루수,1,2.0,nan,nan
58,유영찬,LG,투수,47,50.0,nan,nan
58,김대현,LG,투수,33,33.0,nan,nan
58,전준호,LG,포수,3,5.0,nan,nan
58,진우영,LG,투수,6,7.2,nan,nan
