순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김대원,LG,0.500,0,1,0,-,0,0.00,1.75,0.000,0.9,0.35
2,홍창기,LG,0.334,25,156,100,1.56,6,1.03,4.15,0.073,98.1,0.302
3,최명경,LG,0.333,0,1,0,-,0,0.00,3.67,0.000,0.3,0.233
4,오스틴,LG,0.320,67,99,186,0.53,14,0.74,3.80,0.257,111.6,0.318
5,문성주,LG,0.316,18,95,74,1.28,6,1.32,3.94,0.067,50.1,0.282
6,신민재,LG,0.296,17,144,81,1.78,3,1.34,3.72,0.060,62.3,0.269
7,문보경,LG,0.294,56,123,137,0.90,6,0.58,4.03,0.195,90.3,0.287
8,김현수,LG,0.292,46,125,172,0.73,10,0.63,3.74,0.125,77.6,0.264
9,박동원,LG,0.274,42,106,102,1.04,4,0.49,4.04,0.190,70.1,0.274
10,박해민,LG,0.263,28,100,159,0.63,4,0.46,4.08,0.097,67.6,0.241
11,최원영,LG,0.258,3,7,10,0.70,0,0.17,3.94,0.161,4.4,0.259
12,오지환,LG,0.254,36,75,96,0.78,2,0.47,4.10,0.157,54.7,0.259
13,구본혁,LG,0.254,17,84,117,0.72,7,0.70,3.80,0.066,37.5,0.228
14,김현종,LG,0.250,1,1,5,0.20,0,0.00,2.54,0.083,1.2,0.222
14,이영빈,LG,0.250,4,9,18,0.50,0,0.18,3.90,0.143,6.9,0.224
16,김범석,LG,0.242,10,31,43,0.72,2,0.30,3.91,0.140,19.3,0.235
17,김성진,LG,0.200,1,1,4,0.25,0,0.33,4.18,0.300,1.2,0.248
18,안익훈,LG,0.184,1,15,13,1.15,1,0.31,3.95,0.020,2.4,0.159
19,김주성,LG,0.167,0,2,3,0.67,0,-,3.78,0.000,1.1,0.242
20,함창건,LG,0.143,0,3,6,0.50,0,0.67,3.88,0.000,0.2,0.148
21,허도환,LG,0.141,2,23,19,1.21,1,0.35,4.11,0.026,4.6,0.176
22,김민수,LG,0.133,0,3,6,0.50,0,0.25,3.25,0.000,-0.2,0.118
23,최승민,LG,0.111,0,2,4,0.50,0,0.50,3.09,0.000,-0.1,0.118
24,송찬의,LG,0.067,0,2,7,0.29,0,0.50,3.24,0.000,1.1,0.129
25,김대현,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
25,김성우,LG,0.000,0,0,1,0.00,0,0.00,4.40,0.000,-0.5,0.0
25,김수인,LG,0.000,0,0,1,0.00,0,0.00,5.00,0.000,-0.3,0.0
25,김영준,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
25,김유영,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
25,김진성,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
25,박명근,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
25,백승현,LG,0.000,0,1,0,-,0,-,3.00,0.000,-0.1,0.0
25,유영찬,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
25,이종준,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
25,이지강,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
25,임준형,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
25,전준호,LG,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.0
25,정우영,LG,0.000,0,0,0,-,0,0.00,3.00,0.000,-0.1,0.0
25,진우영,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
25,최동환,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
25,함덕주,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
