순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,윤동희,lotte,중견수,79,632.2,0.568,6.4
2,유강남,lotte,포수,50,324.2,0.474,5.35
3,황성빈,lotte,좌익수,48,226.2,0.466,5.25
4,최항,lotte,2루수,42,216.1,0.442,4.98
5,고승민,lotte,2루수,94,765.0,0.432,4.87
6,신윤후,lotte,우익수,21,78.0,0.41,4.62
7,노진혁,lotte,3루수,18,97.2,0.263,2.97
8,손성빈,lotte,포수,86,445.2,0.254,2.87
9,정보근,lotte,포수,79,321.1,0.208,2.35
10,장두성,lotte,중견수,22,49.1,0.11,1.25
11,정대선,lotte,2루수,2,4.0,0.076,0.86
12,이주찬,lotte,유격수,3,5.0,0.061,0.69
13,손호영,lotte,2루수,20,110.1,0.059,0.67
14,김민성,lotte,2루수,3,12.0,0.054,0.61
15,오선진,lotte,3루수,14,41.2,0.051,0.58
16,황성빈,lotte,우익수,2,4.0,0.034,0.39
17,오선진,lotte,유격수,2,3.0,0.029,0.33
17,고승민,lotte,우익수,6,31.0,0.029,0.32
19,신윤후,lotte,좌익수,3,8.0,0.027,0.3
20,고승민,lotte,좌익수,13,86.0,0.023,0.26
20,이호준,lotte,유격수,3,6.0,0.023,0.25
22,레이예스,lotte,중견수,1,2.0,0.021,0.23
23,김민석,lotte,좌익수,22,128.2,0.02,0.23
24,박승욱,lotte,2루수,18,54.0,0.015,0.17
24,오선진,lotte,2루수,9,25.0,0.015,0.17
26,김동혁,lotte,중견수,20,44.0,0.012,0.14
27,강태율,lotte,포수,8,25.0,0.005,0.06
28,서동욱,lotte,포수,24,75.0,0.003,0.03
29,이학주,lotte,3루수,3,5.2,0.001,0.01
30,정훈,lotte,좌익수,2,3.0,-0.001,-0.01
31,김동혁,lotte,우익수,7,11.2,-0.006,-0.07
32,정훈,lotte,2루수,2,3.0,-0.009,-0.1
33,이정훈,lotte,좌익수,1,2.0,-0.013,-0.15
34,장두성,lotte,우익수,19,30.1,-0.024,-0.28
35,이호준,lotte,2루수,2,3.0,-0.026,-0.29
36,노진혁,lotte,1루수,10,34.0,-0.027,-0.3
37,신윤후,lotte,3루수,2,5.0,-0.031,-0.35
38,김민성,lotte,3루수,29,162.1,-0.038,-0.43
39,장두성,lotte,좌익수,9,23.0,-0.047,-0.53
40,고승민,lotte,1루수,6,13.0,-0.052,-0.59
41,최항,lotte,1루수,10,21.1,-0.053,-0.6
42,김민석,lotte,중견수,3,23.1,-0.061,-0.69
43,정훈,lotte,3루수,13,70.1,-0.095,-1.07
44,최항,lotte,3루수,16,58.0,-0.12,-1.35
45,정훈,lotte,1루수,36,262.0,-0.222,-2.5
46,박승욱,lotte,유격수,100,753.2,-0.242,-2.73
47,노진혁,lotte,유격수,28,146.2,-0.271,-3.06
48,손호영,lotte,유격수,6,39.0,-0.277,-3.13
49,손호영,lotte,3루수,69,549.2,-0.28,-3.15
50,한동희,lotte,3루수,6,32.1,-0.297,-3.35
51,박승욱,lotte,3루수,27,123.2,-0.36,-4.06
52,이학주,lotte,유격수,40,238.1,-0.504,-5.68
53,윤동희,lotte,우익수,59,438.0,-0.518,-5.84
54,이주찬,lotte,3루수,10,46.1,-0.533,-6.01
55,레이예스,lotte,좌익수,46,344.0,-0.622,-7.01
56,레이예스,lotte,우익수,75,599.2,-0.722,-8.15
57,황성빈,lotte,중견수,62,437.2,-0.743,-8.38
58,전준우,lotte,좌익수,45,364.1,-0.84,-9.47
59,나승엽,lotte,1루수,104,862.1,-2.055,-23.17
71,김원중,lotte,투수,51,60.0,nan,nan
71,김강현,lotte,투수,23,25.1,nan,nan
71,이선우,lotte,좌익수,1,1.0,nan,nan
71,추재현,lotte,좌익수,2,3.0,nan,nan
71,신윤후,lotte,중견수,1,1.0,nan,nan
71,이정훈,lotte,포수,1,1.0,nan,nan
71,이선우,lotte,중견수,2,2.2,nan,nan
71,김상수,lotte,투수,69,69.0,nan,nan
71,김동혁,lotte,좌익수,2,3.0,nan,nan
71,현도훈,lotte,투수,7,10.0,nan,nan
71,강성우,lotte,유격수,1,1.0,nan,nan
