순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,유강남,lotte,포수,50,324.2,0.563,6.12
2,신윤후,lotte,우익수,12,60.0,0.453,4.93
3,최항,lotte,2루수,39,211.0,0.445,4.84
4,황성빈,lotte,좌익수,31,136.0,0.433,4.71
5,박승욱,lotte,유격수,70,513.2,0.293,3.18
6,손성빈,lotte,포수,55,268.2,0.246,2.67
7,김동혁,lotte,중견수,19,42.0,0.206,2.24
8,노진혁,lotte,3루수,15,84.2,0.169,1.84
9,고승민,lotte,2루수,60,473.1,0.165,1.8
10,정보근,lotte,포수,55,257.1,0.118,1.29
11,정대선,lotte,2루수,2,4.0,0.079,0.86
12,손호영,lotte,2루수,20,110.1,0.068,0.74
13,오선진,lotte,3루수,14,41.2,0.066,0.72
14,이주찬,lotte,유격수,3,5.0,0.063,0.68
15,김민성,lotte,2루수,3,12.0,0.056,0.61
16,장두성,lotte,우익수,11,20.1,0.04,0.43
17,황성빈,lotte,우익수,2,4.0,0.036,0.39
18,장두성,lotte,중견수,12,32.0,0.031,0.34
19,오선진,lotte,유격수,1,2.0,0.03,0.32
20,고승민,lotte,우익수,6,31.0,0.029,0.31
21,레이예스,lotte,중견수,1,2.0,0.021,0.23
22,박승욱,lotte,2루수,18,54.0,0.019,0.21
23,고승민,lotte,좌익수,13,86.0,0.014,0.15
24,오선진,lotte,2루수,4,17.0,0.009,0.1
25,김민성,lotte,3루수,29,162.1,0.008,0.09
26,이학주,lotte,3루수,3,5.2,0.001,0.01
27,정훈,lotte,좌익수,1,2.0,-0.001,-0.01
28,김민석,lotte,좌익수,21,127.2,-0.003,-0.04
29,정훈,lotte,2루수,2,3.0,-0.009,-0.1
30,김동혁,lotte,우익수,4,7.2,-0.011,-0.12
31,이정훈,lotte,좌익수,1,2.0,-0.014,-0.15
32,이호준,lotte,2루수,1,2.0,-0.026,-0.29
33,윤동희,lotte,중견수,55,437.2,-0.041,-0.45
34,장두성,lotte,좌익수,5,15.0,-0.051,-0.55
35,고승민,lotte,1루수,5,11.0,-0.052,-0.57
36,최항,lotte,1루수,10,21.1,-0.054,-0.59
37,노진혁,lotte,유격수,18,86.2,-0.06,-0.66
38,서동욱,lotte,포수,11,35.0,-0.069,-0.75
39,정훈,lotte,3루수,13,70.1,-0.07,-0.76
40,김민석,lotte,중견수,3,23.1,-0.071,-0.77
41,최항,lotte,3루수,14,56.0,-0.076,-0.82
42,노진혁,lotte,1루수,6,21.0,-0.134,-1.46
43,레이예스,lotte,우익수,51,411.2,-0.146,-1.59
44,레이예스,lotte,좌익수,36,277.2,-0.251,-2.73
45,손호영,lotte,유격수,6,39.0,-0.261,-2.84
46,한동희,lotte,3루수,6,32.1,-0.295,-3.21
47,정훈,lotte,1루수,31,240.0,-0.323,-3.52
48,박승욱,lotte,3루수,27,123.2,-0.334,-3.64
49,전준우,lotte,좌익수,29,237.1,-0.436,-4.75
50,손호영,lotte,3루수,36,263.2,-0.462,-5.03
51,윤동희,lotte,우익수,46,352.0,-0.476,-5.18
52,이학주,lotte,유격수,40,238.1,-0.501,-5.45
53,이주찬,lotte,3루수,10,46.1,-0.53,-5.77
54,황성빈,lotte,중견수,49,346.0,-0.571,-6.22
55,나승엽,lotte,1루수,72,593.1,-1.356,-14.76
64,강성우,lotte,유격수,1,1.0,nan,nan
64,신윤후,lotte,중견수,1,1.0,nan,nan
64,추재현,lotte,좌익수,2,3.0,nan,nan
64,김상수,lotte,투수,52,50.1,nan,nan
64,이정훈,lotte,포수,1,1.0,nan,nan
64,이선우,lotte,중견수,2,2.2,nan,nan
64,이호준,lotte,유격수,1,1.0,nan,nan
64,김원중,lotte,투수,37,41.0,nan,nan
