순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,이재현,samsung,유격수,83,666.1,1.217,13.37
2,김영웅,samsung,유격수,38,304.2,1.035,11.37
3,강민호,samsung,포수,102,680.1,1.009,11.09
4,김지찬,samsung,중견수,97,699.0,0.806,8.85
5,김현준,samsung,우익수,32,193.1,0.762,8.37
6,이성규,samsung,우익수,45,260.1,0.643,7.07
7,전병우,samsung,3루수,30,173.1,0.456,5.01
8,강한울,samsung,3루수,9,41.0,0.33,3.63
9,김동진,samsung,2루수,21,84.0,0.315,3.46
10,맥키넌,samsung,1루수,50,423.1,0.306,3.36
11,김재혁,samsung,좌익수,5,23.0,0.278,3.05
12,김호진,samsung,3루수,12,47.0,0.224,2.46
13,김태훈,samsung,우익수,4,20.0,0.2,2.19
14,김성윤,samsung,우익수,9,59.1,0.172,1.89
15,김재상,samsung,2루수,32,205.1,0.143,1.58
16,양우현,samsung,2루수,4,31.0,0.14,1.54
17,안주형,samsung,3루수,2,3.0,0.127,1.39
18,류승민,samsung,우익수,4,7.0,0.088,0.96
19,이성규,samsung,좌익수,7,30.0,0.083,0.91
20,이병헌,samsung,포수,72,326.1,0.082,0.9
21,김영웅,samsung,2루수,7,35.0,0.076,0.83
22,전병우,samsung,1루수,3,18.0,0.068,0.75
23,윤정빈,samsung,1루수,5,23.0,0.065,0.72
24,디아즈,samsung,1루수,1,9.0,0.062,0.68
25,김재혁,samsung,1루수,4,31.0,0.049,0.54
26,이창용,samsung,1루수,3,22.0,0.046,0.51
27,김성윤,samsung,중견수,21,83.1,0.041,0.45
28,김재상,samsung,3루수,2,3.0,0.031,0.34
29,김영웅,samsung,3루수,72,523.1,0.03,0.33
30,공민규,samsung,1루수,2,5.0,0.016,0.17
31,구자욱,samsung,우익수,2,19.1,0.012,0.13
32,윤정빈,samsung,우익수,32,207.1,0.009,0.1
33,김민수,samsung,포수,1,2.0,0.003,0.03
34,김호진,samsung,2루수,1,2.0,0.002,0.02
35,김헌곤,samsung,우익수,35,220.1,0.001,0.01
36,카데나스,samsung,좌익수,1,1.0,-0.001,-0.01
37,김현준,samsung,중견수,22,92.1,-0.008,-0.09
38,김재혁,samsung,중견수,6,18.0,-0.016,-0.18
39,윤정빈,samsung,좌익수,7,31.2,-0.02,-0.22
39,류지혁,samsung,3루수,25,163.1,-0.02,-0.22
41,김도환,samsung,포수,1,6.0,-0.033,-0.36
42,박병호,samsung,1루수,22,177.2,-0.037,-0.4
42,안주형,samsung,2루수,55,265.1,-0.037,-0.41
44,김재성,samsung,1루수,1,5.0,-0.038,-0.41
45,구자욱,samsung,좌익수,78,622.0,-0.044,-0.48
46,김재성,samsung,포수,7,29.0,-0.05,-0.55
47,김지찬,samsung,2루수,10,14.0,-0.055,-0.61
48,김호진,samsung,유격수,8,23.0,-0.063,-0.7
49,김동진,samsung,3루수,5,16.0,-0.07,-0.77
50,류지혁,samsung,1루수,13,44.2,-0.078,-0.86
51,김헌곤,samsung,좌익수,55,276.0,-0.084,-0.92
51,김태훈,samsung,좌익수,3,11.2,-0.084,-0.93
53,오재일,samsung,1루수,12,84.2,-0.103,-1.14
54,공민규,samsung,3루수,9,33.0,-0.11,-1.21
55,카데나스,samsung,우익수,5,33.2,-0.111,-1.22
56,이창용,samsung,3루수,1,4.0,-0.121,-1.33
57,김재혁,samsung,우익수,11,23.0,-0.122,-1.34
58,이성규,samsung,1루수,37,198.1,-0.123,-1.35
59,류지혁,samsung,2루수,59,382.0,-0.14,-1.54
60,김현준,samsung,좌익수,7,40.1,-0.141,-1.55
61,안주형,samsung,유격수,11,45.2,-0.149,-1.63
62,김헌곤,samsung,중견수,5,16.0,-0.176,-1.93
63,이성규,samsung,중견수,24,135.0,-0.195,-2.14
64,김성윤,samsung,좌익수,1,8.0,-0.217,-2.38
65,맥키넌,samsung,3루수,6,36.2,-0.233,-2.56
66,강한울,samsung,2루수,8,25.0,-0.249,-2.73
79,김태훈,samsung,투수,40,37.2,nan,nan
79,강한울,samsung,유격수,3,3.0,nan,nan
79,오승환,samsung,투수,48,46.0,nan,nan
79,김재상,samsung,유격수,1,1.0,nan,nan
79,김호진,samsung,1루수,1,1.0,nan,nan
79,카데나스,samsung,중견수,1,0.0,nan,nan
79,김재윤,samsung,투수,54,56.2,nan,nan
79,최지광,samsung,투수,26,27.2,nan,nan
79,이상민,samsung,투수,21,20.1,nan,nan
79,김대우,samsung,투수,25,31.0,nan,nan
79,육선엽,samsung,투수,5,7.2,nan,nan
79,강한울,samsung,1루수,1,1.0,nan,nan
