순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,김영웅,samsung,유격수,38,304.2,1.036,11.26
2,강민호,samsung,포수,90,590.0,0.867,9.42
3,이재현,samsung,유격수,70,560.0,0.788,8.56
4,김현준,samsung,우익수,28,165.1,0.692,7.52
5,김지찬,samsung,중견수,86,607.2,0.639,6.95
6,이성규,samsung,우익수,45,260.1,0.617,6.71
7,전병우,samsung,3루수,27,158.1,0.356,3.87
8,강한울,samsung,3루수,9,41.0,0.335,3.64
9,맥키넌,samsung,1루수,50,423.1,0.326,3.54
10,김동진,samsung,2루수,21,84.0,0.316,3.43
11,김재혁,samsung,좌익수,5,23.0,0.277,3.01
12,김호진,samsung,3루수,12,47.0,0.229,2.49
13,구자욱,samsung,좌익수,71,559.0,0.221,2.4
14,김태훈,samsung,우익수,4,20.0,0.2,2.17
15,김성윤,samsung,우익수,9,59.1,0.168,1.83
16,김재상,samsung,2루수,32,205.1,0.145,1.57
17,양우현,samsung,2루수,4,31.0,0.14,1.53
18,안주형,samsung,3루수,2,3.0,0.128,1.39
19,류승민,samsung,우익수,4,7.0,0.088,0.95
20,이성규,samsung,좌익수,7,30.0,0.083,0.9
21,김영웅,samsung,2루수,7,35.0,0.073,0.8
22,전병우,samsung,1루수,3,18.0,0.07,0.76
23,이병헌,samsung,포수,64,298.1,0.068,0.74
24,윤정빈,samsung,1루수,5,23.0,0.067,0.73
25,이창용,samsung,1루수,3,22.0,0.049,0.53
26,김재혁,samsung,1루수,4,31.0,0.048,0.52
27,김성윤,samsung,중견수,21,83.1,0.039,0.43
28,김재상,samsung,3루수,2,3.0,0.031,0.34
29,류지혁,samsung,2루수,47,301.1,0.028,0.3
30,류지혁,samsung,3루수,24,157.1,0.022,0.24
31,김헌곤,samsung,우익수,33,203.1,0.017,0.18
32,공민규,samsung,1루수,2,5.0,0.016,0.18
33,김민수,samsung,포수,1,2.0,0.003,0.03
34,김호진,samsung,2루수,1,2.0,0.002,0.02
35,카데나스,samsung,좌익수,1,1.0,-0.001,-0.01
36,김헌곤,samsung,좌익수,50,238.2,-0.017,-0.18
37,김재혁,samsung,중견수,6,18.0,-0.018,-0.19
38,김영웅,samsung,3루수,59,426.0,-0.023,-0.25
38,윤정빈,samsung,좌익수,7,31.2,-0.023,-0.25
40,김도환,samsung,포수,1,6.0,-0.029,-0.31
41,김재성,samsung,1루수,1,5.0,-0.037,-0.4
42,김재성,samsung,포수,7,29.0,-0.046,-0.5
43,김지찬,samsung,2루수,10,14.0,-0.056,-0.6
44,박병호,samsung,1루수,19,150.2,-0.06,-0.65
45,김호진,samsung,유격수,8,23.0,-0.065,-0.7
46,김동진,samsung,3루수,5,16.0,-0.07,-0.76
47,윤정빈,samsung,우익수,24,153.1,-0.084,-0.91
48,김태훈,samsung,좌익수,3,11.2,-0.086,-0.93
49,오재일,samsung,1루수,12,84.2,-0.099,-1.08
50,류지혁,samsung,1루수,10,33.2,-0.107,-1.16
51,공민규,samsung,3루수,9,33.0,-0.108,-1.17
52,김현준,samsung,좌익수,4,22.1,-0.112,-1.22
53,카데나스,samsung,우익수,5,33.2,-0.116,-1.27
54,이창용,samsung,3루수,1,4.0,-0.121,-1.32
55,김재혁,samsung,우익수,11,23.0,-0.124,-1.35
56,안주형,samsung,유격수,9,33.2,-0.154,-1.68
57,김헌곤,samsung,중견수,4,15.0,-0.179,-1.95
58,안주형,samsung,2루수,47,227.2,-0.181,-1.96
59,김현준,samsung,중견수,18,66.1,-0.195,-2.12
60,이성규,samsung,중견수,24,135.0,-0.202,-2.2
61,김성윤,samsung,좌익수,1,8.0,-0.217,-2.36
62,이성규,samsung,1루수,28,127.0,-0.222,-2.41
63,맥키넌,samsung,3루수,6,36.2,-0.233,-2.53
64,강한울,samsung,2루수,8,25.0,-0.25,-2.72
76,오승환,samsung,투수,44,43.0,nan,nan
76,육선엽,samsung,투수,4,6.2,nan,nan
76,강한울,samsung,1루수,1,1.0,nan,nan
76,김대우,samsung,투수,24,30.0,nan,nan
76,강한울,samsung,유격수,3,3.0,nan,nan
76,김재상,samsung,유격수,1,1.0,nan,nan
76,김호진,samsung,1루수,1,1.0,nan,nan
76,김재윤,samsung,투수,47,48.2,nan,nan
76,최지광,samsung,투수,17,19.2,nan,nan
76,김태훈,samsung,투수,38,36.1,nan,nan
76,이상민,samsung,투수,15,15.0,nan,nan
