순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,김영웅,samsung,유격수,38,304.2,1.074,11.56
2,이재현,samsung,유격수,66,526.2,0.837,9.01
3,강민호,samsung,포수,87,563.0,0.782,8.42
4,이성규,samsung,우익수,45,260.1,0.596,6.41
5,김지찬,samsung,중견수,82,574.1,0.581,6.25
6,김현준,samsung,우익수,25,142.0,0.577,6.21
7,전병우,samsung,3루수,24,144.2,0.342,3.68
8,강한울,samsung,3루수,9,41.0,0.33,3.55
9,김동진,samsung,2루수,21,84.0,0.309,3.33
10,맥키넌,samsung,1루수,50,423.1,0.282,3.03
11,김재혁,samsung,좌익수,5,23.0,0.275,2.96
12,김호진,samsung,3루수,12,47.0,0.225,2.42
13,김태훈,samsung,우익수,4,20.0,0.199,2.14
14,김성윤,samsung,우익수,9,59.1,0.166,1.79
15,구자욱,samsung,좌익수,71,559.0,0.163,1.76
16,류지혁,samsung,2루수,43,278.1,0.141,1.52
17,양우현,samsung,2루수,4,31.0,0.138,1.49
18,김재상,samsung,2루수,32,205.1,0.131,1.41
19,안주형,samsung,3루수,2,3.0,0.127,1.36
20,류승민,samsung,우익수,4,7.0,0.087,0.94
21,김영웅,samsung,2루수,7,35.0,0.086,0.93
22,이성규,samsung,좌익수,7,30.0,0.079,0.85
22,이병헌,samsung,포수,64,298.1,0.079,0.85
24,전병우,samsung,1루수,3,18.0,0.067,0.72
25,윤정빈,samsung,1루수,5,23.0,0.065,0.7
26,김재혁,samsung,1루수,4,31.0,0.047,0.51
27,이창용,samsung,1루수,3,22.0,0.045,0.49
28,김재상,samsung,3루수,2,3.0,0.031,0.33
29,김성윤,samsung,중견수,21,83.1,0.026,0.28
30,윤정빈,samsung,우익수,21,141.2,0.019,0.21
31,공민규,samsung,1루수,2,5.0,0.015,0.17
32,류지혁,samsung,3루수,24,157.1,0.01,0.11
33,김호진,samsung,2루수,1,2.0,0.002,0.02
34,카데나스,samsung,좌익수,1,1.0,-0.001,-0.01
35,김헌곤,samsung,우익수,33,203.1,-0.007,-0.07
36,김재혁,samsung,중견수,6,18.0,-0.019,-0.21
37,윤정빈,samsung,좌익수,7,31.2,-0.027,-0.29
38,김재성,samsung,포수,7,29.0,-0.034,-0.37
39,김재성,samsung,1루수,1,5.0,-0.038,-0.41
40,김지찬,samsung,2루수,10,14.0,-0.056,-0.6
41,김호진,samsung,유격수,8,23.0,-0.064,-0.69
42,김동진,samsung,3루수,5,16.0,-0.07,-0.75
43,박병호,samsung,1루수,19,150.2,-0.074,-0.8
44,이성규,samsung,1루수,24,92.0,-0.075,-0.81
45,김태훈,samsung,좌익수,3,11.2,-0.086,-0.93
46,오재일,samsung,1루수,12,84.2,-0.108,-1.16
47,김현준,samsung,좌익수,2,12.1,-0.109,-1.17
47,류지혁,samsung,1루수,10,33.2,-0.109,-1.18
49,공민규,samsung,3루수,9,33.0,-0.113,-1.21
50,카데나스,samsung,우익수,5,33.2,-0.12,-1.29
51,이창용,samsung,3루수,1,4.0,-0.122,-1.31
52,김재혁,samsung,우익수,11,23.0,-0.125,-1.35
53,안주형,samsung,유격수,8,32.0,-0.126,-1.35
54,김헌곤,samsung,좌익수,47,213.2,-0.174,-1.87
55,김헌곤,samsung,중견수,4,15.0,-0.183,-1.97
56,김영웅,samsung,3루수,55,404.2,-0.199,-2.14
57,김현준,samsung,중견수,17,64.2,-0.208,-2.24
58,이성규,samsung,중견수,24,135.0,-0.22,-2.36
58,김성윤,samsung,좌익수,1,8.0,-0.22,-2.36
60,맥키넌,samsung,3루수,6,36.2,-0.234,-2.52
61,강한울,samsung,2루수,8,25.0,-0.251,-2.7
62,안주형,samsung,2루수,44,215.2,-0.29,-3.12
74,강한울,samsung,1루수,1,1.0,nan,nan
74,김재윤,samsung,투수,47,48.2,nan,nan
74,최지광,samsung,투수,17,19.2,nan,nan
74,육선엽,samsung,투수,4,6.2,nan,nan
74,김대우,samsung,투수,24,30.0,nan,nan
74,강한울,samsung,유격수,3,3.0,nan,nan
74,김재상,samsung,유격수,1,1.0,nan,nan
74,김호진,samsung,1루수,1,1.0,nan,nan
74,김태훈,samsung,투수,38,36.1,nan,nan
74,이상민,samsung,투수,15,15.0,nan,nan
74,오승환,samsung,투수,44,43.0,nan,nan
