순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,이지영,SSG,포수,108,841.1,1.427,16.09
2,박성한,SSG,유격수,126,1038.0,1.066,12.01
3,김성현,SSG,3루수,17,99.1,0.335,3.78
4,최경모,SSG,2루수,20,72.2,0.26,2.93
5,정준재,SSG,2루수,49,326.2,0.227,2.56
5,최정,SSG,3루수,112,879.2,0.227,2.56
7,오태곤,SSG,1루수,82,438.2,0.185,2.08
8,최상민,SSG,중견수,11,21.0,0.168,1.89
9,최상민,SSG,우익수,14,21.2,0.072,0.81
10,김찬형,SSG,유격수,1,3.0,0.063,0.71
11,정현승,SSG,좌익수,4,20.0,0.054,0.61
12,강진성,SSG,1루수,2,9.0,0.047,0.53
13,정준재,SSG,3루수,18,85.2,0.044,0.5
14,최준우,SSG,3루수,4,6.0,0.041,0.46
15,정준재,SSG,유격수,3,5.2,0.038,0.43
16,김창평,SSG,우익수,1,4.0,0.029,0.33
17,에레디아,SSG,중견수,2,14.0,0.027,0.31
17,강진성,SSG,좌익수,1,3.0,0.027,0.3
19,김민식,SSG,포수,40,264.2,0.024,0.27
20,오태곤,SSG,3루수,2,5.0,0.012,0.14
21,정현승,SSG,우익수,11,38.0,0.001,0.02
22,문승원,SSG,투수,58,58.2,0.0,0.0
23,김찬형,SSG,2루수,2,11.0,-0.004,-0.04
24,추신수,SSG,우익수,6,35.0,-0.005,-0.06
25,최민창,SSG,우익수,3,4.0,-0.008,-0.09
26,안상현,SSG,3루수,2,8.0,-0.009,-0.1
27,안상현,SSG,2루수,28,176.0,-0.05,-0.57
28,하재훈,SSG,중견수,17,112.0,-0.054,-0.61
29,최경모,SSG,3루수,19,60.0,-0.075,-0.85
30,오태곤,SSG,중견수,14,56.0,-0.076,-0.86
31,김찬형,SSG,3루수,2,10.0,-0.081,-0.91
32,오태곤,SSG,좌익수,11,38.2,-0.084,-0.94
33,안상현,SSG,유격수,1,5.0,-0.091,-1.02
33,박지환,SSG,2루수,54,406.2,-0.091,-1.03
35,최경모,SSG,유격수,9,20.0,-0.112,-1.27
36,정현승,SSG,중견수,3,17.0,-0.113,-1.27
37,오태곤,SSG,우익수,10,50.0,-0.117,-1.32
37,조형우,SSG,포수,17,83.2,-0.117,-1.32
39,최준우,SSG,2루수,10,47.0,-0.141,-1.59
40,에레디아,SSG,좌익수,109,907.0,-0.161,-1.81
41,하재훈,SSG,좌익수,28,202.0,-0.175,-1.97
42,한유섬,SSG,좌익수,3,11.0,-0.203,-2.28
43,고명준,SSG,1루수,86,628.0,-0.213,-2.4
44,박지환,SSG,3루수,7,35.0,-0.282,-3.18
45,김성현,SSG,2루수,36,149.2,-0.426,-4.8
46,전의산,SSG,1루수,22,114.0,-0.447,-5.04
47,최지훈,SSG,중견수,115,968.2,-0.454,-5.12
48,김성현,SSG,유격수,21,118.0,-0.485,-5.47
49,한유섬,SSG,우익수,92,735.2,-1.288,-14.53
50,하재훈,SSG,우익수,47,301.1,-1.83,-20.63
59,최상민,SSG,좌익수,4,5.0,nan,nan
59,최민창,SSG,좌익수,2,3.0,nan,nan
59,한두솔,SSG,투수,57,55.2,nan,nan
59,조병현,SSG,투수,69,67.0,nan,nan
59,이로운,SSG,투수,58,55.2,nan,nan
59,고명준,SSG,3루수,1,1.0,nan,nan
59,최민창,SSG,중견수,1,1.0,nan,nan
59,박민호,SSG,투수,19,22.2,nan,nan
