순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,이지영,SSG,포수,92,707.1,1.32,14.43
2,박성한,SSG,유격수,113,944.0,1.014,11.09
3,오태곤,SSG,1루수,67,333.2,0.717,7.84
4,정준재,SSG,2루수,36,220.2,0.508,5.55
5,김성현,SSG,3루수,15,98.0,0.319,3.49
6,최경모,SSG,2루수,20,72.2,0.266,2.9
7,최정,SSG,3루수,98,761.0,0.135,1.47
8,김찬형,SSG,유격수,1,3.0,0.063,0.69
9,정현승,SSG,좌익수,4,20.0,0.056,0.61
10,정준재,SSG,3루수,18,85.2,0.052,0.57
11,강진성,SSG,1루수,2,9.0,0.048,0.52
12,최준우,SSG,3루수,4,6.0,0.044,0.48
13,정현승,SSG,중견수,1,2.0,0.042,0.46
14,정준재,SSG,유격수,3,5.2,0.039,0.42
15,최상민,SSG,우익수,12,18.2,0.036,0.39
16,김창평,SSG,우익수,1,4.0,0.03,0.33
17,에레디아,SSG,중견수,2,14.0,0.028,0.31
17,강진성,SSG,좌익수,1,3.0,0.028,0.3
19,오태곤,SSG,3루수,2,5.0,0.014,0.15
20,김민식,SSG,포수,39,255.2,0.012,0.13
21,정현승,SSG,우익수,7,34.0,0.002,0.02
22,문승원,SSG,투수,48,50.1,0.0,0.0
23,하재훈,SSG,중견수,3,4.0,-0.002,-0.02
24,김찬형,SSG,2루수,2,11.0,-0.003,-0.04
25,추신수,SSG,우익수,6,35.0,-0.005,-0.05
26,최민창,SSG,우익수,3,4.0,-0.008,-0.09
27,최상민,SSG,중견수,3,8.0,-0.014,-0.15
28,오태곤,SSG,중견수,10,42.0,-0.015,-0.16
29,고명준,SSG,1루수,79,584.0,-0.017,-0.19
30,안상현,SSG,2루수,28,176.0,-0.043,-0.46
31,에레디아,SSG,좌익수,92,758.0,-0.059,-0.65
32,김찬형,SSG,3루수,2,10.0,-0.079,-0.86
33,오태곤,SSG,좌익수,11,38.2,-0.088,-0.96
34,최경모,SSG,유격수,9,20.0,-0.114,-1.24
35,최경모,SSG,3루수,19,60.0,-0.117,-1.28
36,최준우,SSG,2루수,10,47.0,-0.14,-1.53
37,박지환,SSG,2루수,49,367.2,-0.162,-1.77
38,오태곤,SSG,우익수,9,44.0,-0.172,-1.88
38,조형우,SSG,포수,14,76.2,-0.172,-1.88
40,하재훈,SSG,좌익수,28,202.0,-0.188,-2.06
41,박지환,SSG,3루수,3,12.0,-0.199,-2.18
42,한유섬,SSG,좌익수,3,11.0,-0.207,-2.27
43,김성현,SSG,유격수,14,67.0,-0.272,-2.98
44,전의산,SSG,1루수,21,113.0,-0.338,-3.7
45,김성현,SSG,2루수,34,144.2,-0.361,-3.94
46,최지훈,SSG,중견수,115,968.2,-0.525,-5.74
47,한유섬,SSG,우익수,76,603.0,-1.324,-14.47
48,하재훈,SSG,우익수,44,297.0,-1.953,-21.36
58,최민창,SSG,중견수,1,1.0,nan,nan
58,최상민,SSG,좌익수,3,4.0,nan,nan
58,박민호,SSG,투수,19,22.2,nan,nan
58,안상현,SSG,3루수,1,1.0,nan,nan
58,한두솔,SSG,투수,51,50.1,nan,nan
58,조병현,SSG,투수,61,57.2,nan,nan
58,이로운,SSG,투수,52,51.0,nan,nan
58,고명준,SSG,3루수,1,1.0,nan,nan
58,최민창,SSG,좌익수,2,3.0,nan,nan
