순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,박성한,SSG,유격수,98,826.1,1.228,13.37
2,이지영,SSG,포수,78,601.1,1.197,13.02
3,오태곤,SSG,1루수,50,205.0,0.761,8.28
4,정준재,SSG,2루수,25,161.1,0.387,4.21
5,김성현,SSG,3루수,14,94.0,0.379,4.13
6,최경모,SSG,2루수,20,72.2,0.272,2.96
7,김찬형,SSG,유격수,1,3.0,0.064,0.69
8,정현승,SSG,좌익수,4,20.0,0.055,0.59
9,고명준,SSG,1루수,79,584.0,0.052,0.56
10,강진성,SSG,1루수,2,9.0,0.048,0.53
10,박지환,SSG,2루수,42,317.2,0.048,0.52
12,최준우,SSG,3루수,4,6.0,0.046,0.5
13,최상민,SSG,우익수,5,10.0,0.042,0.46
14,정준재,SSG,유격수,3,5.2,0.039,0.42
15,김창평,SSG,우익수,1,4.0,0.029,0.31
16,강진성,SSG,좌익수,1,3.0,0.027,0.3
17,정준재,SSG,3루수,14,57.2,0.023,0.25
18,오태곤,SSG,3루수,2,5.0,0.014,0.16
19,최상민,SSG,중견수,1,1.0,0.0,0.0
19,문승원,SSG,투수,38,39.2,0.0,0.0
21,정현승,SSG,우익수,7,34.0,-0.001,-0.01
22,김찬형,SSG,2루수,2,11.0,-0.003,-0.04
23,추신수,SSG,우익수,6,35.0,-0.005,-0.05
23,김성현,SSG,2루수,22,106.1,-0.005,-0.06
25,김민식,SSG,포수,31,214.0,-0.006,-0.07
26,최민창,SSG,우익수,3,4.0,-0.009,-0.1
27,오태곤,SSG,중견수,10,42.0,-0.015,-0.16
28,안상현,SSG,2루수,28,176.0,-0.041,-0.45
29,김찬형,SSG,3루수,2,10.0,-0.077,-0.84
30,오태곤,SSG,좌익수,10,37.2,-0.095,-1.03
31,최경모,SSG,3루수,19,60.0,-0.105,-1.14
32,최경모,SSG,유격수,9,20.0,-0.112,-1.22
33,최준우,SSG,2루수,10,47.0,-0.141,-1.53
34,오태곤,SSG,우익수,9,44.0,-0.177,-1.92
35,조형우,SSG,포수,14,76.2,-0.194,-2.11
35,최정,SSG,3루수,85,656.1,-0.194,-2.11
37,한유섬,SSG,좌익수,3,11.0,-0.21,-2.29
38,에레디아,SSG,좌익수,76,628.1,-0.257,-2.8
39,김성현,SSG,유격수,8,37.0,-0.27,-2.94
40,전의산,SSG,1루수,16,94.0,-0.302,-3.28
41,최지훈,SSG,중견수,100,847.0,-0.351,-3.82
42,하재훈,SSG,좌익수,26,188.0,-0.37,-4.03
43,한유섬,SSG,우익수,62,492.0,-0.788,-8.57
44,하재훈,SSG,우익수,40,269.0,-1.927,-20.97
56,최민창,SSG,중견수,1,1.0,nan,nan
56,최상민,SSG,좌익수,1,1.0,nan,nan
56,박민호,SSG,투수,19,22.2,nan,nan
56,안상현,SSG,3루수,1,1.0,nan,nan
56,한두솔,SSG,투수,43,41.2,nan,nan
56,조병현,SSG,투수,54,51.2,nan,nan
56,이로운,SSG,투수,47,46.2,nan,nan
56,하재훈,SSG,중견수,1,1.0,nan,nan
56,고명준,SSG,3루수,1,1.0,nan,nan
56,최민창,SSG,좌익수,2,3.0,nan,nan
56,박지환,SSG,3루수,1,1.0,nan,nan
