순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,이지영,SSG,포수,103,797.1,1.388,15.48
2,박성한,SSG,유격수,121,993.0,0.892,9.95
3,김성현,SSG,3루수,17,99.1,0.349,3.89
4,정준재,SSG,2루수,45,290.2,0.272,3.03
5,최경모,SSG,2루수,20,72.2,0.265,2.96
6,최정,SSG,3루수,107,834.2,0.193,2.16
7,오태곤,SSG,1루수,77,408.2,0.187,2.09
8,최상민,SSG,우익수,14,21.2,0.073,0.82
9,김찬형,SSG,유격수,1,3.0,0.063,0.7
10,정현승,SSG,좌익수,4,20.0,0.054,0.6
11,정준재,SSG,3루수,18,85.2,0.052,0.58
12,강진성,SSG,1루수,2,9.0,0.048,0.53
13,최준우,SSG,3루수,4,6.0,0.043,0.48
14,김민식,SSG,포수,40,264.2,0.04,0.44
15,정준재,SSG,유격수,3,5.2,0.038,0.43
16,김창평,SSG,우익수,1,4.0,0.03,0.33
17,에레디아,SSG,중견수,2,14.0,0.027,0.31
17,강진성,SSG,좌익수,1,3.0,0.027,0.3
19,최상민,SSG,중견수,7,15.0,0.018,0.2
20,오태곤,SSG,3루수,2,5.0,0.013,0.14
21,정현승,SSG,우익수,8,35.0,0.002,0.02
22,문승원,SSG,투수,54,55.1,0.0,0.0
23,김찬형,SSG,2루수,2,11.0,-0.004,-0.04
23,추신수,SSG,우익수,6,35.0,-0.004,-0.05
25,안상현,SSG,3루수,2,8.0,-0.008,-0.09
25,최민창,SSG,우익수,3,4.0,-0.008,-0.09
27,하재훈,SSG,중견수,13,80.0,-0.013,-0.14
28,안상현,SSG,2루수,28,176.0,-0.046,-0.51
29,에레디아,SSG,좌익수,104,862.0,-0.053,-0.59
29,고명준,SSG,1루수,83,613.0,-0.053,-0.6
31,오태곤,SSG,중견수,12,49.0,-0.067,-0.75
32,김찬형,SSG,3루수,2,10.0,-0.08,-0.89
33,오태곤,SSG,좌익수,11,38.2,-0.088,-0.98
34,안상현,SSG,유격수,1,5.0,-0.093,-1.03
35,박지환,SSG,2루수,53,399.2,-0.109,-1.22
36,최경모,SSG,유격수,9,20.0,-0.114,-1.27
37,정현승,SSG,중견수,3,17.0,-0.116,-1.3
38,최경모,SSG,3루수,19,60.0,-0.117,-1.3
38,오태곤,SSG,우익수,10,50.0,-0.117,-1.31
40,조형우,SSG,포수,16,82.2,-0.125,-1.39
41,최준우,SSG,2루수,10,47.0,-0.141,-1.57
42,하재훈,SSG,좌익수,28,202.0,-0.188,-2.1
43,한유섬,SSG,좌익수,3,11.0,-0.207,-2.31
44,박지환,SSG,3루수,7,35.0,-0.283,-3.15
45,김성현,SSG,2루수,35,147.2,-0.429,-4.78
46,전의산,SSG,1루수,22,114.0,-0.446,-4.98
47,최지훈,SSG,중견수,115,968.2,-0.49,-5.47
48,김성현,SSG,유격수,21,118.0,-0.498,-5.56
49,한유섬,SSG,우익수,87,694.2,-1.33,-14.83
50,하재훈,SSG,우익수,46,300.1,-1.85,-20.63
59,최상민,SSG,좌익수,4,5.0,nan,nan
59,최민창,SSG,좌익수,2,3.0,nan,nan
59,한두솔,SSG,투수,55,54.2,nan,nan
59,조병현,SSG,투수,65,63.0,nan,nan
59,이로운,SSG,투수,57,54.2,nan,nan
59,고명준,SSG,3루수,1,1.0,nan,nan
59,최민창,SSG,중견수,1,1.0,nan,nan
59,박민호,SSG,투수,19,22.2,nan,nan
