순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,이지영,SSG,포수,101,780.1,1.387,15.43
2,박성한,SSG,유격수,119,978.0,0.746,8.31
3,김성현,SSG,3루수,16,98.1,0.313,3.48
4,정준재,SSG,2루수,44,278.2,0.266,2.95
5,최경모,SSG,2루수,20,72.2,0.262,2.92
6,오태곤,SSG,1루수,75,399.2,0.162,1.8
7,하재훈,SSG,중견수,11,62.0,0.141,1.57
8,최정,SSG,3루수,105,814.2,0.083,0.92
9,최상민,SSG,우익수,14,21.2,0.074,0.82
10,김찬형,SSG,유격수,1,3.0,0.063,0.7
11,정현승,SSG,좌익수,4,20.0,0.055,0.61
12,정준재,SSG,3루수,18,85.2,0.049,0.54
13,강진성,SSG,1루수,2,9.0,0.048,0.53
13,고명준,SSG,1루수,81,601.0,0.048,0.53
15,최준우,SSG,3루수,4,6.0,0.042,0.47
16,정준재,SSG,유격수,3,5.2,0.038,0.43
17,김창평,SSG,우익수,1,4.0,0.03,0.33
18,김민식,SSG,포수,40,264.2,0.027,0.31
18,에레디아,SSG,중견수,2,14.0,0.027,0.31
18,강진성,SSG,좌익수,1,3.0,0.027,0.3
21,오태곤,SSG,3루수,2,5.0,0.013,0.14
22,최상민,SSG,중견수,6,12.0,0.006,0.07
23,정현승,SSG,우익수,8,35.0,0.002,0.02
24,문승원,SSG,투수,53,54.1,0.0,0.0
25,김찬형,SSG,2루수,2,11.0,-0.004,-0.04
25,추신수,SSG,우익수,6,35.0,-0.004,-0.05
27,최민창,SSG,우익수,3,4.0,-0.008,-0.09
27,안상현,SSG,3루수,2,8.0,-0.008,-0.09
29,안상현,SSG,유격수,1,5.0,-0.046,-0.51
30,안상현,SSG,2루수,28,176.0,-0.052,-0.57
31,오태곤,SSG,중견수,12,49.0,-0.068,-0.76
32,김찬형,SSG,3루수,2,10.0,-0.081,-0.9
33,오태곤,SSG,좌익수,11,38.2,-0.087,-0.97
34,에레디아,SSG,좌익수,102,841.0,-0.112,-1.25
35,최경모,SSG,유격수,9,20.0,-0.114,-1.27
36,정현승,SSG,중견수,3,17.0,-0.117,-1.3
37,최경모,SSG,3루수,19,60.0,-0.119,-1.32
38,박지환,SSG,2루수,52,393.2,-0.132,-1.47
39,조형우,SSG,포수,15,78.2,-0.142,-1.58
40,최준우,SSG,2루수,10,47.0,-0.143,-1.6
41,오태곤,SSG,우익수,9,44.0,-0.168,-1.87
42,하재훈,SSG,좌익수,28,202.0,-0.186,-2.06
43,한유섬,SSG,좌익수,3,11.0,-0.207,-2.3
44,박지환,SSG,3루수,7,35.0,-0.284,-3.16
45,김성현,SSG,2루수,34,144.2,-0.359,-4.0
46,김성현,SSG,유격수,20,112.0,-0.426,-4.74
47,전의산,SSG,1루수,22,114.0,-0.443,-4.93
48,최지훈,SSG,중견수,115,968.2,-0.499,-5.56
49,한유섬,SSG,우익수,86,682.2,-1.38,-15.36
50,하재훈,SSG,우익수,45,297.1,-1.935,-21.53
59,박민호,SSG,투수,19,22.2,nan,nan
59,최상민,SSG,좌익수,4,5.0,nan,nan
59,최민창,SSG,좌익수,2,3.0,nan,nan
59,한두솔,SSG,투수,54,53.2,nan,nan
59,조병현,SSG,투수,64,61.0,nan,nan
59,이로운,SSG,투수,56,53.2,nan,nan
59,고명준,SSG,3루수,1,1.0,nan,nan
59,최민창,SSG,중견수,1,1.0,nan,nan
