순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,이지영,SSG,포수,86,662.1,1.249,13.74
2,박성한,SSG,유격수,108,903.0,0.954,10.5
3,오태곤,SSG,1루수,60,281.2,0.658,7.23
4,정준재,SSG,2루수,30,189.2,0.343,3.78
5,김성현,SSG,3루수,15,98.0,0.33,3.63
6,최경모,SSG,2루수,20,72.2,0.263,2.9
7,김찬형,SSG,유격수,1,3.0,0.064,0.7
8,정준재,SSG,3루수,18,85.2,0.061,0.67
9,정현승,SSG,좌익수,4,20.0,0.055,0.61
10,강진성,SSG,1루수,2,9.0,0.047,0.52
10,최상민,SSG,우익수,11,17.2,0.047,0.51
12,최준우,SSG,3루수,4,6.0,0.046,0.5
13,정준재,SSG,유격수,3,5.2,0.039,0.43
14,김창평,SSG,우익수,1,4.0,0.03,0.33
15,에레디아,SSG,중견수,2,14.0,0.029,0.31
16,강진성,SSG,좌익수,1,3.0,0.028,0.3
17,오태곤,SSG,3루수,2,5.0,0.014,0.16
18,김민식,SSG,포수,36,239.2,0.01,0.11
19,정현승,SSG,우익수,7,34.0,0.002,0.02
20,최상민,SSG,중견수,1,1.0,0.0,0.0
20,문승원,SSG,투수,44,47.0,0.0,0.0
22,추신수,SSG,우익수,6,35.0,-0.001,-0.01
22,하재훈,SSG,중견수,3,4.0,-0.001,-0.02
24,김찬형,SSG,2루수,2,11.0,-0.003,-0.04
25,최민창,SSG,우익수,3,4.0,-0.008,-0.09
26,오태곤,SSG,중견수,10,42.0,-0.012,-0.13
27,고명준,SSG,1루수,79,584.0,-0.015,-0.16
28,안상현,SSG,2루수,28,176.0,-0.04,-0.44
29,김찬형,SSG,3루수,2,10.0,-0.077,-0.85
30,최정,SSG,3루수,92,711.0,-0.082,-0.91
31,오태곤,SSG,좌익수,10,37.2,-0.091,-1.0
32,최경모,SSG,유격수,9,20.0,-0.106,-1.17
33,최경모,SSG,3루수,19,60.0,-0.109,-1.19
34,최준우,SSG,2루수,10,47.0,-0.138,-1.52
35,오태곤,SSG,우익수,9,44.0,-0.168,-1.85
36,조형우,SSG,포수,14,76.2,-0.173,-1.9
37,김성현,SSG,2루수,29,131.2,-0.188,-2.06
38,박지환,SSG,2루수,47,350.2,-0.194,-2.13
39,하재훈,SSG,좌익수,28,202.0,-0.199,-2.19
40,한유섬,SSG,좌익수,3,11.0,-0.208,-2.29
41,에레디아,SSG,좌익수,85,701.0,-0.212,-2.33
42,김성현,SSG,유격수,11,47.0,-0.273,-3.0
43,전의산,SSG,1루수,18,104.0,-0.336,-3.69
44,최지훈,SSG,중견수,109,916.2,-0.391,-4.3
45,한유섬,SSG,우익수,70,556.0,-1.074,-11.82
46,하재훈,SSG,우익수,42,284.0,-1.871,-20.59
57,안상현,SSG,3루수,1,1.0,nan,nan
57,한두솔,SSG,투수,47,46.1,nan,nan
57,조병현,SSG,투수,59,55.2,nan,nan
57,이로운,SSG,투수,51,50.0,nan,nan
57,고명준,SSG,3루수,1,1.0,nan,nan
57,최민창,SSG,좌익수,2,3.0,nan,nan
57,최민창,SSG,중견수,1,1.0,nan,nan
57,박지환,SSG,3루수,1,1.0,nan,nan
57,최상민,SSG,좌익수,1,1.0,nan,nan
57,박민호,SSG,투수,19,22.2,nan,nan
