순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,김주원,NC,유격수,89,659.0,1.913,20.78
2,박민우,NC,2루수,71,576.0,1.136,12.33
3,김형준,NC,포수,82,642.0,0.721,7.83
4,손아섭,NC,우익수,20,130.2,0.497,5.4
5,김성욱,NC,중견수,74,542.1,0.483,5.24
6,김휘집,NC,3루수,27,184.0,0.43,4.66
7,최정원,NC,중견수,18,60.1,0.294,3.19
8,권희동,NC,좌익수,87,624.2,0.271,2.94
9,박시원,NC,중견수,23,159.2,0.137,1.48
10,도태훈,NC,2루수,20,98.0,0.131,1.42
11,박세혁,NC,포수,50,239.0,0.118,1.28
12,권희동,NC,중견수,7,38.0,0.113,1.23
13,한석현,NC,좌익수,7,11.2,0.11,1.19
14,오영수,NC,1루수,10,49.2,0.108,1.18
15,김수윤,NC,1루수,3,12.0,0.054,0.59
16,도태훈,NC,1루수,37,125.0,0.039,0.42
17,도태훈,NC,3루수,13,45.2,0.033,0.36
18,김세훈,NC,2루수,2,8.0,0.026,0.28
19,박영빈,NC,좌익수,4,8.0,0.023,0.25
20,최정원,NC,좌익수,1,2.0,0.015,0.16
21,김한별,NC,2루수,7,11.0,0.01,0.11
22,서호철,NC,3루수,82,648.0,-0.039,-0.42
23,천재환,NC,중견수,11,51.2,-0.042,-0.46
24,김수윤,NC,3루수,1,2.0,-0.05,-0.54
24,천재환,NC,좌익수,11,31.0,-0.05,-0.55
26,김세훈,NC,유격수,5,8.1,-0.071,-0.77
27,손아섭,NC,좌익수,9,65.0,-0.072,-0.78
28,김성욱,NC,좌익수,13,29.1,-0.075,-0.82
29,서호철,NC,2루수,19,95.1,-0.105,-1.13
30,김한별,NC,유격수,12,55.0,-0.164,-1.78
31,한석현,NC,우익수,12,29.1,-0.171,-1.86
32,박건우,NC,중견수,3,15.0,-0.175,-1.9
33,한석현,NC,중견수,3,14.0,-0.188,-2.04
34,박시원,NC,우익수,5,37.0,-0.193,-2.1
35,김성욱,NC,우익수,18,51.2,-0.213,-2.31
36,권희동,NC,우익수,7,42.1,-0.215,-2.34
37,김휘집,NC,유격수,23,157.2,-0.237,-2.58
38,최정원,NC,2루수,16,92.2,-0.299,-3.24
39,박한결,NC,좌익수,20,109.1,-0.356,-3.86
40,천재환,NC,우익수,21,68.0,-0.396,-4.3
41,박건우,NC,우익수,68,522.0,-0.611,-6.63
42,데이비슨,NC,1루수,84,694.1,-1.159,-12.59
50,송명기,NC,투수,23,29.1,nan,nan
50,김한별,NC,3루수,2,1.1,nan,nan
50,도태훈,NC,유격수,1,1.0,nan,nan
50,김영규,NC,투수,40,43.2,nan,nan
50,한재승,NC,투수,37,34.1,nan,nan
50,류진욱,NC,투수,25,20.0,nan,nan
50,김재열,NC,투수,51,51.2,nan,nan
