순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,안중열,NC,1.000,1,0,0,-,0,-,3.00,3.000,1.8,1.45
2,박영빈,NC,0.500,2,0,0,-,0,0.33,4.43,0.333,2.0,0.465
3,박건우,NC,0.344,37,69,91,0.76,6,0.61,3.69,0.198,65.0,0.32
4,박민우,NC,0.333,35,96,116,0.83,3,0.69,3.90,0.125,81.7,0.3
5,김한별,NC,0.303,1,9,6,1.50,0,0.25,4.31,0.030,4.8,0.268
6,권희동,NC,0.302,36,111,119,0.93,8,1.19,4.53,0.153,81.4,0.301
7,데이비슨,NC,0.299,65,78,126,0.62,8,0.27,3.80,0.325,99.7,0.319
8,천재환,NC,0.298,12,35,48,0.73,0,0.34,3.72,0.111,24.6,0.264
9,손아섭,NC,0.291,23,110,63,1.75,6,0.26,3.79,0.113,43.4,0.246
10,서호철,NC,0.284,27,131,115,1.14,4,0.34,3.79,0.101,59.4,0.252
11,김휘집,NC,0.264,39,82,144,0.57,8,0.39,4.13,0.161,63.1,0.257
12,최정원,NC,0.259,3,37,17,2.18,2,0.61,4.21,0.028,14.7,0.238
13,한석현,NC,0.244,2,13,9,1.44,0,0.08,3.74,0.044,2.8,0.197
14,김주원,NC,0.244,25,61,101,0.60,2,0.47,4.12,0.129,55.9,0.26
15,박세혁,NC,0.243,9,27,40,0.68,1,0.33,3.89,0.076,16.0,0.224
16,김수윤,NC,0.222,0,1,2,0.50,0,0.25,3.60,0.000,0.7,0.191
17,김성욱,NC,0.201,26,68,119,0.57,3,0.36,4.06,0.185,41.0,0.227
18,박시원,NC,0.200,5,26,29,0.90,1,0.31,3.97,0.083,10.4,0.195
18,송승환,NC,0.200,0,2,1,2.00,0,0.00,3.00,0.000,0.1,0.14
18,오영수,NC,0.200,3,3,16,0.19,0,0.33,4.24,0.300,5.0,0.244
21,도태훈,NC,0.198,3,36,35,1.03,1,0.78,4.10,0.025,11.8,0.21
22,김형준,NC,0.198,28,49,83,0.59,6,0.33,4.22,0.183,41.7,0.228
23,박한결,NC,0.185,8,10,14,0.71,0,0.21,4.01,0.338,9.5,0.245
24,김범준,NC,0.000,0,2,1,2.00,0,0.00,3.00,0.000,-0.8,0.0
24,김세훈,NC,0.000,0,2,0,-,0,0.50,4.40,0.000,0.0,0.09
24,김영규,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
24,김재열,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
24,류진욱,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
24,송명기,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
24,신용석,NC,0.000,0,2,0,-,0,-,3.00,0.000,-0.6,0.0
24,한재승,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
