순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,김주원,NC,유격수,116,889.2,2.409,26.81
2,박민우,NC,2루수,89,710.1,1.151,12.8
3,김형준,NC,포수,105,787.1,0.905,10.07
4,김휘집,NC,3루수,39,279.2,0.509,5.67
5,손아섭,NC,우익수,20,130.2,0.505,5.61
6,최정원,NC,중견수,29,133.1,0.405,4.5
7,권희동,NC,좌익수,110,804.2,0.298,3.32
8,도태훈,NC,2루수,25,123.0,0.177,1.97
9,송승환,NC,우익수,2,9.0,0.166,1.84
9,서호철,NC,2루수,28,163.0,0.166,1.84
11,김휘집,NC,1루수,10,76.0,0.149,1.66
12,한석현,NC,좌익수,7,11.2,0.114,1.27
13,권희동,NC,중견수,7,38.0,0.113,1.26
14,박시원,NC,중견수,24,163.1,0.106,1.18
15,오영수,NC,1루수,10,49.2,0.102,1.14
16,도태훈,NC,3루수,14,46.2,0.059,0.66
17,천재환,NC,중견수,16,76.0,0.03,0.34
18,서호철,NC,3루수,99,789.0,0.028,0.31
19,김수윤,NC,1루수,5,22.0,0.027,0.3
20,김세훈,NC,2루수,2,8.0,0.023,0.26
21,도태훈,NC,1루수,50,165.2,0.015,0.17
22,박세혁,NC,포수,67,330.1,0.009,0.1
23,김한별,NC,2루수,11,15.2,0.008,0.09
24,신용석,NC,포수,1,3.0,0.003,0.03
25,김성욱,NC,중견수,92,667.0,-0.015,-0.17
26,김수윤,NC,3루수,2,4.0,-0.049,-0.54
27,손아섭,NC,좌익수,9,65.0,-0.06,-0.67
28,최정원,NC,좌익수,2,3.0,-0.063,-0.7
29,김세훈,NC,유격수,5,8.1,-0.074,-0.82
29,김성욱,NC,좌익수,15,40.1,-0.074,-0.82
31,박영빈,NC,중견수,2,2.0,-0.116,-1.29
32,김한별,NC,유격수,16,64.0,-0.118,-1.31
33,천재환,NC,좌익수,18,67.2,-0.139,-1.55
34,박영빈,NC,좌익수,9,16.0,-0.145,-1.61
35,박건우,NC,중견수,3,15.0,-0.169,-1.88
36,김성욱,NC,우익수,20,59.0,-0.184,-2.05
37,한석현,NC,우익수,14,38.1,-0.189,-2.11
38,권희동,NC,우익수,7,42.1,-0.206,-2.29
39,박시원,NC,우익수,16,92.0,-0.26,-2.9
39,한석현,NC,중견수,5,26.0,-0.26,-2.9
41,김휘집,NC,유격수,23,157.2,-0.268,-2.98
42,최정원,NC,2루수,18,99.2,-0.316,-3.51
43,박한결,NC,좌익수,21,110.1,-0.331,-3.69
44,박건우,NC,우익수,68,522.0,-0.537,-5.98
45,천재환,NC,우익수,45,227.1,-0.632,-7.03
46,데이비슨,NC,1루수,99,807.1,-1.197,-13.32
56,류진욱,NC,투수,41,34.2,nan,nan
56,김재열,NC,투수,62,62.2,nan,nan
56,김영규,NC,투수,42,45.2,nan,nan
56,김한별,NC,3루수,2,1.1,nan,nan
56,한재승,NC,투수,43,39.2,nan,nan
56,김수윤,NC,2루수,1,1.0,nan,nan
56,도태훈,NC,유격수,1,1.0,nan,nan
56,김범준,NC,좌익수,1,2.0,nan,nan
56,송명기,NC,투수,29,34.1,nan,nan
