순위,선수명,팀명,타율,타수,안타,2루타,3루타,홈런,타점,볼넷,사구,삼진,병살타,타순
1,박한결,NC,0.5,2,1,0,0,0,0,0,0,1,0,1번
2,김주원,NC,0.4,5,2,0,0,0,3,1,0,0,0,1번
2,한석현,NC,0.4,5,2,0,0,0,1,0,0,0,0,1번
4,서호철,NC,0.385,13,5,0,0,1,2,0,1,1,1,1번
5,박민우,NC,0.331,390,129,23,2,7,45,49,9,68,4,1번
6,손아섭,NC,0.259,58,15,2,0,0,5,2,0,11,1,1번
7,김성욱,NC,0.25,4,1,0,0,1,1,0,1,0,0,1번
8,최정원,NC,0.212,33,7,0,0,0,5,6,0,11,1,1번
9,박시원,NC,0.143,7,1,0,0,0,0,2,0,6,0,1번
10,김범준,NC,0.0,2,0,0,0,0,0,0,0,1,0,1번
10,김한별,NC,0.0,3,0,0,0,0,0,0,0,0,1,1번
10,김휘집,NC,0.0,1,0,0,0,0,0,0,0,1,0,1번
10,도태훈,NC,0.0,8,0,0,0,0,0,1,1,2,1,1번
10,천재환,NC,0.0,1,0,0,0,0,0,0,0,0,0,1번
1,김수윤,NC,1.0,1,1,0,0,0,0,0,0,0,0,2번
2,김한별,NC,0.5,2,1,0,0,0,0,0,0,1,0,2번
3,박영빈,NC,0.333,3,1,1,0,0,0,0,0,2,0,2번
4,손아섭,NC,0.315,108,34,6,0,3,16,6,0,18,0,2번
5,최정원,NC,0.308,39,12,2,0,0,4,8,2,8,0,2번
6,권희동,NC,0.298,114,34,7,0,2,13,21,4,19,3,2번
7,서호철,NC,0.274,164,45,5,1,2,14,7,10,31,2,2번
8,김성욱,NC,0.25,4,1,0,0,0,0,0,0,0,1,2번
8,천재환,NC,0.25,8,2,0,0,0,0,1,0,3,0,2번
10,도태훈,NC,0.231,13,3,0,0,0,0,2,0,2,0,2번
11,김주원,NC,0.2,10,2,1,0,0,1,3,1,4,0,2번
11,박시원,NC,0.2,35,7,1,1,0,3,3,0,12,0,2번
13,김휘집,NC,0.0,9,0,0,0,0,0,1,0,4,0,2번
13,박민우,NC,0.0,2,0,0,0,0,0,0,0,0,0,2번
13,박세혁,NC,0.0,1,0,0,0,0,0,0,0,0,0,2번
13,박한결,NC,0.0,6,0,0,0,0,0,0,0,5,0,2번
13,한석현,NC,0.0,3,0,0,0,0,0,0,0,1,0,2번
1,박세혁,NC,1.0,1,1,1,0,0,0,0,0,0,0,3번
2,박민우,NC,0.5,10,5,2,0,0,1,0,0,1,0,3번
3,김휘집,NC,0.429,7,3,1,0,0,0,1,1,1,0,3번
4,권희동,NC,0.364,11,4,1,0,0,5,2,0,3,0,3번
5,박건우,NC,0.339,236,80,21,0,10,39,20,3,39,7,3번
6,김성욱,NC,0.333,9,3,0,1,1,5,1,1,5,0,3번
7,데이비슨,NC,0.319,113,36,9,0,11,28,8,3,30,5,3번
8,손아섭,NC,0.291,117,34,7,0,2,20,6,0,22,0,3번
9,서호철,NC,0.273,11,3,0,0,0,2,0,0,0,0,3번
10,박한결,NC,0.25,4,1,0,0,1,1,1,0,2,0,3번
10,최정원,NC,0.25,4,1,0,0,0,0,0,0,1,0,3번
12,천재환,NC,0.2,5,1,0,0,0,1,0,1,1,0,3번
13,한석현,NC,0.167,6,1,0,0,0,1,1,0,1,2,3번
14,도태훈,NC,0.143,7,1,0,0,0,2,2,0,0,0,3번
15,김수윤,NC,0.0,1,0,0,0,0,0,0,0,0,0,3번
15,오영수,NC,0.0,1,0,0,0,0,0,0,0,0,0,3번
1,박민우,NC,1.0,2,2,0,0,0,0,0,0,0,0,4번
2,최정원,NC,0.75,4,3,1,0,0,0,0,0,0,0,4번
3,박영빈,NC,0.667,3,2,1,0,0,1,1,0,1,0,4번
4,김성욱,NC,0.5,2,1,0,0,1,1,0,0,1,0,4번
4,오영수,NC,0.5,4,2,0,0,1,2,0,0,0,0,4번
4,천재환,NC,0.5,2,1,0,0,1,1,0,0,1,0,4번
7,권희동,NC,0.326,132,43,10,1,7,31,26,2,15,4,4번
8,데이비슨,NC,0.285,333,95,12,0,30,80,28,12,96,7,4번
9,도태훈,NC,0.111,9,1,0,0,0,2,2,0,3,0,4번
10,김범준,NC,0.0,1,0,0,0,0,0,0,0,1,0,4번
10,김휘집,NC,0.0,2,0,0,0,0,0,2,0,1,0,4번
10,박시원,NC,0.0,2,0,0,0,0,0,0,0,1,0,4번
10,서호철,NC,0.0,1,0,0,0,0,0,0,0,0,1,4번
10,한석현,NC,0.0,1,0,0,0,0,0,0,0,0,0,4번
1,박세혁,NC,0.667,3,2,0,0,0,0,0,0,0,0,5번
2,박건우,NC,0.353,85,30,2,1,3,14,13,1,14,0,5번
3,천재환,NC,0.333,15,5,0,0,0,2,2,1,4,1,5번
4,김휘집,NC,0.281,171,48,9,0,6,28,18,3,41,9,5번
5,손아섭,NC,0.275,40,11,1,0,2,9,2,0,9,0,5번
6,권희동,NC,0.27,141,38,4,0,3,24,24,4,26,2,5번
7,박시원,NC,0.25,4,1,0,0,0,0,0,0,1,0,5번
8,박한결,NC,0.235,17,4,0,0,2,5,1,0,6,1,5번
9,한석현,NC,0.143,7,1,0,0,0,0,0,0,2,0,5번
10,김성욱,NC,0.08,25,2,0,0,0,2,0,1,6,0,5번
11,김주원,NC,0.0,2,0,0,0,0,0,2,0,0,0,5번
11,도태훈,NC,0.0,2,0,0,0,0,1,0,0,2,0,5번
11,오영수,NC,0.0,4,0,0,0,0,0,0,0,1,0,5번
11,최정원,NC,0.0,1,0,0,0,0,0,0,0,1,0,5번
1,최정원,NC,1.0,1,1,0,0,0,1,0,0,0,0,6번
2,한석현,NC,0.667,3,2,0,0,0,0,0,1,1,0,6번
3,오영수,NC,0.5,2,1,0,0,0,0,2,1,0,0,6번
4,손아섭,NC,0.333,3,1,0,0,0,0,0,0,2,0,6번
5,천재환,NC,0.289,45,13,1,0,1,5,1,0,13,0,6번
6,서호철,NC,0.269,145,39,7,1,1,17,12,3,27,7,6번
7,김휘집,NC,0.227,97,22,2,0,2,9,10,1,22,1,6번
8,박한결,NC,0.211,19,4,1,0,3,4,2,0,8,0,6번
9,김성욱,NC,0.199,156,31,6,1,6,27,20,7,36,4,6번
10,박시원,NC,0.188,16,3,0,0,0,2,4,0,7,0,6번
11,박세혁,NC,0.125,8,1,1,0,0,0,0,0,4,0,6번
12,권희동,NC,0.0,3,0,0,0,0,0,1,0,0,0,6번
12,김범준,NC,0.0,1,0,0,0,0,0,0,0,0,0,6번
12,김한별,NC,0.0,1,0,0,0,0,0,0,1,1,0,6번
12,김형준,NC,0.0,3,0,0,0,0,0,1,0,0,0,6번
12,도태훈,NC,0.0,6,0,0,0,0,0,1,0,1,1,6번
1,박세혁,NC,0.353,51,18,4,0,0,5,5,1,10,2,7번
2,도태훈,NC,0.333,18,6,2,0,0,1,3,2,3,1,7번
3,천재환,NC,0.316,38,12,2,1,1,8,4,1,5,1,7번
4,서호철,NC,0.314,70,22,2,0,1,10,7,2,17,2,7번
5,김주원,NC,0.308,39,12,2,0,0,3,7,1,11,1,7번
6,김휘집,NC,0.277,83,23,5,1,3,18,7,3,21,6,7번
7,한석현,NC,0.250,4,1,0,0,0,1,0,0,2,0,7번
8,김성욱,NC,0.236,72,17,1,0,4,16,5,3,18,1,7번
9,박시원,NC,0.227,44,10,1,0,1,6,3,0,11,2,7번
10,김형준,NC,0.179,78,14,3,0,3,12,12,0,32,3,7번
11,박한결,NC,0.077,13,1,0,0,0,1,1,0,4,0,7번
12,김세훈,NC,0.000,2,0,0,0,0,0,0,0,2,0,7번
12,김한별,NC,-,0,0,0,0,0,0,1,0,0,0,7번
12,박민우,NC,0.000,1,0,0,0,0,0,0,0,0,0,7번
12,송승환,NC,0.000,2,0,0,0,0,0,0,0,1,0,7번
12,오영수,NC,0.000,1,0,0,0,0,0,0,0,1,0,7번
12,최정원,NC,0.000,6,0,0,0,0,0,0,0,2,0,7번
1,박건우,NC,0.500,2,1,0,0,0,0,0,0,1,0,8번
2,천재환,NC,0.345,29,10,3,0,0,6,2,0,5,1,8번
3,김휘집,NC,0.333,12,4,2,0,0,1,1,0,1,0,8번
4,김주원,NC,0.262,42,11,2,0,3,7,5,5,11,0,8번
5,박한결,NC,0.250,4,1,0,0,1,3,1,0,3,0,8번
6,김형준,NC,0.202,238,48,7,0,13,35,30,2,104,3,8번
7,김성욱,NC,0.200,15,3,1,0,2,4,1,1,3,1,8번
8,오영수,NC,0.188,16,3,0,0,2,3,0,0,4,0,8번
9,김수윤,NC,0.167,6,1,0,0,0,0,0,0,3,0,8번
10,박세혁,NC,0.147,68,10,1,0,1,5,7,2,27,1,8번
11,도태훈,NC,0.111,18,2,0,0,0,0,1,0,8,0,8번
12,김세훈,NC,0.000,1,0,0,0,0,0,0,0,0,0,8번
12,박시원,NC,0.000,3,0,0,0,0,0,0,0,3,0,8번
12,서호철,NC,0.000,1,0,0,0,0,0,0,0,1,0,8번
12,신용석,NC,0.000,1,0,0,0,0,0,0,0,0,0,8번
12,최정원,NC,-,0,0,0,0,0,0,1,0,0,0,8번
1,박세혁,NC,0.400,5,2,1,0,0,0,1,0,1,0,9번
2,서호철,NC,0.342,38,13,2,0,3,9,4,0,6,0,9번
3,김한별,NC,0.333,27,9,1,0,0,2,1,2,6,0,9번
3,박민우,NC,0.333,3,1,0,0,0,0,0,0,1,0,9번
3,박시원,NC,0.333,6,2,0,0,1,1,1,0,0,0,9번
3,송승환,NC,0.333,3,1,0,0,0,0,0,0,0,0,9번
7,천재환,NC,0.308,13,4,0,0,0,4,2,1,0,1,9번
8,도태훈,NC,0.250,36,9,1,0,0,4,8,3,6,1,9번
8,한석현,NC,0.250,4,1,0,0,0,0,0,0,1,0,9번
10,김주원,NC,0.219,224,49,9,1,5,26,27,17,68,2,9번
11,김성욱,NC,0.217,23,5,0,0,0,0,1,1,6,0,9번
11,김휘집,NC,0.217,46,10,3,0,3,7,1,1,17,0,9번
13,최정원,NC,0.200,15,3,0,0,0,2,2,1,5,0,9번
14,김세훈,NC,0.000,1,0,0,0,0,0,1,0,0,0,9번
14,김수윤,NC,0.000,1,0,0,0,0,0,1,0,1,0,9번
14,김형준,NC,-,0,0,0,0,0,0,1,0,0,0,9번
14,오영수,NC,0.000,2,0,0,0,0,0,0,0,0,0,9번
1,김수윤,NC,1.0,1,1,0,0,0,0,0,0,0,0,상위(1~2번)
2,박영빈,NC,0.333,3,1,1,0,0,0,0,0,2,0,상위(1~2번)
3,박민우,NC,0.329,392,129,23,2,7,45,49,9,68,4,상위(1~2번)
4,권희동,NC,0.298,114,34,7,0,2,13,21,4,19,3,상위(1~2번)
5,손아섭,NC,0.295,166,49,8,0,3,21,8,0,29,1,상위(1~2번)
6,서호철,NC,0.282,177,50,5,1,3,16,7,11,32,3,상위(1~2번)
7,김주원,NC,0.267,15,4,1,0,0,4,4,1,4,0,상위(1~2번)
8,최정원,NC,0.264,72,19,2,0,0,9,14,2,19,1,상위(1~2번)
9,김성욱,NC,0.25,8,2,0,0,1,1,0,1,0,1,상위(1~2번)
9,한석현,NC,0.25,8,2,0,0,0,1,0,0,1,0,상위(1~2번)
11,천재환,NC,0.222,9,2,0,0,0,0,1,0,3,0,상위(1~2번)
12,김한별,NC,0.2,5,1,0,0,0,0,0,0,1,1,상위(1~2번)
13,박시원,NC,0.19,42,8,1,1,0,3,5,0,18,0,상위(1~2번)
14,도태훈,NC,0.143,21,3,0,0,0,0,3,1,4,1,상위(1~2번)
15,박한결,NC,0.125,8,1,0,0,0,0,0,0,6,0,상위(1~2번)
16,김범준,NC,0.0,2,0,0,0,0,0,0,0,1,0,상위(1~2번)
16,김휘집,NC,0.0,10,0,0,0,0,0,1,0,5,0,상위(1~2번)
16,박세혁,NC,0.0,1,0,0,0,0,0,0,0,0,0,상위(1~2번)
1,박세혁,NC,0.75,4,3,1,0,0,0,0,0,0,0,중심(3~5번)
2,박영빈,NC,0.667,3,2,1,0,0,1,1,0,1,0,중심(3~5번)
