순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,김주원,NC,유격수,94,700.1,2.188,23.9
2,박민우,NC,2루수,75,601.1,0.93,10.16
3,김형준,NC,포수,87,672.0,0.745,8.14
4,김성욱,NC,중견수,79,578.1,0.576,6.29
5,손아섭,NC,우익수,20,130.2,0.505,5.51
6,김휘집,NC,3루수,29,200.1,0.419,4.58
7,권희동,NC,좌익수,91,655.2,0.39,4.27
8,최정원,NC,중견수,18,60.1,0.301,3.29
9,박시원,NC,중견수,23,159.2,0.152,1.66
10,도태훈,NC,2루수,20,98.0,0.146,1.6
11,서호철,NC,3루수,85,673.0,0.124,1.35
12,권희동,NC,중견수,7,38.0,0.116,1.26
13,한석현,NC,좌익수,7,11.2,0.112,1.23
14,오영수,NC,1루수,10,49.2,0.106,1.16
15,송승환,NC,우익수,1,2.1,0.081,0.88
16,박세혁,NC,포수,53,250.1,0.079,0.86
17,도태훈,NC,1루수,39,128.1,0.076,0.83
18,김수윤,NC,1루수,3,12.0,0.053,0.58
19,도태훈,NC,3루수,13,45.2,0.041,0.45
20,김세훈,NC,2루수,2,8.0,0.027,0.29
21,최정원,NC,좌익수,1,2.0,0.014,0.16
22,김한별,NC,2루수,9,13.2,0.012,0.13
23,김수윤,NC,3루수,1,2.0,-0.05,-0.54
24,박영빈,NC,중견수,1,0.1,-0.053,-0.58
25,손아섭,NC,좌익수,9,65.0,-0.066,-0.72
26,김세훈,NC,유격수,5,8.1,-0.07,-0.77
27,김성욱,NC,좌익수,14,29.2,-0.073,-0.8
28,박영빈,NC,좌익수,6,10.0,-0.083,-0.91
29,김휘집,NC,1루수,1,8.0,-0.084,-0.92
30,천재환,NC,좌익수,12,38.0,-0.092,-1.01
31,박시원,NC,우익수,8,52.0,-0.094,-1.03
32,천재환,NC,중견수,12,56.2,-0.102,-1.11
33,서호철,NC,2루수,21,108.2,-0.111,-1.21
34,김한별,NC,유격수,12,55.0,-0.16,-1.75
35,한석현,NC,우익수,12,29.1,-0.17,-1.86
36,박건우,NC,중견수,3,15.0,-0.173,-1.89
37,한석현,NC,중견수,3,14.0,-0.187,-2.05
38,김성욱,NC,우익수,18,51.2,-0.21,-2.3
39,권희동,NC,우익수,7,42.1,-0.214,-2.33
40,김휘집,NC,유격수,23,157.2,-0.223,-2.43
41,최정원,NC,2루수,16,92.2,-0.293,-3.21
42,박한결,NC,좌익수,21,110.1,-0.345,-3.77
43,천재환,NC,우익수,26,92.0,-0.396,-4.32
44,박건우,NC,우익수,68,522.0,-0.584,-6.38
45,데이비슨,NC,1루수,88,724.1,-1.294,-14.14
53,류진욱,NC,투수,29,23.2,nan,nan
53,김재열,NC,투수,55,54.2,nan,nan
53,김한별,NC,3루수,2,1.1,nan,nan
53,송명기,NC,투수,25,30.0,nan,nan
53,한재승,NC,투수,38,35.1,nan,nan
53,도태훈,NC,유격수,1,1.0,nan,nan
53,김영규,NC,투수,42,45.2,nan,nan
