포지션,선수명
투수,송명기
투수,임정호
투수,요키시
투수,김시훈
투수,이용찬
투수,최성영
투수,이준호
투수,임상현
투수,하트
투수,김재열
투수,류진욱
투수,이용준
투수,이재학
투수,김진호
투수,한재승
투수,최우석
포수,안중열
포수,박세혁
포수,김형준
내야수,최정원
내야수,도태훈
내야수,박민우
내야수,데이비슨
내야수,한재환
내야수,김휘집
내야수,서호철
내야수,김한별
내야수,김주원
외야수,천재환
외야수,손아섭
외야수,한석현
외야수,김성욱
외야수,박시원
