순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,김주원,NC,유격수,108,823.2,2.447,26.81
2,박민우,NC,2루수,84,671.1,1.114,12.2
3,김형준,NC,포수,97,735.2,0.795,8.71
4,손아섭,NC,우익수,20,130.2,0.505,5.53
5,김휘집,NC,3루수,35,243.2,0.482,5.28
6,최정원,NC,중견수,24,93.1,0.263,2.88
7,송승환,NC,우익수,2,9.0,0.166,1.82
8,도태훈,NC,2루수,23,117.0,0.154,1.68
9,도태훈,NC,1루수,44,148.2,0.128,1.4
10,박시원,NC,중견수,24,163.1,0.122,1.34
11,권희동,NC,중견수,7,38.0,0.114,1.25
11,한석현,NC,좌익수,7,11.2,0.114,1.25
13,오영수,NC,1루수,10,49.2,0.102,1.12
14,박세혁,NC,포수,62,311.0,0.096,1.05
15,도태훈,NC,3루수,14,46.2,0.062,0.68
16,천재환,NC,중견수,16,76.0,0.039,0.43
17,권희동,NC,좌익수,103,749.2,0.03,0.33
18,김수윤,NC,1루수,5,22.0,0.027,0.3
19,김세훈,NC,2루수,2,8.0,0.025,0.27
20,최정원,NC,좌익수,1,2.0,0.015,0.16
21,김한별,NC,2루수,9,13.2,0.011,0.12
22,김성욱,NC,중견수,89,645.0,-0.006,-0.06
23,김수윤,NC,3루수,2,4.0,-0.049,-0.54
24,박영빈,NC,중견수,1,2.0,-0.053,-0.58
25,손아섭,NC,좌익수,9,65.0,-0.062,-0.68
26,김성욱,NC,좌익수,14,31.1,-0.07,-0.77
27,서호철,NC,2루수,25,137.0,-0.072,-0.79
28,김세훈,NC,유격수,5,8.1,-0.074,-0.81
29,김휘집,NC,1루수,8,59.0,-0.075,-0.82
30,박영빈,NC,좌익수,9,16.0,-0.146,-1.6
31,서호철,NC,3루수,95,751.0,-0.162,-1.77
32,한석현,NC,우익수,12,29.1,-0.167,-1.82
33,박건우,NC,중견수,3,15.0,-0.169,-1.85
34,김한별,NC,유격수,13,56.0,-0.174,-1.91
35,한석현,NC,중견수,3,14.0,-0.185,-2.03
36,김성욱,NC,우익수,20,59.0,-0.186,-2.04
37,권희동,NC,우익수,7,42.1,-0.208,-2.28
38,천재환,NC,좌익수,16,60.2,-0.244,-2.68
39,김휘집,NC,유격수,23,157.2,-0.264,-2.89
40,박시원,NC,우익수,16,92.0,-0.265,-2.9
41,최정원,NC,2루수,17,99.2,-0.304,-3.33
42,박한결,NC,좌익수,21,110.1,-0.338,-3.7
43,박건우,NC,우익수,68,522.0,-0.555,-6.08
44,천재환,NC,우익수,37,162.1,-0.557,-6.1
45,데이비슨,NC,1루수,94,767.1,-1.349,-14.78
53,한재승,NC,투수,41,38.0,nan,nan
53,도태훈,NC,유격수,1,1.0,nan,nan
53,김영규,NC,투수,42,45.2,nan,nan
53,류진욱,NC,투수,37,31.1,nan,nan
53,김재열,NC,투수,59,59.2,nan,nan
53,김한별,NC,3루수,2,1.1,nan,nan
53,송명기,NC,투수,29,34.1,nan,nan
