순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,김주원,NC,유격수,124,954.2,2.696,30.4
2,박민우,NC,2루수,94,750.1,1.313,14.81
3,김형준,NC,포수,110,826.1,0.935,10.54
4,김휘집,NC,3루수,44,320.2,0.787,8.87
5,손아섭,NC,우익수,20,130.2,0.487,5.49
6,최정원,NC,중견수,32,146.1,0.449,5.06
7,김휘집,NC,1루수,13,94.0,0.371,4.18
8,서호철,NC,2루수,31,186.0,0.29,3.27
9,도태훈,NC,2루수,26,125.0,0.209,2.36
10,송승환,NC,우익수,2,9.0,0.162,1.83
11,권희동,NC,좌익수,115,834.2,0.124,1.4
12,한석현,NC,좌익수,7,11.2,0.114,1.29
12,권희동,NC,중견수,7,38.0,0.114,1.28
14,박시원,NC,중견수,25,164.1,0.099,1.12
15,오영수,NC,1루수,10,49.2,0.094,1.06
16,도태훈,NC,3루수,17,51.2,0.079,0.89
17,박세혁,NC,포수,70,356.1,0.068,0.77
18,김한별,NC,2루수,12,17.2,0.047,0.53
18,천재환,NC,중견수,17,78.0,0.047,0.53
20,김수윤,NC,1루수,5,22.0,0.023,0.26
21,김세훈,NC,2루수,2,8.0,0.021,0.24
22,김성욱,NC,좌익수,17,43.1,0.016,0.17
23,도태훈,NC,1루수,52,181.2,0.009,0.1
24,신용석,NC,포수,1,3.0,0.005,0.06
25,서호철,NC,3루수,103,811.0,-0.016,-0.18
26,안중열,NC,포수,2,3.0,-0.03,-0.34
27,최정원,NC,좌익수,3,4.0,-0.045,-0.5
28,김수윤,NC,3루수,2,4.0,-0.049,-0.55
29,손아섭,NC,좌익수,9,65.0,-0.056,-0.63
30,천재환,NC,좌익수,23,100.2,-0.064,-0.72
31,김세훈,NC,유격수,5,8.1,-0.073,-0.82
32,김한별,NC,유격수,18,67.0,-0.089,-1.0
33,박영빈,NC,중견수,2,2.0,-0.113,-1.28
34,박영빈,NC,좌익수,9,16.0,-0.141,-1.59
35,김성욱,NC,우익수,22,69.0,-0.162,-1.83
36,박건우,NC,중견수,3,15.0,-0.164,-1.85
37,한석현,NC,우익수,17,64.1,-0.181,-2.04
38,권희동,NC,우익수,7,42.1,-0.205,-2.31
39,박시원,NC,우익수,19,103.1,-0.227,-2.55
39,김휘집,NC,유격수,23,157.2,-0.227,-2.56
41,김성욱,NC,중견수,98,711.0,-0.278,-3.13
42,한석현,NC,중견수,6,34.0,-0.296,-3.34
43,최정원,NC,2루수,19,100.2,-0.31,-3.5
44,박한결,NC,좌익수,21,110.1,-0.321,-3.62
45,박건우,NC,우익수,68,522.0,-0.55,-6.2
46,천재환,NC,우익수,48,248.0,-0.562,-6.33
47,데이비슨,NC,1루수,103,841.1,-1.165,-13.13
57,김한별,NC,3루수,2,1.1,nan,nan
57,한재승,NC,투수,47,43.1,nan,nan
57,김수윤,NC,2루수,1,1.0,nan,nan
57,도태훈,NC,유격수,1,1.0,nan,nan
57,김범준,NC,좌익수,2,3.0,nan,nan
57,송명기,NC,투수,29,34.1,nan,nan
57,류진욱,NC,투수,45,37.1,nan,nan
57,김재열,NC,투수,64,64.2,nan,nan
57,김영규,NC,투수,42,45.2,nan,nan
