순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,김주원,NC,유격수,90,666.0,1.941,21.12
2,박민우,NC,2루수,72,583.0,1.063,11.57
3,김형준,NC,포수,83,643.0,0.76,8.26
4,김성욱,NC,중견수,75,549.1,0.526,5.73
5,손아섭,NC,우익수,20,130.2,0.499,5.43
6,김휘집,NC,3루수,27,184.0,0.446,4.85
7,최정원,NC,중견수,18,60.1,0.296,3.22
8,권희동,NC,좌익수,87,624.2,0.292,3.18
9,박시원,NC,중견수,23,159.2,0.143,1.56
10,도태훈,NC,2루수,20,98.0,0.136,1.48
11,권희동,NC,중견수,7,38.0,0.114,1.24
12,한석현,NC,좌익수,7,11.2,0.11,1.2
13,오영수,NC,1루수,10,49.2,0.109,1.19
14,박세혁,NC,포수,51,245.0,0.09,0.98
15,김수윤,NC,1루수,3,12.0,0.054,0.59
16,도태훈,NC,1루수,37,125.0,0.042,0.46
17,도태훈,NC,3루수,13,45.2,0.037,0.4
18,김세훈,NC,2루수,2,8.0,0.026,0.28
19,박영빈,NC,좌익수,4,8.0,0.023,0.25
20,최정원,NC,좌익수,1,2.0,0.015,0.16
21,서호철,NC,3루수,83,655.0,0.013,0.14
22,김한별,NC,2루수,7,11.0,0.011,0.12
23,천재환,NC,중견수,11,51.2,-0.039,-0.43
24,김수윤,NC,3루수,1,2.0,-0.05,-0.54
25,손아섭,NC,좌익수,9,65.0,-0.07,-0.76
26,김세훈,NC,유격수,5,8.1,-0.071,-0.77
27,김성욱,NC,좌익수,13,29.1,-0.074,-0.8
28,김휘집,NC,1루수,1,7.0,-0.084,-0.91
29,천재환,NC,좌익수,12,38.0,-0.094,-1.03
30,서호철,NC,2루수,19,95.1,-0.102,-1.1
31,김한별,NC,유격수,12,55.0,-0.163,-1.77
32,한석현,NC,우익수,12,29.1,-0.17,-1.85
33,박건우,NC,중견수,3,15.0,-0.173,-1.88
34,한석현,NC,중견수,3,14.0,-0.187,-2.03
35,박시원,NC,우익수,6,44.0,-0.201,-2.18
36,김성욱,NC,우익수,18,51.2,-0.212,-2.3
37,권희동,NC,우익수,7,42.1,-0.213,-2.32
38,김휘집,NC,유격수,23,157.2,-0.234,-2.54
39,최정원,NC,2루수,16,92.2,-0.295,-3.21
40,박한결,NC,좌익수,20,109.1,-0.351,-3.82
41,천재환,NC,우익수,21,68.0,-0.41,-4.46
42,박건우,NC,우익수,68,522.0,-0.597,-6.5
43,데이비슨,NC,1루수,84,694.1,-1.145,-12.46
51,송명기,NC,투수,24,29.2,nan,nan
51,김한별,NC,3루수,2,1.1,nan,nan
51,도태훈,NC,유격수,1,1.0,nan,nan
51,김영규,NC,투수,41,44.2,nan,nan
51,한재승,NC,투수,37,34.1,nan,nan
51,류진욱,NC,투수,26,20.1,nan,nan
51,김재열,NC,투수,52,52.2,nan,nan
